canonical_unit_id,source_requirement_section,formula_name,frozen_constant_name,frozen_constant_value,formula_text_hash,formula_constants_hash,implementation_hash,status
r01_launch_breakout_money_surge_natural_exit_v0,R01 §7,r01_launch_breakout_money_surge_natural_exit_v0,launch_detector_id,EP2_LAUNCH_DETECTOR_V0_PRICE60_MONEY20,f237341c6c9efdb34ec29ca336d67fa0e13136969f9b2254ec335344e52209eb,9d8323ea26c425f7349a0feb4772912ef1defea7c2b671779572c379877cda01,f237341c6c9efdb34ec29ca336d67fa0e13136969f9b2254ec335344e52209eb,frozen
r01_launch_breakout_money_surge_natural_exit_v0,R01 §7,r01_launch_breakout_money_surge_natural_exit_v0,launch_history_window_rows,80,f237341c6c9efdb34ec29ca336d67fa0e13136969f9b2254ec335344e52209eb,9d8323ea26c425f7349a0feb4772912ef1defea7c2b671779572c379877cda01,f237341c6c9efdb34ec29ca336d67fa0e13136969f9b2254ec335344e52209eb,frozen
r01_launch_breakout_money_surge_natural_exit_v0,R01 §7,r01_launch_breakout_money_surge_natural_exit_v0,launch_price_lookback_trading_days,60,f237341c6c9efdb34ec29ca336d67fa0e13136969f9b2254ec335344e52209eb,9d8323ea26c425f7349a0feb4772912ef1defea7c2b671779572c379877cda01,f237341c6c9efdb34ec29ca336d67fa0e13136969f9b2254ec335344e52209eb,frozen
r01_launch_breakout_money_surge_natural_exit_v0,R01 §7,r01_launch_breakout_money_surge_natural_exit_v0,launch_breakout_min_return,0.12,f237341c6c9efdb34ec29ca336d67fa0e13136969f9b2254ec335344e52209eb,9d8323ea26c425f7349a0feb4772912ef1defea7c2b671779572c379877cda01,f237341c6c9efdb34ec29ca336d67fa0e13136969f9b2254ec335344e52209eb,frozen
r01_launch_breakout_money_surge_natural_exit_v0,R01 §7,r01_launch_breakout_money_surge_natural_exit_v0,launch_money_ma_window_trading_days,20,f237341c6c9efdb34ec29ca336d67fa0e13136969f9b2254ec335344e52209eb,9d8323ea26c425f7349a0feb4772912ef1defea7c2b671779572c379877cda01,f237341c6c9efdb34ec29ca336d67fa0e13136969f9b2254ec335344e52209eb,frozen
r01_launch_breakout_money_surge_natural_exit_v0,R01 §7,r01_launch_breakout_money_surge_natural_exit_v0,launch_money_surge_ratio,2.0,f237341c6c9efdb34ec29ca336d67fa0e13136969f9b2254ec335344e52209eb,9d8323ea26c425f7349a0feb4772912ef1defea7c2b671779572c379877cda01,f237341c6c9efdb34ec29ca336d67fa0e13136969f9b2254ec335344e52209eb,frozen
r01_launch_breakout_money_surge_natural_exit_v0,R01 §7,r01_launch_breakout_money_surge_natural_exit_v0,launch_money_floor_cny,50000000,f237341c6c9efdb34ec29ca336d67fa0e13136969f9b2254ec335344e52209eb,9d8323ea26c425f7349a0feb4772912ef1defea7c2b671779572c379877cda01,f237341c6c9efdb34ec29ca336d67fa0e13136969f9b2254ec335344e52209eb,frozen
r01_launch_breakout_money_surge_natural_exit_v0,R01 §7,r01_launch_breakout_money_surge_natural_exit_v0,launch_episode_merge_gap_trading_days,20,f237341c6c9efdb34ec29ca336d67fa0e13136969f9b2254ec335344e52209eb,9d8323ea26c425f7349a0feb4772912ef1defea7c2b671779572c379877cda01,f237341c6c9efdb34ec29ca336d67fa0e13136969f9b2254ec335344e52209eb,frozen
r01_launch_breakout_money_surge_natural_exit_v0,R01 §7,r01_launch_breakout_money_surge_natural_exit_v0,fast_fail_drawdown,-0.06,f237341c6c9efdb34ec29ca336d67fa0e13136969f9b2254ec335344e52209eb,9d8323ea26c425f7349a0feb4772912ef1defea7c2b671779572c379877cda01,f237341c6c9efdb34ec29ca336d67fa0e13136969f9b2254ec335344e52209eb,frozen
r01_launch_breakout_money_surge_natural_exit_v0,R01 §7,r01_launch_breakout_money_surge_natural_exit_v0,right_tail_horizon_trading_days,120,f237341c6c9efdb34ec29ca336d67fa0e13136969f9b2254ec335344e52209eb,9d8323ea26c425f7349a0feb4772912ef1defea7c2b671779572c379877cda01,f237341c6c9efdb34ec29ca336d67fa0e13136969f9b2254ec335344e52209eb,frozen
r01_launch_breakout_money_surge_natural_exit_v0,R01 §7,r01_launch_breakout_money_surge_natural_exit_v0,right_tail_plus20_threshold,0.2,f237341c6c9efdb34ec29ca336d67fa0e13136969f9b2254ec335344e52209eb,9d8323ea26c425f7349a0feb4772912ef1defea7c2b671779572c379877cda01,f237341c6c9efdb34ec29ca336d67fa0e13136969f9b2254ec335344e52209eb,frozen
r01_launch_breakout_money_surge_natural_exit_v0,R01 §7,r01_launch_breakout_money_surge_natural_exit_v0,right_tail_plus50_threshold,0.5,f237341c6c9efdb34ec29ca336d67fa0e13136969f9b2254ec335344e52209eb,9d8323ea26c425f7349a0feb4772912ef1defea7c2b671779572c379877cda01,f237341c6c9efdb34ec29ca336d67fa0e13136969f9b2254ec335344e52209eb,frozen
r01_launch_breakout_money_surge_fast_fail_v0,R01 §7,r01_launch_breakout_money_surge_fast_fail_v0,launch_detector_id,EP2_LAUNCH_DETECTOR_V0_PRICE60_MONEY20,85eeef992685e329efdf183611545732803f4bd7d4ec9151a8ada13c7ad2171e,9d8323ea26c425f7349a0feb4772912ef1defea7c2b671779572c379877cda01,85eeef992685e329efdf183611545732803f4bd7d4ec9151a8ada13c7ad2171e,frozen
r01_launch_breakout_money_surge_fast_fail_v0,R01 §7,r01_launch_breakout_money_surge_fast_fail_v0,launch_history_window_rows,80,85eeef992685e329efdf183611545732803f4bd7d4ec9151a8ada13c7ad2171e,9d8323ea26c425f7349a0feb4772912ef1defea7c2b671779572c379877cda01,85eeef992685e329efdf183611545732803f4bd7d4ec9151a8ada13c7ad2171e,frozen
r01_launch_breakout_money_surge_fast_fail_v0,R01 §7,r01_launch_breakout_money_surge_fast_fail_v0,launch_price_lookback_trading_days,60,85eeef992685e329efdf183611545732803f4bd7d4ec9151a8ada13c7ad2171e,9d8323ea26c425f7349a0feb4772912ef1defea7c2b671779572c379877cda01,85eeef992685e329efdf183611545732803f4bd7d4ec9151a8ada13c7ad2171e,frozen
r01_launch_breakout_money_surge_fast_fail_v0,R01 §7,r01_launch_breakout_money_surge_fast_fail_v0,launch_breakout_min_return,0.12,85eeef992685e329efdf183611545732803f4bd7d4ec9151a8ada13c7ad2171e,9d8323ea26c425f7349a0feb4772912ef1defea7c2b671779572c379877cda01,85eeef992685e329efdf183611545732803f4bd7d4ec9151a8ada13c7ad2171e,frozen
r01_launch_breakout_money_surge_fast_fail_v0,R01 §7,r01_launch_breakout_money_surge_fast_fail_v0,launch_money_ma_window_trading_days,20,85eeef992685e329efdf183611545732803f4bd7d4ec9151a8ada13c7ad2171e,9d8323ea26c425f7349a0feb4772912ef1defea7c2b671779572c379877cda01,85eeef992685e329efdf183611545732803f4bd7d4ec9151a8ada13c7ad2171e,frozen
r01_launch_breakout_money_surge_fast_fail_v0,R01 §7,r01_launch_breakout_money_surge_fast_fail_v0,launch_money_surge_ratio,2.0,85eeef992685e329efdf183611545732803f4bd7d4ec9151a8ada13c7ad2171e,9d8323ea26c425f7349a0feb4772912ef1defea7c2b671779572c379877cda01,85eeef992685e329efdf183611545732803f4bd7d4ec9151a8ada13c7ad2171e,frozen
