fetched_at_utc,snapshot_date,provider,board_type,board_name,board_code,role,source_api,排名,板块名称,板块代码,最新价,涨跌额,涨跌幅,总市值,换手率,上涨家数,下跌家数,领涨股票,领涨股票-涨跌幅
2026-07-06T07:48:20Z,2026-07-06,eastmoney,concept,,,board_list,stock_board_concept_name_em,33,生物疫苗,BK0548,25455.09,215.97,0.86,960091456000,2.7,49,18,贤丰控股,9.92
2026-07-06T07:48:20Z,2026-07-06,eastmoney,concept,,,board_list,stock_board_concept_name_em,34,权重股,BK1662,1030.56,8.63,0.84,39958573056000,0.35,36,14,牧原股份,4.82
2026-07-06T07:48:20Z,2026-07-06,eastmoney,concept,,,board_list,stock_board_concept_name_em,35,GDR,BK0868,1014.4,8.32,0.83,1471475664000,1.2,8,3,科达制造,5.95
2026-07-06T07:48:20Z,2026-07-06,eastmoney,concept,,,board_list,stock_board_concept_name_em,36,空气能热泵,BK1102,1759.77,13.39,0.77,1589973568000,2.54,17,17,大元泵业,10.0
2026-07-06T07:48:20Z,2026-07-06,eastmoney,concept,,,board_list,stock_board_concept_name_em,37,长寿药,BK0936,1073.86,8.08,0.76,149019037000,4.07,11,3,众生药业,5.65
2026-07-06T07:48:20Z,2026-07-06,eastmoney,concept,,,board_list,stock_board_concept_name_em,38,科创板做市商,BK1107,1512.7,11.14,0.74,2051576640000,1.15,13,1,国泰海通,2.22
2026-07-06T07:48:20Z,2026-07-06,eastmoney,concept,,,board_list,stock_board_concept_name_em,39,特色药,BK1656,870.59,6.27,0.73,570802944000,1.93,30,10,复星医药,3.39
2026-07-06T07:48:20Z,2026-07-06,eastmoney,concept,,,board_list,stock_board_concept_name_em,40,味蕾经济,BK1653,837.43,5.97,0.72,3288361648000,1.39,55,32,爱普股份,10.04
2026-07-06T07:48:20Z,2026-07-06,eastmoney,concept,,,board_list,stock_board_concept_name_em,41,上证50_,BK0611,2077.85,14.56,0.71,27477222656000,0.37,37,13,恒瑞医药,4.26
2026-07-06T07:48:20Z,2026-07-06,eastmoney,concept,,,board_list,stock_board_concept_name_em,42,流感,BK0906,1571.48,11.07,0.71,1377430368000,2.78,85,37,罗欣药业,9.98
2026-07-06T07:48:20Z,2026-07-06,eastmoney,concept,,,board_list,stock_board_concept_name_em,43,调味品概念,BK1026,923.35,6.33,0.69,611944384000,1.48,22,10,爱普股份,10.04
2026-07-06T07:48:20Z,2026-07-06,eastmoney,concept,,,board_list,stock_board_concept_name_em,44,煤化工概念,BK0492,10588.27,71.55,0.68,2744300992000,1.56,43,29,六国化工,10.03
2026-07-06T07:48:20Z,2026-07-06,eastmoney,concept,,,board_list,stock_board_concept_name_em,45,幽门螺杆菌概念,BK1056,942.62,6.3,0.67,451197344000,3.08,34,17,罗欣药业,9.98
2026-07-06T07:48:20Z,2026-07-06,eastmoney,concept,,,board_list,stock_board_concept_name_em,46,病原体防治,BK1657,909.74,5.91,0.65,1640748944000,3.21,109,57,罗欣药业,9.98
2026-07-06T07:48:20Z,2026-07-06,eastmoney,concept,,,board_list,stock_board_concept_name_em,47,转基因,BK0907,1270.52,8.15,0.65,127063813000,3.1,10,6,天康生物,4.17
2026-07-06T07:48:20Z,2026-07-06,eastmoney,concept,,,board_list,stock_board_concept_name_em,48,医药医疗风格,BK1712,1082.15,6.79,0.63,4424459520000,2.36,71,29,甘李药业,10.0
2026-07-06T07:48:20Z,2026-07-06,eastmoney,concept,,,board_list,stock_board_concept_name_em,49,2026一季报扭亏,BK1682,1287.09,8.09,0.63,689767280000,5.76,6,5,德新科技,7.79
2026-07-06T07:48:20Z,2026-07-06,eastmoney,concept,,,board_list,stock_board_concept_name_em,50,上证180_,BK0612,1732.11,10.88,0.63,48783299584000,0.56,123,52,陕西煤业,7.29
2026-07-06T07:48:20Z,2026-07-06,eastmoney,concept,,,board_list,stock_board_concept_name_em,51,阿兹海默,BK0894,1858.68,11.54,0.62,243362730000,3.79,13,8,金凯生科,6.41
2026-07-06T07:48:20Z,2026-07-06,eastmoney,concept,,,board_list,stock_board_concept_name_em,52,中药概念,BK0615,2076.64,12.37,0.6,1811661328000,2.42,99,43,罗欣药业,9.98
2026-07-06T07:48:20Z,2026-07-06,eastmoney,concept,,,board_list,stock_board_concept_name_em,53,辅助生殖,BK0939,1050.12,5.99,0.57,541112672000,3.41,30,24,罗欣药业,9.98
2026-07-06T07:48:20Z,2026-07-06,eastmoney,concept,,,board_list,stock_board_concept_name_em,54,草甘膦,BK0950,1619.8,8.48,0.53,185225918000,1.85,6,4,扬农化工,2.76
2026-07-06T07:48:20Z,2026-07-06,eastmoney,concept,,,board_list,stock_board_concept_name_em,55,酿酒概念,BK0477,37124.43,196.54,0.53,2502862928000,1.12,24,13,*ST尼雅,8.02
2026-07-06T07:48:20Z,2026-07-06,eastmoney,concept,,,board_list,stock_board_concept_name_em,56,证金持股,BK0718,1341.54,6.68,0.5,31702366720000,0.55,118,60,星网锐捷,10.0
2026-07-06T07:48:20Z,2026-07-06,eastmoney,concept,,,board_list,stock_board_concept_name_em,57,REITs概念,BK0992,711.79,3.54,0.5,617641376000,0.98,11,10,*ST数源,5.73
2026-07-06T07:48:20Z,2026-07-06,eastmoney,concept,,,board_list,stock_board_concept_name_em,58,土地流转,BK0632,1568.03,7.72,0.49,373988768000,1.93,23,18,爱仕达,9.99
2026-07-06T07:48:20Z,2026-07-06,eastmoney,concept,,,board_list,stock_board_concept_name_em,59,肝素概念,BK0944,834.16,4.02,0.48,188530414000,2.36,9,4,复星医药,3.39
2026-07-06T07:48:20Z,2026-07-06,eastmoney,concept,,,board_list,stock_board_concept_name_em,60,HS300_,BK0500,12201.75,52.63,0.43,68062587904000,0.88,188,105,紫光股份,10.01
2026-07-06T07:48:20Z,2026-07-06,eastmoney,concept,,,board_list,stock_board_concept_name_em,61,中盘价值,BK1670,932.86,3.91,0.42,5286371328000,1.49,91,59,华海药业,9.02
2026-07-06T07:48:20Z,2026-07-06,eastmoney,concept,,,board_list,stock_board_concept_name_em,62,粮食概念,BK1086,645.34,2.47,0.38,189511176000,1.95,19,11,物产中大,3.07
2026-07-06T07:48:20Z,2026-07-06,eastmoney,concept,,,board_list,stock_board_concept_name_em,63,预制菜概念,BK1025,975.45,3.59,0.37,564401536000,1.83,35,26,天邦食品,6.61
2026-07-06T07:48:20Z,2026-07-06,eastmoney,concept,,,board_list,stock_board_concept_name_em,64,免税概念,BK0927,1094.11,3.88,0.36,607104016000,0.68,10,7,上港集团,2.67
2026-07-06T07:48:20Z,2026-07-06,eastmoney,concept,,,board_list,stock_board_concept_name_em,65,医美概念,BK0889,1711.11,5.76,0.34,1215410352000,4.96,47,27,新亚强,10.01
2026-07-06T07:48:20Z,2026-07-06,eastmoney,concept,,,board_list,stock_board_concept_name_em,66,央视50_,BK0610,2428.48,7.9,0.33,16112096512000,0.46,35,14,福耀玻璃,5.6
2026-07-06T07:48:20Z,2026-07-06,eastmoney,concept,,,board_list,stock_board_concept_name_em,67,旅游酒店,BK0485,13519.26,43.22,0.32,294840656000,1.54,19,16,西藏旅游,6.25
2026-07-06T07:48:20Z,2026-07-06,eastmoney,concept,,,board_list,stock_board_concept_name_em,68,社区团购,BK0965,761.31,2.43,0.32,457704144000,1.46,20,16,森马服饰,3.06
2026-07-06T07:48:20Z,2026-07-06,eastmoney,concept,,,board_list,stock_board_concept_name_em,69,AI制药（医疗）,BK1170,1274.11,3.84,0.3,651194464000,3.15,33,28,华海药业,9.02
2026-07-06T07:48:20Z,2026-07-06,eastmoney,concept,,,board_list,stock_board_concept_name_em,70,大盘股,BK1663,1016.75,2.89,0.29,72712323072000,0.92,182,112,紫光股份,10.01
2026-07-06T07:48:20Z,2026-07-06,eastmoney,concept,,,board_list,stock_board_concept_name_em,71,租售同权,BK0822,601.97,1.72,0.29,283609104000,1.2,8,8,*ST皇庭,4.02
2026-07-06T07:48:20Z,2026-07-06,eastmoney,concept,,,board_list,stock_board_concept_name_em,72,农药兽药,BK0730,1165.08,3.25,0.28,294726688000,2.72,25,15,海昇药业,3.57
2026-07-06T07:48:20Z,2026-07-06,eastmoney,concept,,,board_list,stock_board_concept_name_em,73,AH股,BK0499,9302.68,26.01,0.28,42083161088000,0.61,117,68,华虹宏力,8.66
2026-07-06T07:48:20Z,2026-07-06,eastmoney,concept,,,board_list,stock_board_concept_name_em,74,深证100R,BK0743,1358.89,3.54,0.26,18675721472000,2.63,56,43,紫光股份,10.01
2026-07-06T07:48:20Z,2026-07-06,eastmoney,concept,,,board_list,stock_board_concept_name_em,75,参股期货,BK0524,30753.45,70.28,0.23,3002813824000,1.56,25,18,大恒科技,10.04
2026-07-06T07:48:20Z,2026-07-06,eastmoney,concept,,,board_list,stock_board_concept_name_em,76,行业龙头,BK1661,945.04,1.81,0.19,29983934976000,1.01,60,34,华峰化学,6.41
2026-07-06T07:48:20Z,2026-07-06,eastmoney,concept,,,board_list,stock_board_concept_name_em,77,反内卷概念,BK1197,1003.74,1.71,0.17,4975693824000,1.53,80,69,巨星农牧,9.99
2026-07-06T07:48:20Z,2026-07-06,eastmoney,concept,,,board_list,stock_board_concept_name_em,78,昨日连板,BK0816,18682.74,31.83,0.17,233831061000,4.17,16,18,宜宾纸业,9.99
2026-07-06T07:48:20Z,2026-07-06,eastmoney,concept,,,board_list,stock_board_concept_name_em,79,农业种植,BK0888,2153.78,3.6,0.17,696677488000,2.23,48,36,华孚时尚,9.97
2026-07-06T07:48:20Z,2026-07-06,eastmoney,concept,,,board_list,stock_board_concept_name_em,80,举牌,BK0685,2822.62,4.78,0.17,53631629000,1.53,4,4,华骐环保,9.47
2026-07-06T07:48:20Z,2026-07-06,eastmoney,concept,,,board_list,stock_board_concept_name_em,81,小盘价值,BK1668,910.9,1.42,0.16,4824599040000,1.88,194,129,金科股份,10.0
2026-07-06T07:48:20Z,2026-07-06,eastmoney,concept,,,board_list,stock_board_concept_name_em,82,周期股,BK1639,949.42,1.42,0.15,23855428608000,1.51,60,39,东方盛虹,10.04
2026-07-06T07:48:20Z,2026-07-06,eastmoney,concept,,,board_list,stock_board_concept_name_em,83,合成生物,BK1174,1264.9,1.64,0.13,1434607328000,3.62,71,47,欧康医药,12.72
2026-07-06T07:48:20Z,2026-07-06,eastmoney,concept,,,board_list,stock_board_concept_name_em,84,消费风格,BK1711,957.11,0.94,0.1,6528775424000,1.61,62,36,新 希 望,7.52
2026-07-06T07:48:20Z,2026-07-06,eastmoney,concept,,,board_list,stock_board_concept_name_em,85,供销社概念,BK1109,980.27,0.99,0.1,125817955000,1.2,8,5,中农立华,1.75
2026-07-06T07:48:20Z,2026-07-06,eastmoney,concept,,,board_list,stock_board_concept_name_em,86,低价股,BK1053,1015.57,0.87,0.09,2255841536000,1.51,89,119,中公教育,10.0
2026-07-06T07:48:20Z,2026-07-06,eastmoney,concept,,,board_list,stock_board_concept_name_em,87,SPD概念,BK1147,896.36,0.74,0.08,141783349000,1.55,7,7,国药一致,3.78
2026-07-06T07:48:20Z,2026-07-06,eastmoney,concept,,,board_list,stock_board_concept_name_em,88,地热能,BK0622,7239.15,5.79,0.08,162966814000,5.11,5,4,豫能控股,4.69
2026-07-06T07:48:20Z,2026-07-06,eastmoney,concept,,,board_list,stock_board_concept_name_em,89,水产概念,BK0967,800.4,0.5,0.06,187423717000,2.08,8,8,海大集团,3.9
2026-07-06T07:48:20Z,2026-07-06,eastmoney,concept,,,board_list,stock_board_concept_name_em,90,券商概念,BK0711,1110.18,0.57,0.05,4128252128000,1.38,33,19,光大证券,3.21
2026-07-06T07:48:20Z,2026-07-06,eastmoney,concept,,,board_list,stock_board_concept_name_em,91,乡村振兴,BK0834,1446.13,0.51,0.04,1467343536000,2.03,64,81,皇氏集团,10.1
2026-07-06T07:48:20Z,2026-07-06,eastmoney,concept,,,board_list,stock_board_concept_name_em,92,地下管网,BK1058,1148.59,0.26,0.02,389003968000,1.63,23,27,交建股份,10.09
2026-07-06T07:48:20Z,2026-07-06,eastmoney,concept,,,board_list,stock_board_concept_name_em,93,冷链物流,BK0852,1986.6,0.23,0.01,1663001072000,1.9,63,51,厦门象屿,5.31
2026-07-06T07:48:20Z,2026-07-06,eastmoney,concept,,,board_list,stock_board_concept_name_em,94,可燃冰,BK0818,1449.86,-0.02,0.0,205669612000,0.74,3,6,南钢股份,2.98
2026-07-06T07:48:20Z,2026-07-06,eastmoney,concept,,,board_list,stock_board_concept_name_em,95,户外露营,BK1079,1396.17,-0.08,-0.01,141524742000,3.05,10,17,太力科技,8.37
2026-07-06T07:48:20Z,2026-07-06,eastmoney,concept,,,board_list,stock_board_concept_name_em,96,钒电池,BK1095,1295.76,-0.23,-0.02,523194048000,1.52,7,10,振华股份,10.0
2026-07-06T07:48:20Z,2026-07-06,eastmoney,concept,,,board_list,stock_board_concept_name_em,97,宠物经济,BK0993,813.53,-0.15,-0.02,370395680000,2.27,39,29,洁雅股份,10.85
2026-07-06T07:48:20Z,2026-07-06,eastmoney,concept,,,board_list,stock_board_concept_name_em,98,IPO受益,BK0697,3071.98,-0.63,-0.02,2252187360000,1.35,26,25,浙江龙盛,3.89
2026-07-06T07:48:20Z,2026-07-06,eastmoney,concept,,,board_list,stock_board_concept_name_em,99,低碳冶金,BK0979,879.6,-0.28,-0.03,244021313000,0.53,4,3,河钢股份,1.51
2026-07-06T07:48:20Z,2026-07-06,eastmoney,concept,,,board_list,stock_board_concept_name_em,100,社保重仓,BK0520,14619.41,-10.81,-0.07,158691246000,3.06,7,5,山推股份,6.01
2026-07-06T07:48:20Z,2026-07-06,eastmoney,concept,,,board_list,stock_board_concept_name_em,101,生物质能发电,BK1098,1054.89,-0.93,-0.09,242809579000,2.59,16,13,韶能股份,8.94
2026-07-06T07:48:20Z,2026-07-06,eastmoney,concept,,,board_list,stock_board_concept_name_em,102,汽车整车,BK1029,1398.43,-1.52,-0.11,1642759040000,1.34,12,12,长城汽车,2.6
2026-07-06T07:48:20Z,2026-07-06,eastmoney,concept,,,board_list,stock_board_concept_name_em,103,零售概念,BK1655,808.28,-0.88,-0.11,2839705776000,0.99,24,35,中公教育,10.0
2026-07-06T07:48:20Z,2026-07-06,eastmoney,concept,,,board_list,stock_board_concept_name_em,104,东北振兴,BK0838,1118.43,-1.21,-0.11,668023328000,1.79,27,27,派斯林,10.08
2026-07-06T07:48:20Z,2026-07-06,eastmoney,concept,,,board_list,stock_board_concept_name_em,105,内贸流通,BK1001,1169.73,-1.4,-0.12,1267585856000,1.64,75,78,英唐智控,5.3
2026-07-06T07:48:20Z,2026-07-06,eastmoney,concept,,,board_list,stock_board_concept_name_em,106,人脑工程,BK0706,5516.44,-6.38,-0.12,857340544000,3.69,20,30,星网锐捷,10.0
2026-07-06T07:48:20Z,2026-07-06,eastmoney,concept,,,board_list,stock_board_concept_name_em,107,标准普尔,BK0879,1677.24,-2.2,-0.13,63919047680000,1.37,558,457,中公教育,10.0
2026-07-06T07:48:20Z,2026-07-06,eastmoney,concept,,,board_list,stock_board_concept_name_em,108,地摊经济,BK0924,1817.66,-2.32,-0.13,422480208000,2.0,13,15,隆鑫通用,5.13
2026-07-06T07:48:20Z,2026-07-06,eastmoney,concept,,,board_list,stock_board_concept_name_em,109,茅指数,BK0999,703.39,-1.09,-0.15,13384083200000,1.31,22,19,恒瑞医药,4.26
2026-07-06T07:48:20Z,2026-07-06,eastmoney,concept,,,board_list,stock_board_concept_name_em,110,中字头,BK0505,8542.39,-12.45,-0.15,15094334720000,0.52,55,41,中国长城,9.99
2026-07-06T07:48:20Z,2026-07-06,eastmoney,concept,,,board_list,stock_board_concept_name_em,111,旅游概念,BK0692,1437.18,-2.28,-0.16,363258272000,2.09,23,28,中公教育,10.0
2026-07-06T07:48:20Z,2026-07-06,eastmoney,concept,,,board_list,stock_board_concept_name_em,112,化妆品概念,BK0974,1108.1,-1.91,-0.17,566699152000,2.04,29,32,名臣健康,10.02
2026-07-06T07:48:20Z,2026-07-06,eastmoney,concept,,,board_list,stock_board_concept_name_em,113,MSCI中国,BK0821,1510.91,-2.79,-0.18,81668313088000,1.2,301,259,中国长城,9.99
2026-07-06T07:48:20Z,2026-07-06,eastmoney,concept,,,board_list,stock_board_concept_name_em,114,沪企改革,BK0672,2295.01,-4.06,-0.18,776633360000,0.71,21,16,锦江航运,3.78
2026-07-06T07:48:20Z,2026-07-06,eastmoney,concept,,,board_list,stock_board_concept_name_em,115,IPv6,BK0897,1323.65,-2.66,-0.2,606271856000,1.94,4,8,星网锐捷,10.0
2026-07-06T07:48:20Z,2026-07-06,eastmoney,concept,,,board_list,stock_board_concept_name_em,116,人造肉,BK0866,1255.39,-2.63,-0.21,192733451000,3.62,9,9,爱普股份,10.04
2026-07-06T07:48:20Z,2026-07-06,eastmoney,concept,,,board_list,stock_board_concept_name_em,117,汽车芯片,BK0969,1913.24,-4.29,-0.22,2891752576000,4.47,29,43,盛景微,10.0
2026-07-06T07:48:20Z,2026-07-06,eastmoney,concept,,,board_list,stock_board_concept_name_em,118,创新医疗服务,BK1658,881.62,-2.05,-0.23,1441204912000,2.47,34,44,和元生物,9.11
2026-07-06T07:48:20Z,2026-07-06,eastmoney,concept,,,board_list,stock_board_concept_name_em,119,成渝特区,BK0534,20702.53,-50.34,-0.24,2011488880000,1.89,37,45,欢瑞世纪,9.94
2026-07-06T07:48:20Z,2026-07-06,eastmoney,concept,,,board_list,stock_board_concept_name_em,120,上海自贸,BK0643,3230.03,-8.17,-0.25,953574016000,0.76,15,18,光明地产,3.44
2026-07-06T07:48:20Z,2026-07-06,eastmoney,concept,,,board_list,stock_board_concept_name_em,121,B股,BK0636,868.77,-2.34,-0.27,675391136000,0.19,27,40,海科B,6.0
2026-07-06T07:48:20Z,2026-07-06,eastmoney,concept,,,board_list,stock_board_concept_name_em,122,婴童概念,BK0664,1586.39,-4.44,-0.28,1166309040000,2.6,65,84,金科股份,10.0
2026-07-06T07:48:20Z,2026-07-06,eastmoney,concept,,,board_list,stock_board_concept_name_em,123,参股银行,BK0525,11440.94,-31.89,-0.28,11243078400000,1.21,107,120,华孚时尚,9.97
2026-07-06T07:48:20Z,2026-07-06,eastmoney,concept,,,board_list,stock_board_concept_name_em,124,滨海新区,BK0566,10211.24,-28.88,-0.28,212491429000,2.66,8,12,渤海租赁,4.54
2026-07-06T07:48:20Z,2026-07-06,eastmoney,concept,,,board_list,stock_board_concept_name_em,125,反转股,BK1716,813.04,-2.46,-0.3,492469328000,5.1,24,24,宜宾纸业,9.99
2026-07-06T07:48:20Z,2026-07-06,eastmoney,concept,,,board_list,stock_board_concept_name_em,126,海绵城市,BK0724,939.04,-2.85,-0.3,245727811000,2.26,13,19,青龙管业,10.01
2026-07-06T07:48:20Z,2026-07-06,eastmoney,concept,,,board_list,stock_board_concept_name_em,127,工业大麻,BK0856,1792.84,-5.49,-0.31,383338096000,2.42,18,16,翰宇药业,3.28
2026-07-06T07:48:20Z,2026-07-06,eastmoney,concept,,,board_list,stock_board_concept_name_em,128,啤酒概念,BK1073,1071.98,-3.3,-0.31,225256041000,1.61,8,10,奥瑞金,3.15
2026-07-06T07:48:20Z,2026-07-06,eastmoney,concept,,,board_list,stock_board_concept_name_em,129,代糖概念,BK0938,1019.38,-3.23,-0.32,162238848000,2.03,8,6,太阳纸业,3.8
2026-07-06T07:48:20Z,2026-07-06,eastmoney,concept,,,board_list,stock_board_concept_name_em,130,白酒,BK0896,1792.39,-5.78,-0.32,2546594176000,1.49,29,16,建发股份,4.38
2026-07-06T07:48:20Z,2026-07-06,eastmoney,concept,,,board_list,stock_board_concept_name_em,131,精准诊断,BK1659,874.46,-2.93,-0.33,723216240000,2.18,30,30,热景生物,9.78
2026-07-06T07:48:20Z,2026-07-06,eastmoney,concept,,,board_list,stock_board_concept_name_em,132,养老概念,BK0653,2521.3,-8.36,-0.33,2617297360000,1.83,56,67,爱丽家居,9.99
2026-07-06T07:48:20Z,2026-07-06,eastmoney,concept,,,board_list,stock_board_concept_name_em,133,液冷概念,BK1138,2356.25,-8.69,-0.37,7153590272000,4.53,61,84,宏盛股份,10.0
2026-07-06T07:48:20Z,2026-07-06,eastmoney,concept,,,board_list,stock_board_concept_name_em,134,PPP模式,BK0721,746.75,-2.76,-0.37,2122381488000,1.44,65,74,交建股份,10.09
2026-07-06T07:48:20Z,2026-07-06,eastmoney,concept,,,board_list,stock_board_concept_name_em,135,医废处理,BK0914,1227.66,-4.63,-0.38,209744890000,2.27,18,13,华骐环保,9.47
2026-07-06T07:48:20Z,2026-07-06,eastmoney,concept,,,board_list,stock_board_concept_name_em,136,天然气,BK0843,1654.72,-6.44,-0.39,5302575616000,0.78,47,76,先锋电子,9.98
2026-07-06T07:48:20Z,2026-07-06,eastmoney,concept,,,board_list,stock_board_concept_name_em,137,参股券商,BK0514,13499.28,-53.35,-0.39,3589545296000,1.23,63,59,中国长城,9.99
2026-07-06T07:48:20Z,2026-07-06,eastmoney,concept,,,board_list,stock_board_concept_name_em,138,电商概念,BK0665,2118.51,-8.65,-0.41,5483500288000,1.98,158,175,皇氏集团,10.1
2026-07-06T07:48:20Z,2026-07-06,eastmoney,concept,,,board_list,stock_board_concept_name_em,139,富时罗素,BK0867,1771.5,-7.36,-0.41,73644519424000,1.51,630,612,华孚时尚,9.97
