family_id,grid_cell_id,parameter_json,parameter_hash,selection_split,source_contract,candidate_row_source,feature_source_map_version,label_source_map_version,matching_feature_source_map_version,baseline_family_required_n,registry_frozen_before_label_readout,label_readout_started,blocking_reason
EP07_topn_multichannel_recommended_union,EP07_identity_cell,{},44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a,train,19A_family_search_accounting_manifest + SOURCE_EP07_ROOT canonical candidate source,EP07 canonical train candidate rows,simple_rule_feature_source_map_v1,label_source_map_v1,matching_feature_source_map_v1,3,True,False,
B1_near_120d_high_plus_volume_expansion,B1-near-120d-high-plus-volume-expansion__2fbec781d4f8,"{""amount_ratio_20d_min"": 1.2, ""market_regime_filter"": ""all"", ""near_high_120d_pct_max"": 0.02, ""return_20d_min"": 0.0}",2fbec781d4f888a3844d4d7899c2738d9aea21d7eb8a004b1f072a0aadd6b34f,train,19A_grid_search_manifest + simple_rule_feature_source_map,baseline eligible qfq/universe scan,simple_rule_feature_source_map_v1,label_source_map_v1,matching_feature_source_map_v1,3,True,False,
B1_near_120d_high_plus_volume_expansion,B1-near-120d-high-plus-volume-expansion__0db9446cc5e9,"{""amount_ratio_20d_min"": 1.2, ""market_regime_filter"": ""risk_on"", ""near_high_120d_pct_max"": 0.02, ""return_20d_min"": 0.0}",0db9446cc5e9fedca01b270dae5623034d66775e4af190aa95bea21ed2b6a1dd,train,19A_grid_search_manifest + simple_rule_feature_source_map,baseline eligible qfq/universe scan,simple_rule_feature_source_map_v1,label_source_map_v1,matching_feature_source_map_v1,3,True,False,
B1_near_120d_high_plus_volume_expansion,B1-near-120d-high-plus-volume-expansion__df9bf4d825ee,"{""amount_ratio_20d_min"": 1.2, ""market_regime_filter"": ""all"", ""near_high_120d_pct_max"": 0.02, ""return_20d_min"": 0.05}",df9bf4d825ee21784c7e9fa5f674ca0a3e0de751511c690ca60a3648ec8a97a2,train,19A_grid_search_manifest + simple_rule_feature_source_map,baseline eligible qfq/universe scan,simple_rule_feature_source_map_v1,label_source_map_v1,matching_feature_source_map_v1,3,True,False,
B1_near_120d_high_plus_volume_expansion,B1-near-120d-high-plus-volume-expansion__c4a7c88c7377,"{""amount_ratio_20d_min"": 1.2, ""market_regime_filter"": ""risk_on"", ""near_high_120d_pct_max"": 0.02, ""return_20d_min"": 0.05}",c4a7c88c737718d86928ba0b370604b5a7dafac2853fe5e3f713e7fc0577b7bd,train,19A_grid_search_manifest + simple_rule_feature_source_map,baseline eligible qfq/universe scan,simple_rule_feature_source_map_v1,label_source_map_v1,matching_feature_source_map_v1,3,True,False,
B1_near_120d_high_plus_volume_expansion,B1-near-120d-high-plus-volume-expansion__bbfebb00d125,"{""amount_ratio_20d_min"": 1.5, ""market_regime_filter"": ""all"", ""near_high_120d_pct_max"": 0.02, ""return_20d_min"": 0.0}",bbfebb00d1251d537ee60879e2eeba3915deeea29ebfea950078bbcacd2451dd,train,19A_grid_search_manifest + simple_rule_feature_source_map,baseline eligible qfq/universe scan,simple_rule_feature_source_map_v1,label_source_map_v1,matching_feature_source_map_v1,3,True,False,
B1_near_120d_high_plus_volume_expansion,B1-near-120d-high-plus-volume-expansion__06d51c8b5f0a,"{""amount_ratio_20d_min"": 1.5, ""market_regime_filter"": ""risk_on"", ""near_high_120d_pct_max"": 0.02, ""return_20d_min"": 0.0}",06d51c8b5f0a0c3736aceb4376ac3a8b786c264523c631822bf7773d06898d3b,train,19A_grid_search_manifest + simple_rule_feature_source_map,baseline eligible qfq/universe scan,simple_rule_feature_source_map_v1,label_source_map_v1,matching_feature_source_map_v1,3,True,False,
B1_near_120d_high_plus_volume_expansion,B1-near-120d-high-plus-volume-expansion__69491bd81d41,"{""amount_ratio_20d_min"": 1.5, ""market_regime_filter"": ""all"", ""near_high_120d_pct_max"": 0.02, ""return_20d_min"": 0.05}",69491bd81d410c5db5a973ac72c657231cb256408c1b01e36630b13dad757b0a,train,19A_grid_search_manifest + simple_rule_feature_source_map,baseline eligible qfq/universe scan,simple_rule_feature_source_map_v1,label_source_map_v1,matching_feature_source_map_v1,3,True,False,
B1_near_120d_high_plus_volume_expansion,B1-near-120d-high-plus-volume-expansion__fe749d056e5e,"{""amount_ratio_20d_min"": 1.5, ""market_regime_filter"": ""risk_on"", ""near_high_120d_pct_max"": 0.02, ""return_20d_min"": 0.05}",fe749d056e5edc9dfc37bf05718bc52ba8fb292097dbbe1c7c25b0c228187ef7,train,19A_grid_search_manifest + simple_rule_feature_source_map,baseline eligible qfq/universe scan,simple_rule_feature_source_map_v1,label_source_map_v1,matching_feature_source_map_v1,3,True,False,
B1_near_120d_high_plus_volume_expansion,B1-near-120d-high-plus-volume-expansion__2f9c26c9f622,"{""amount_ratio_20d_min"": 2.0, ""market_regime_filter"": ""all"", ""near_high_120d_pct_max"": 0.02, ""return_20d_min"": 0.0}",2f9c26c9f6225abab566fbf91c73316f2eb5cf4c6f0cd7e6d7c1e3d7c02ae4f7,train,19A_grid_search_manifest + simple_rule_feature_source_map,baseline eligible qfq/universe scan,simple_rule_feature_source_map_v1,label_source_map_v1,matching_feature_source_map_v1,3,True,False,
B1_near_120d_high_plus_volume_expansion,B1-near-120d-high-plus-volume-expansion__8570f56b69e0,"{""amount_ratio_20d_min"": 2.0, ""market_regime_filter"": ""risk_on"", ""near_high_120d_pct_max"": 0.02, ""return_20d_min"": 0.0}",8570f56b69e08b1cfe56c8b930372e52aaf51427f952fb793d00e9336d06d819,train,19A_grid_search_manifest + simple_rule_feature_source_map,baseline eligible qfq/universe scan,simple_rule_feature_source_map_v1,label_source_map_v1,matching_feature_source_map_v1,3,True,False,
B1_near_120d_high_plus_volume_expansion,B1-near-120d-high-plus-volume-expansion__48d651aca9d1,"{""amount_ratio_20d_min"": 2.0, ""market_regime_filter"": ""all"", ""near_high_120d_pct_max"": 0.02, ""return_20d_min"": 0.05}",48d651aca9d1b7c516c29c2c993a2f9f9ec5b3c84a476d716343975592b71b52,train,19A_grid_search_manifest + simple_rule_feature_source_map,baseline eligible qfq/universe scan,simple_rule_feature_source_map_v1,label_source_map_v1,matching_feature_source_map_v1,3,True,False,
B1_near_120d_high_plus_volume_expansion,B1-near-120d-high-plus-volume-expansion__d72782df07a8,"{""amount_ratio_20d_min"": 2.0, ""market_regime_filter"": ""risk_on"", ""near_high_120d_pct_max"": 0.02, ""return_20d_min"": 0.05}",d72782df07a85944beadc0406242eca7318c476407010d8e04e258a2fd39719d,train,19A_grid_search_manifest + simple_rule_feature_source_map,baseline eligible qfq/universe scan,simple_rule_feature_source_map_v1,label_source_map_v1,matching_feature_source_map_v1,3,True,False,
B1_near_120d_high_plus_volume_expansion,B1-near-120d-high-plus-volume-expansion__8a99080f1bc1,"{""amount_ratio_20d_min"": 1.2, ""market_regime_filter"": ""all"", ""near_high_120d_pct_max"": 0.05, ""return_20d_min"": 0.0}",8a99080f1bc1f64a81c72cc9ce6c8d8862a470a97cff92542480a2d0d12d7f4d,train,19A_grid_search_manifest + simple_rule_feature_source_map,baseline eligible qfq/universe scan,simple_rule_feature_source_map_v1,label_source_map_v1,matching_feature_source_map_v1,3,True,False,
B1_near_120d_high_plus_volume_expansion,B1-near-120d-high-plus-volume-expansion__f451e23c2cad,"{""amount_ratio_20d_min"": 1.2, ""market_regime_filter"": ""risk_on"", ""near_high_120d_pct_max"": 0.05, ""return_20d_min"": 0.0}",f451e23c2cad65a61fbba76d2fe501baf67bd3e9cb0a31339a3256b86c3bcba2,train,19A_grid_search_manifest + simple_rule_feature_source_map,baseline eligible qfq/universe scan,simple_rule_feature_source_map_v1,label_source_map_v1,matching_feature_source_map_v1,3,True,False,
B1_near_120d_high_plus_volume_expansion,B1-near-120d-high-plus-volume-expansion__c234c2537c98,"{""amount_ratio_20d_min"": 1.2, ""market_regime_filter"": ""all"", ""near_high_120d_pct_max"": 0.05, ""return_20d_min"": 0.05}",c234c2537c983971fc6f405b5da92cb7413d3fccae212f09515628fde599ed1d,train,19A_grid_search_manifest + simple_rule_feature_source_map,baseline eligible qfq/universe scan,simple_rule_feature_source_map_v1,label_source_map_v1,matching_feature_source_map_v1,3,True,False,
B1_near_120d_high_plus_volume_expansion,B1-near-120d-high-plus-volume-expansion__6e73278055d6,"{""amount_ratio_20d_min"": 1.2, ""market_regime_filter"": ""risk_on"", ""near_high_120d_pct_max"": 0.05, ""return_20d_min"": 0.05}",6e73278055d6b2c92103ceb5b9f82b130550b5ff11ceec9c6e35347f712678ec,train,19A_grid_search_manifest + simple_rule_feature_source_map,baseline eligible qfq/universe scan,simple_rule_feature_source_map_v1,label_source_map_v1,matching_feature_source_map_v1,3,True,False,
B1_near_120d_high_plus_volume_expansion,B1-near-120d-high-plus-volume-expansion__8bf4289d0b26,"{""amount_ratio_20d_min"": 1.5, ""market_regime_filter"": ""all"", ""near_high_120d_pct_max"": 0.05, ""return_20d_min"": 0.0}",8bf4289d0b26890ef40ceaff788520e2a425427bea6471e93c0aaf1455c23add,train,19A_grid_search_manifest + simple_rule_feature_source_map,baseline eligible qfq/universe scan,simple_rule_feature_source_map_v1,label_source_map_v1,matching_feature_source_map_v1,3,True,False,
B1_near_120d_high_plus_volume_expansion,B1-near-120d-high-plus-volume-expansion__88578d197de3,"{""amount_ratio_20d_min"": 1.5, ""market_regime_filter"": ""risk_on"", ""near_high_120d_pct_max"": 0.05, ""return_20d_min"": 0.0}",88578d197de3876ab0728576cc56bd7aa611d6b294e4ebcf6702032cb700b310,train,19A_grid_search_manifest + simple_rule_feature_source_map,baseline eligible qfq/universe scan,simple_rule_feature_source_map_v1,label_source_map_v1,matching_feature_source_map_v1,3,True,False,
B1_near_120d_high_plus_volume_expansion,B1-near-120d-high-plus-volume-expansion__19370b2e8696,"{""amount_ratio_20d_min"": 1.5, ""market_regime_filter"": ""all"", ""near_high_120d_pct_max"": 0.05, ""return_20d_min"": 0.05}",19370b2e86962dcdbe8bed588011479e6665f0265febcb951597de5c761310c1,train,19A_grid_search_manifest + simple_rule_feature_source_map,baseline eligible qfq/universe scan,simple_rule_feature_source_map_v1,label_source_map_v1,matching_feature_source_map_v1,3,True,False,
B1_near_120d_high_plus_volume_expansion,B1-near-120d-high-plus-volume-expansion__2a2c8cde859e,"{""amount_ratio_20d_min"": 1.5, ""market_regime_filter"": ""risk_on"", ""near_high_120d_pct_max"": 0.05, ""return_20d_min"": 0.05}",2a2c8cde859e1e8b0822313aaa44a823978ebf51bdfd34cac64249c2c1ca5a4b,train,19A_grid_search_manifest + simple_rule_feature_source_map,baseline eligible qfq/universe scan,simple_rule_feature_source_map_v1,label_source_map_v1,matching_feature_source_map_v1,3,True,False,
B1_near_120d_high_plus_volume_expansion,B1-near-120d-high-plus-volume-expansion__e6ec9b1cdd19,"{""amount_ratio_20d_min"": 2.0, ""market_regime_filter"": ""all"", ""near_high_120d_pct_max"": 0.05, ""return_20d_min"": 0.0}",e6ec9b1cdd196cf01d9a8b419959a4ee38262aaca248620d32016b300f29f356,train,19A_grid_search_manifest + simple_rule_feature_source_map,baseline eligible qfq/universe scan,simple_rule_feature_source_map_v1,label_source_map_v1,matching_feature_source_map_v1,3,True,False,
B1_near_120d_high_plus_volume_expansion,B1-near-120d-high-plus-volume-expansion__f41161664797,"{""amount_ratio_20d_min"": 2.0, ""market_regime_filter"": ""risk_on"", ""near_high_120d_pct_max"": 0.05, ""return_20d_min"": 0.0}",f411616647978c592035b04f38a4119ea95c27dabd7a0acee6607bc131d27c68,train,19A_grid_search_manifest + simple_rule_feature_source_map,baseline eligible qfq/universe scan,simple_rule_feature_source_map_v1,label_source_map_v1,matching_feature_source_map_v1,3,True,False,
B1_near_120d_high_plus_volume_expansion,B1-near-120d-high-plus-volume-expansion__21847a6e47c6,"{""amount_ratio_20d_min"": 2.0, ""market_regime_filter"": ""all"", ""near_high_120d_pct_max"": 0.05, ""return_20d_min"": 0.05}",21847a6e47c69cba29e2e96ce05dbc9b357f26d4a4fa279e48bebbde0e8c561b,train,19A_grid_search_manifest + simple_rule_feature_source_map,baseline eligible qfq/universe scan,simple_rule_feature_source_map_v1,label_source_map_v1,matching_feature_source_map_v1,3,True,False,
B1_near_120d_high_plus_volume_expansion,B1-near-120d-high-plus-volume-expansion__5bd8bff20be2,"{""amount_ratio_20d_min"": 2.0, ""market_regime_filter"": ""risk_on"", ""near_high_120d_pct_max"": 0.05, ""return_20d_min"": 0.05}",5bd8bff20be272749218d68f445dceb4f35291c85370f5af2b041f134830be41,train,19A_grid_search_manifest + simple_rule_feature_source_map,baseline eligible qfq/universe scan,simple_rule_feature_source_map_v1,label_source_map_v1,matching_feature_source_map_v1,3,True,False,
B1_near_120d_high_plus_volume_expansion,B1-near-120d-high-plus-volume-expansion__adbeea5b4a1d,"{""amount_ratio_20d_min"": 1.2, ""market_regime_filter"": ""all"", ""near_high_120d_pct_max"": 0.08, ""return_20d_min"": 0.0}",adbeea5b4a1d1b9d74f724061a262af37f03e6b68f2447ded85d974099cc2193,train,19A_grid_search_manifest + simple_rule_feature_source_map,baseline eligible qfq/universe scan,simple_rule_feature_source_map_v1,label_source_map_v1,matching_feature_source_map_v1,3,True,False,
B1_near_120d_high_plus_volume_expansion,B1-near-120d-high-plus-volume-expansion__ec8bbfd09c0b,"{""amount_ratio_20d_min"": 1.2, ""market_regime_filter"": ""risk_on"", ""near_high_120d_pct_max"": 0.08, ""return_20d_min"": 0.0}",ec8bbfd09c0b8f615fee52d5f0ab8e6e847af93f34143f853a068b01e0074ded,train,19A_grid_search_manifest + simple_rule_feature_source_map,baseline eligible qfq/universe scan,simple_rule_feature_source_map_v1,label_source_map_v1,matching_feature_source_map_v1,3,True,False,
B1_near_120d_high_plus_volume_expansion,B1-near-120d-high-plus-volume-expansion__29e0d33ff5b8,"{""amount_ratio_20d_min"": 1.2, ""market_regime_filter"": ""all"", ""near_high_120d_pct_max"": 0.08, ""return_20d_min"": 0.05}",29e0d33ff5b814df4a3d2940665855fd6bc93dcb819b7614cd4a967446681257,train,19A_grid_search_manifest + simple_rule_feature_source_map,baseline eligible qfq/universe scan,simple_rule_feature_source_map_v1,label_source_map_v1,matching_feature_source_map_v1,3,True,False,
B1_near_120d_high_plus_volume_expansion,B1-near-120d-high-plus-volume-expansion__78b1ad2aec32,"{""amount_ratio_20d_min"": 1.2, ""market_regime_filter"": ""risk_on"", ""near_high_120d_pct_max"": 0.08, ""return_20d_min"": 0.05}",78b1ad2aec328f1b725cea04cf239516858d14424a037f4c8cb292f667c176a6,train,19A_grid_search_manifest + simple_rule_feature_source_map,baseline eligible qfq/universe scan,simple_rule_feature_source_map_v1,label_source_map_v1,matching_feature_source_map_v1,3,True,False,
B1_near_120d_high_plus_volume_expansion,B1-near-120d-high-plus-volume-expansion__9b5bcec15340,"{""amount_ratio_20d_min"": 1.5, ""market_regime_filter"": ""all"", ""near_high_120d_pct_max"": 0.08, ""return_20d_min"": 0.0}",9b5bcec15340d39254ff2f38dfbaf88e2260e0000bd65d9046947ad4331b0312,train,19A_grid_search_manifest + simple_rule_feature_source_map,baseline eligible qfq/universe scan,simple_rule_feature_source_map_v1,label_source_map_v1,matching_feature_source_map_v1,3,True,False,
B1_near_120d_high_plus_volume_expansion,B1-near-120d-high-plus-volume-expansion__70011ea98696,"{""amount_ratio_20d_min"": 1.5, ""market_regime_filter"": ""risk_on"", ""near_high_120d_pct_max"": 0.08, ""return_20d_min"": 0.0}",70011ea98696d5656eb7ca709956e466f8d70e1567a8030b5e14190a296128ab,train,19A_grid_search_manifest + simple_rule_feature_source_map,baseline eligible qfq/universe scan,simple_rule_feature_source_map_v1,label_source_map_v1,matching_feature_source_map_v1,3,True,False,
B1_near_120d_high_plus_volume_expansion,B1-near-120d-high-plus-volume-expansion__b07c28a6982d,"{""amount_ratio_20d_min"": 1.5, ""market_regime_filter"": ""all"", ""near_high_120d_pct_max"": 0.08, ""return_20d_min"": 0.05}",b07c28a6982de353132a7b3e0cb59bc6b7cbd51e7ba81471499f4d99f528f75c,train,19A_grid_search_manifest + simple_rule_feature_source_map,baseline eligible qfq/universe scan,simple_rule_feature_source_map_v1,label_source_map_v1,matching_feature_source_map_v1,3,True,False,
B1_near_120d_high_plus_volume_expansion,B1-near-120d-high-plus-volume-expansion__0f3866bd844f,"{""amount_ratio_20d_min"": 1.5, ""market_regime_filter"": ""risk_on"", ""near_high_120d_pct_max"": 0.08, ""return_20d_min"": 0.05}",0f3866bd844f816c704e331db372af67a37f3c7c2eb195a0a9412ad5b148fe47,train,19A_grid_search_manifest + simple_rule_feature_source_map,baseline eligible qfq/universe scan,simple_rule_feature_source_map_v1,label_source_map_v1,matching_feature_source_map_v1,3,True,False,
B1_near_120d_high_plus_volume_expansion,B1-near-120d-high-plus-volume-expansion__a4ad4a4db78c,"{""amount_ratio_20d_min"": 2.0, ""market_regime_filter"": ""all"", ""near_high_120d_pct_max"": 0.08, ""return_20d_min"": 0.0}",a4ad4a4db78c15a10dee0c4646f52dca32681b79347feb5a6e4651676105d950,train,19A_grid_search_manifest + simple_rule_feature_source_map,baseline eligible qfq/universe scan,simple_rule_feature_source_map_v1,label_source_map_v1,matching_feature_source_map_v1,3,True,False,
