raw_event_arm_id,cohort_arm_id,duplicate_key_name,duplicate_group_n,duplicate_row_n,rank_cutoff_values,canonical_rank_cutoff_priority,canonical_row_n,invariant_field,mismatch_group_n,mismatch_row_n,duplicate_consistency_status
__all__,__all__,raw_event_arm_id+event_id+cohort_arm_id,12888,25776,top10pct;top20pct,"top20pct,top10pct,lexicographic",12888,row_id,0,0,pass
__all__,__all__,raw_event_arm_id+event_id+cohort_arm_id,12888,25776,top10pct;top20pct,"top20pct,top10pct,lexicographic",12888,instrument,0,0,pass
__all__,__all__,raw_event_arm_id+event_id+cohort_arm_id,12888,25776,top10pct;top20pct,"top20pct,top10pct,lexicographic",12888,reference_date,0,0,pass
__all__,__all__,raw_event_arm_id+event_id+cohort_arm_id,12888,25776,top10pct;top20pct,"top20pct,top10pct,lexicographic",12888,split_bucket,0,0,pass
__all__,__all__,raw_event_arm_id+event_id+cohort_arm_id,12888,25776,top10pct;top20pct,"top20pct,top10pct,lexicographic",12888,event_intensity_score,0,0,pass
__all__,__all__,raw_event_arm_id+event_id+cohort_arm_id,12888,25776,top10pct;top20pct,"top20pct,top10pct,lexicographic",12888,winner,0,0,pass
__all__,__all__,raw_event_arm_id+event_id+cohort_arm_id,12888,25776,top10pct;top20pct,"top20pct,top10pct,lexicographic",12888,fast_fail,0,0,pass
__all__,__all__,raw_event_arm_id+event_id+cohort_arm_id,12888,25776,top10pct;top20pct,"top20pct,top10pct,lexicographic",12888,lower_first,0,0,pass
__all__,__all__,raw_event_arm_id+event_id+cohort_arm_id,12888,25776,top10pct;top20pct,"top20pct,top10pct,lexicographic",12888,same_bar_conflict,0,0,pass
__all__,__all__,raw_event_arm_id+event_id+cohort_arm_id,12888,25776,top10pct;top20pct,"top20pct,top10pct,lexicographic",12888,path_utility_component_0bps,0,0,pass
__all__,__all__,raw_event_arm_id+event_id+cohort_arm_id,12888,25776,top10pct;top20pct,"top20pct,top10pct,lexicographic",12888,path_utility_component_50bps,0,0,pass
__all__,__all__,raw_event_arm_id+event_id+cohort_arm_id,12888,25776,top10pct;top20pct,"top20pct,top10pct,lexicographic",12888,path_utility_component_100bps,0,0,pass
__all__,__all__,raw_event_arm_id+event_id+cohort_arm_id,12888,25776,top10pct;top20pct,"top20pct,top10pct,lexicographic",12888,cohort_finite_n,0,0,pass
__all__,__all__,raw_event_arm_id+event_id+cohort_arm_id,12888,25776,top10pct;top20pct,"top20pct,top10pct,lexicographic",12888,cohort_percentile_rank,0,0,pass
__all__,__all__,raw_event_arm_id+event_id+cohort_arm_id,12888,25776,top10pct;top20pct,"top20pct,top10pct,lexicographic",12888,cohort_rank_status,0,0,pass
