sequence_id,sequence_family,entity_id,instrument,split,duration_bucket,sequence_completion_date,required_states,forbidden_states,order_constraints,example_status
S2_repair_money_vwap_v0,S2_repair_to_money_confirmation,SH600160_20250407_0000,SH600160,robustness,long,2025-05-06,ema60_reclaim -> amount_ratio_20d>=1.5 -> vwap_or_range_hold,,money confirmation must occur after reclaim,winner_only_descriptive
S2_repair_money_vwap_v0,S2_repair_to_money_confirmation,SH600183_20250304_0000,SH600183,robustness,long,2025-05-15,ema60_reclaim -> amount_ratio_20d>=1.5 -> vwap_or_range_hold,,money confirmation must occur after reclaim,winner_only_descriptive
S2_repair_money_vwap_v0,S2_repair_to_money_confirmation,SH600183_20251124_0001,SH600183,robustness,long,2025-12-09,ema60_reclaim -> amount_ratio_20d>=1.5 -> vwap_or_range_hold,,money confirmation must occur after reclaim,winner_only_descriptive
S2_repair_money_vwap_v0,S2_repair_to_money_confirmation,SH600309_20251021_0003,SH600309,robustness,long,2025-11-07,ema60_reclaim -> amount_ratio_20d>=1.5 -> vwap_or_range_hold,,money confirmation must occur after reclaim,winner_only_descriptive
S2_repair_money_vwap_v0,S2_repair_to_money_confirmation,SH600346_20240205_0003,SH600346,robustness,medium,2024-03-20,ema60_reclaim -> amount_ratio_20d>=1.5 -> vwap_or_range_hold,,money confirmation must occur after reclaim,winner_only_descriptive
S2_repair_money_vwap_v0,S2_repair_to_money_confirmation,SH600346_20250717_0004,SH600346,robustness,long,2025-07-21,ema60_reclaim -> amount_ratio_20d>=1.5 -> vwap_or_range_hold,,money confirmation must occur after reclaim,winner_only_descriptive
S2_repair_money_vwap_v0,S2_repair_to_money_confirmation,SH600406_20250904_0000,SH600406,robustness,long,2025-09-08,ema60_reclaim -> amount_ratio_20d>=1.5 -> vwap_or_range_hold,,money confirmation must occur after reclaim,winner_only_descriptive
S2_repair_money_vwap_v0,S2_repair_to_money_confirmation,SH600418_20250409_0000,SH600418,robustness,long,2025-04-30,ema60_reclaim -> amount_ratio_20d>=1.5 -> vwap_or_range_hold,,money confirmation must occur after reclaim,winner_only_descriptive
S2_repair_money_vwap_v0,S2_repair_to_money_confirmation,SH600426_20251021_0001,SH600426,robustness,long,2025-11-07,ema60_reclaim -> amount_ratio_20d>=1.5 -> vwap_or_range_hold,,money confirmation must occur after reclaim,winner_only_descriptive
S3_repair_rank_persistence_v0,S3_repair_to_rank_persistence,SH600000_20250407_0000,SH600000,robustness,medium,2025-05-19,ema60_reclaim -> stock_vs_market_20d>=0.05 -> 20d persistence,,rank persistence follows rank jump,winner_only_descriptive
S3_repair_rank_persistence_v0,S3_repair_to_rank_persistence,SH600016_20250407_0000,SH600016,robustness,medium,2025-06-25,ema60_reclaim -> stock_vs_market_20d>=0.05 -> 20d persistence,,rank persistence follows rank jump,winner_only_descriptive
S3_repair_rank_persistence_v0,S3_repair_to_rank_persistence,SH600028_20250923_0001,SH600028,robustness,long,2025-12-02,ema60_reclaim -> stock_vs_market_20d>=0.05 -> 20d persistence,,rank persistence follows rank jump,winner_only_descriptive
S3_repair_rank_persistence_v0,S3_repair_to_rank_persistence,SH600039_20250122_0001,SH600039,robustness,long,2025-04-08,ema60_reclaim -> stock_vs_market_20d>=0.05 -> 20d persistence,,rank persistence follows rank jump,winner_only_descriptive
S3_repair_rank_persistence_v0,S3_repair_to_rank_persistence,SH600048_20240416_0001,SH600048,robustness,long,2024-06-07,ema60_reclaim -> stock_vs_market_20d>=0.05 -> 20d persistence,,rank persistence follows rank jump,winner_only_descriptive
S3_repair_rank_persistence_v0,S3_repair_to_rank_persistence,SH600111_20250407_0003,SH600111,robustness,long,2025-07-14,ema60_reclaim -> stock_vs_market_20d>=0.05 -> 20d persistence,,rank persistence follows rank jump,winner_only_descriptive
S3_repair_rank_persistence_v0,S3_repair_to_rank_persistence,SH600160_20250407_0000,SH600160,robustness,long,2025-06-13,ema60_reclaim -> stock_vs_market_20d>=0.05 -> 20d persistence,,rank persistence follows rank jump,winner_only_descriptive
S3_repair_rank_persistence_v0,S3_repair_to_rank_persistence,SH600183_20250304_0000,SH600183,robustness,long,2025-06-16,ema60_reclaim -> stock_vs_market_20d>=0.05 -> 20d persistence,,rank persistence follows rank jump,winner_only_descriptive
S3_repair_rank_persistence_v0,S3_repair_to_rank_persistence,SH600183_20251124_0001,SH600183,robustness,long,2026-01-08,ema60_reclaim -> stock_vs_market_20d>=0.05 -> 20d persistence,,rank persistence follows rank jump,winner_only_descriptive
S3_repair_rank_persistence_v0,S3_repair_to_rank_persistence,SH600276_20240702_0003,SH600276,robustness,medium,2024-08-20,ema60_reclaim -> stock_vs_market_20d>=0.05 -> 20d persistence,,rank persistence follows rank jump,winner_only_descriptive
S3_repair_rank_persistence_v0,S3_repair_to_rank_persistence,SH600309_20251021_0003,SH600309,robustness,long,2025-12-15,ema60_reclaim -> stock_vs_market_20d>=0.05 -> 20d persistence,,rank persistence follows rank jump,winner_only_descriptive
S3_repair_rank_persistence_v0,S3_repair_to_rank_persistence,SH600346_20240205_0003,SH600346,robustness,medium,2024-04-26,ema60_reclaim -> stock_vs_market_20d>=0.05 -> 20d persistence,,rank persistence follows rank jump,winner_only_descriptive
S3_repair_rank_persistence_v0,S3_repair_to_rank_persistence,SH600346_20250717_0004,SH600346,robustness,long,2025-09-01,ema60_reclaim -> stock_vs_market_20d>=0.05 -> 20d persistence,,rank persistence follows rank jump,winner_only_descriptive
S3_repair_rank_persistence_v0,S3_repair_to_rank_persistence,SH600406_20250904_0000,SH600406,robustness,long,2025-11-07,ema60_reclaim -> stock_vs_market_20d>=0.05 -> 20d persistence,,rank persistence follows rank jump,winner_only_descriptive
S3_repair_rank_persistence_v0,S3_repair_to_rank_persistence,SH600418_20250409_0000,SH600418,robustness,long,2025-05-29,ema60_reclaim -> stock_vs_market_20d>=0.05 -> 20d persistence,,rank persistence follows rank jump,winner_only_descriptive
S3_repair_rank_persistence_v0,S3_repair_to_rank_persistence,SH600426_20251021_0001,SH600426,robustness,long,2025-12-18,ema60_reclaim -> stock_vs_market_20d>=0.05 -> 20d persistence,,rank persistence follows rank jump,winner_only_descriptive
S3_repair_rank_persistence_v0,S3_repair_to_rank_persistence,SH600438_20250430_0001,SH600438,robustness,long,2025-07-30,ema60_reclaim -> stock_vs_market_20d>=0.05 -> 20d persistence,,rank persistence follows rank jump,winner_only_descriptive
S3_repair_rank_persistence_v0,S3_repair_to_rank_persistence,SH600489_20251105_0001,SH600489,robustness,medium,2026-01-14,ema60_reclaim -> stock_vs_market_20d>=0.05 -> 20d persistence,,rank persistence follows rank jump,winner_only_descriptive
S3_repair_rank_persistence_v0,S3_repair_to_rank_persistence,SH600522_20251121_0000,SH600522,robustness,long,2026-01-26,ema60_reclaim -> stock_vs_market_20d>=0.05 -> 20d persistence,,rank persistence follows rank jump,winner_only_descriptive
S3_repair_rank_persistence_v0,S3_repair_to_rank_persistence,SH600547_20240123_0002,SH600547,robustness,medium,2024-04-01,ema60_reclaim -> stock_vs_market_20d>=0.05 -> 20d persistence,,rank persistence follows rank jump,winner_only_descriptive
S4_contraction_expansion_v0,S4_contraction_to_expansion,SH600000_20250407_0000,SH600000,robustness,medium,2025-04-08,atr contraction -> atr expansion -> upper_half_close,,expansion follows contraction,winner_only_descriptive
S4_contraction_expansion_v0,S4_contraction_to_expansion,SH600010_20240624_0003,SH600010,robustness,long,2024-06-12,atr contraction -> atr expansion -> upper_half_close,,expansion follows contraction,winner_only_descriptive
S4_contraction_expansion_v0,S4_contraction_to_expansion,SH600010_20250407_0004,SH600010,robustness,long,2025-04-08,atr contraction -> atr expansion -> upper_half_close,,expansion follows contraction,winner_only_descriptive
S4_contraction_expansion_v0,S4_contraction_to_expansion,SH600010_20250929_0005,SH600010,robustness,long,2026-01-19,atr contraction -> atr expansion -> upper_half_close,,expansion follows contraction,winner_only_descriptive
S4_contraction_expansion_v0,S4_contraction_to_expansion,SH600016_20250407_0000,SH600016,robustness,medium,2025-04-07,atr contraction -> atr expansion -> upper_half_close,,expansion follows contraction,winner_only_descriptive
S4_contraction_expansion_v0,S4_contraction_to_expansion,SH600028_20250923_0001,SH600028,robustness,long,2025-11-25,atr contraction -> atr expansion -> upper_half_close,,expansion follows contraction,winner_only_descriptive
S4_contraction_expansion_v0,S4_contraction_to_expansion,SH600030_20240415_0002,SH600030,robustness,long,2024-07-10,atr contraction -> atr expansion -> upper_half_close,,expansion follows contraction,winner_only_descriptive
S4_contraction_expansion_v0,S4_contraction_to_expansion,SH600036_20240911_0004,SH600036,robustness,long,2024-09-30,atr contraction -> atr expansion -> upper_half_close,,expansion follows contraction,winner_only_descriptive
S4_contraction_expansion_v0,S4_contraction_to_expansion,SH600039_20250122_0001,SH600039,robustness,long,2025-04-07,atr contraction -> atr expansion -> upper_half_close,,expansion follows contraction,winner_only_descriptive
S4_contraction_expansion_v0,S4_contraction_to_expansion,SH600048_20240416_0001,SH600048,robustness,long,2024-05-10,atr contraction -> atr expansion -> upper_half_close,,expansion follows contraction,winner_only_descriptive
S4_contraction_expansion_v0,S4_contraction_to_expansion,SH600050_20240919_0001,SH600050,robustness,long,2024-10-14,atr contraction -> atr expansion -> upper_half_close,,expansion follows contraction,winner_only_descriptive
S4_contraction_expansion_v0,S4_contraction_to_expansion,SH600089_20250407_0001,SH600089,robustness,long,2025-04-02,atr contraction -> atr expansion -> upper_half_close,,expansion follows contraction,winner_only_descriptive
S4_contraction_expansion_v0,S4_contraction_to_expansion,SH600104_20240709_0001,SH600104,robustness,long,2024-07-10,atr contraction -> atr expansion -> upper_half_close,,expansion follows contraction,winner_only_descriptive
S4_contraction_expansion_v0,S4_contraction_to_expansion,SH600111_20240626_0002,SH600111,robustness,long,2024-07-15,atr contraction -> atr expansion -> upper_half_close,,expansion follows contraction,winner_only_descriptive
S4_contraction_expansion_v0,S4_contraction_to_expansion,SH600111_20250407_0003,SH600111,robustness,long,2025-04-08,atr contraction -> atr expansion -> upper_half_close,,expansion follows contraction,winner_only_descriptive
S4_contraction_expansion_v0,S4_contraction_to_expansion,SH600160_20250407_0000,SH600160,robustness,long,2025-04-07,atr contraction -> atr expansion -> upper_half_close,,expansion follows contraction,winner_only_descriptive
S4_contraction_expansion_v0,S4_contraction_to_expansion,SH600183_20250304_0000,SH600183,robustness,long,2025-04-09,atr contraction -> atr expansion -> upper_half_close,,expansion follows contraction,winner_only_descriptive
S4_contraction_expansion_v0,S4_contraction_to_expansion,SH600183_20251124_0001,SH600183,robustness,long,2026-01-14,atr contraction -> atr expansion -> upper_half_close,,expansion follows contraction,winner_only_descriptive
S4_contraction_expansion_v0,S4_contraction_to_expansion,SH600188_20250904_0004,SH600188,robustness,long,2025-10-10,atr contraction -> atr expansion -> upper_half_close,,expansion follows contraction,winner_only_descriptive
S4_contraction_expansion_v0,S4_contraction_to_expansion,SH600276_20240702_0003,SH600276,robustness,medium,2024-07-05,atr contraction -> atr expansion -> upper_half_close,,expansion follows contraction,winner_only_descriptive
S5_money_no_distribution_v0,S5_money_expansion_without_distribution,SH600000_20250407_0000,SH600000,robustness,medium,2025-04-14,amount_ratio_20d>=1.5 -> no gap fade/destructive shadow,gap_fade_flag or upper_shadow_pct>=0.08 in next 5 sessions,forbidden state checked after expansion,winner_only_descriptive
S5_money_no_distribution_v0,S5_money_expansion_without_distribution,SH600010_20240624_0003,SH600010,robustness,long,2024-07-05,amount_ratio_20d>=1.5 -> no gap fade/destructive shadow,gap_fade_flag or upper_shadow_pct>=0.08 in next 5 sessions,forbidden state checked after expansion,winner_only_descriptive
S5_money_no_distribution_v0,S5_money_expansion_without_distribution,SH600010_20250407_0004,SH600010,robustness,long,2025-04-14,amount_ratio_20d>=1.5 -> no gap fade/destructive shadow,gap_fade_flag or upper_shadow_pct>=0.08 in next 5 sessions,forbidden state checked after expansion,winner_only_descriptive
S5_money_no_distribution_v0,S5_money_expansion_without_distribution,SH600010_20250929_0005,SH600010,robustness,long,2025-10-22,amount_ratio_20d>=1.5 -> no gap fade/destructive shadow,gap_fade_flag or upper_shadow_pct>=0.08 in next 5 sessions,forbidden state checked after expansion,winner_only_descriptive
S5_money_no_distribution_v0,S5_money_expansion_without_distribution,SH600016_20250407_0000,SH600016,robustness,medium,2025-04-14,amount_ratio_20d>=1.5 -> no gap fade/destructive shadow,gap_fade_flag or upper_shadow_pct>=0.08 in next 5 sessions,forbidden state checked after expansion,winner_only_descriptive
S5_money_no_distribution_v0,S5_money_expansion_without_distribution,SH600025_20240123_0002,SH600025,robustness,long,2024-02-20,amount_ratio_20d>=1.5 -> no gap fade/destructive shadow,gap_fade_flag or upper_shadow_pct>=0.08 in next 5 sessions,forbidden state checked after expansion,winner_only_descriptive
S5_money_no_distribution_v0,S5_money_expansion_without_distribution,SH600028_20250923_0001,SH600028,robustness,long,2025-11-26,amount_ratio_20d>=1.5 -> no gap fade/destructive shadow,gap_fade_flag or upper_shadow_pct>=0.08 in next 5 sessions,forbidden state checked after expansion,winner_only_descriptive
S5_money_no_distribution_v0,S5_money_expansion_without_distribution,SH600030_20240415_0002,SH600030,robustness,long,2024-04-22,amount_ratio_20d>=1.5 -> no gap fade/destructive shadow,gap_fade_flag or upper_shadow_pct>=0.08 in next 5 sessions,forbidden state checked after expansion,winner_only_descriptive
S5_money_no_distribution_v0,S5_money_expansion_without_distribution,SH600036_20240911_0004,SH600036,robustness,long,2024-10-16,amount_ratio_20d>=1.5 -> no gap fade/destructive shadow,gap_fade_flag or upper_shadow_pct>=0.08 in next 5 sessions,forbidden state checked after expansion,winner_only_descriptive
S5_money_no_distribution_v0,S5_money_expansion_without_distribution,SH600039_20250122_0001,SH600039,robustness,long,2025-02-21,amount_ratio_20d>=1.5 -> no gap fade/destructive shadow,gap_fade_flag or upper_shadow_pct>=0.08 in next 5 sessions,forbidden state checked after expansion,winner_only_descriptive
S5_money_no_distribution_v0,S5_money_expansion_without_distribution,SH600048_20240416_0001,SH600048,robustness,long,2024-05-14,amount_ratio_20d>=1.5 -> no gap fade/destructive shadow,gap_fade_flag or upper_shadow_pct>=0.08 in next 5 sessions,forbidden state checked after expansion,winner_only_descriptive
S5_money_no_distribution_v0,S5_money_expansion_without_distribution,SH600050_20240919_0001,SH600050,robustness,long,2024-10-16,amount_ratio_20d>=1.5 -> no gap fade/destructive shadow,gap_fade_flag or upper_shadow_pct>=0.08 in next 5 sessions,forbidden state checked after expansion,winner_only_descriptive
S5_money_no_distribution_v0,S5_money_expansion_without_distribution,SH600089_20250407_0001,SH600089,robustness,long,2025-05-20,amount_ratio_20d>=1.5 -> no gap fade/destructive shadow,gap_fade_flag or upper_shadow_pct>=0.08 in next 5 sessions,forbidden state checked after expansion,winner_only_descriptive
S5_money_no_distribution_v0,S5_money_expansion_without_distribution,SH600104_20240709_0001,SH600104,robustness,long,2024-07-25,amount_ratio_20d>=1.5 -> no gap fade/destructive shadow,gap_fade_flag or upper_shadow_pct>=0.08 in next 5 sessions,forbidden state checked after expansion,winner_only_descriptive
S5_money_no_distribution_v0,S5_money_expansion_without_distribution,SH600111_20240626_0002,SH600111,robustness,long,2024-07-19,amount_ratio_20d>=1.5 -> no gap fade/destructive shadow,gap_fade_flag or upper_shadow_pct>=0.08 in next 5 sessions,forbidden state checked after expansion,winner_only_descriptive
S5_money_no_distribution_v0,S5_money_expansion_without_distribution,SH600111_20250407_0003,SH600111,robustness,long,2025-04-15,amount_ratio_20d>=1.5 -> no gap fade/destructive shadow,gap_fade_flag or upper_shadow_pct>=0.08 in next 5 sessions,forbidden state checked after expansion,winner_only_descriptive
S5_money_no_distribution_v0,S5_money_expansion_without_distribution,SH600160_20250407_0000,SH600160,robustness,long,2025-04-14,amount_ratio_20d>=1.5 -> no gap fade/destructive shadow,gap_fade_flag or upper_shadow_pct>=0.08 in next 5 sessions,forbidden state checked after expansion,winner_only_descriptive
S5_money_no_distribution_v0,S5_money_expansion_without_distribution,SH600183_20250304_0000,SH600183,robustness,long,2025-03-26,amount_ratio_20d>=1.5 -> no gap fade/destructive shadow,gap_fade_flag or upper_shadow_pct>=0.08 in next 5 sessions,forbidden state checked after expansion,winner_only_descriptive
S5_money_no_distribution_v0,S5_money_expansion_without_distribution,SH600183_20251124_0001,SH600183,robustness,long,2025-12-16,amount_ratio_20d>=1.5 -> no gap fade/destructive shadow,gap_fade_flag or upper_shadow_pct>=0.08 in next 5 sessions,forbidden state checked after expansion,winner_only_descriptive
S5_money_no_distribution_v0,S5_money_expansion_without_distribution,SH600188_20250904_0004,SH600188,robustness,long,2025-09-22,amount_ratio_20d>=1.5 -> no gap fade/destructive shadow,gap_fade_flag or upper_shadow_pct>=0.08 in next 5 sessions,forbidden state checked after expansion,winner_only_descriptive
S6_continuation_discriminator_v0,S6_continuation_discriminator,SH600000_20250407_0000,SH600000,robustness,medium,2025-06-05,+20pct close-observed path state from axis low -> rank/money persistence,,persistence follows +20pct close-observed state,winner_only_descriptive
S6_continuation_discriminator_v0,S6_continuation_discriminator,SH600016_20250407_0000,SH600016,robustness,medium,2025-07-01,+20pct close-observed path state from axis low -> rank/money persistence,,persistence follows +20pct close-observed state,winner_only_descriptive
S6_continuation_discriminator_v0,S6_continuation_discriminator,SH600025_20240123_0002,SH600025,robustness,long,2024-04-08,+20pct close-observed path state from axis low -> rank/money persistence,,persistence follows +20pct close-observed state,winner_only_descriptive
S6_continuation_discriminator_v0,S6_continuation_discriminator,SH600036_20240911_0004,SH600036,robustness,long,2024-11-12,+20pct close-observed path state from axis low -> rank/money persistence,,persistence follows +20pct close-observed state,winner_only_descriptive
S6_continuation_discriminator_v0,S6_continuation_discriminator,SH600039_20250122_0001,SH600039,robustness,long,2025-04-16,+20pct close-observed path state from axis low -> rank/money persistence,,persistence follows +20pct close-observed state,winner_only_descriptive
S6_continuation_discriminator_v0,S6_continuation_discriminator,SH600048_20240416_0001,SH600048,robustness,long,2024-06-07,+20pct close-observed path state from axis low -> rank/money persistence,,persistence follows +20pct close-observed state,winner_only_descriptive
S6_continuation_discriminator_v0,S6_continuation_discriminator,SH600050_20240919_0001,SH600050,robustness,long,2024-11-07,+20pct close-observed path state from axis low -> rank/money persistence,,persistence follows +20pct close-observed state,winner_only_descriptive
S6_continuation_discriminator_v0,S6_continuation_discriminator,SH600111_20250407_0003,SH600111,robustness,long,2025-07-14,+20pct close-observed path state from axis low -> rank/money persistence,,persistence follows +20pct close-observed state,winner_only_descriptive
S6_continuation_discriminator_v0,S6_continuation_discriminator,SH600160_20250407_0000,SH600160,robustness,long,2025-06-06,+20pct close-observed path state from axis low -> rank/money persistence,,persistence follows +20pct close-observed state,winner_only_descriptive
S6_continuation_discriminator_v0,S6_continuation_discriminator,SH600183_20251124_0001,SH600183,robustness,long,2026-01-08,+20pct close-observed path state from axis low -> rank/money persistence,,persistence follows +20pct close-observed state,winner_only_descriptive
S6_continuation_discriminator_v0,S6_continuation_discriminator,SH600188_20250904_0004,SH600188,robustness,long,2025-12-08,+20pct close-observed path state from axis low -> rank/money persistence,,persistence follows +20pct close-observed state,winner_only_descriptive
S6_continuation_discriminator_v0,S6_continuation_discriminator,SH600276_20240702_0003,SH600276,robustness,medium,2024-10-10,+20pct close-observed path state from axis low -> rank/money persistence,,persistence follows +20pct close-observed state,winner_only_descriptive
S6_continuation_discriminator_v0,S6_continuation_discriminator,SH600309_20251021_0003,SH600309,robustness,long,2026-01-19,+20pct close-observed path state from axis low -> rank/money persistence,,persistence follows +20pct close-observed state,winner_only_descriptive
S6_continuation_discriminator_v0,S6_continuation_discriminator,SH600346_20240205_0003,SH600346,robustness,medium,2024-04-19,+20pct close-observed path state from axis low -> rank/money persistence,,persistence follows +20pct close-observed state,winner_only_descriptive
S6_continuation_discriminator_v0,S6_continuation_discriminator,SH600346_20250717_0004,SH600346,robustness,long,2025-09-26,+20pct close-observed path state from axis low -> rank/money persistence,,persistence follows +20pct close-observed state,winner_only_descriptive
S6_continuation_discriminator_v0,S6_continuation_discriminator,SH600362_20250409_0003,SH600362,robustness,long,2025-07-31,+20pct close-observed path state from axis low -> rank/money persistence,,persistence follows +20pct close-observed state,winner_only_descriptive
S6_continuation_discriminator_v0,S6_continuation_discriminator,SH600362_20251124_0004,SH600362,robustness,medium,2026-01-06,+20pct close-observed path state from axis low -> rank/money persistence,,persistence follows +20pct close-observed state,winner_only_descriptive
S6_continuation_discriminator_v0,S6_continuation_discriminator,SH600415_20250106_0000,SH600415,robustness,long,2025-04-25,+20pct close-observed path state from axis low -> rank/money persistence,,persistence follows +20pct close-observed state,winner_only_descriptive
S6_continuation_discriminator_v0,S6_continuation_discriminator,SH600418_20250409_0000,SH600418,robustness,long,2025-05-22,+20pct close-observed path state from axis low -> rank/money persistence,,persistence follows +20pct close-observed state,winner_only_descriptive
