family_id,grid_cell_id,parameter_hash,split,row_key,instrument_id,decision_date,executable_next_open_date,primary_enrichment_denominator_flag,candidate_flag,manifest_frozen_before_label_readout,label_read_before_manifest_freeze,row_source_hash,blocking_reason
B2_relative_strength_breakout,B2-relative-strength-breakout__182b3d0f30f5,182b3d0f30f5c407544f209b2597ca6959a1ad8e8f94d6957345c7931da6e1a2,robustness,SH600000_2025-05-13,SH600000,2025-05-13,2025-05-14,True,True,True,False,e2ce745123b03a27022dd07e0c48a715432847d9a0c32157db3d21a02b7eeca6,
B2_relative_strength_breakout,B2-relative-strength-breakout__182b3d0f30f5,182b3d0f30f5c407544f209b2597ca6959a1ad8e8f94d6957345c7931da6e1a2,robustness,SH600000_2025-05-14,SH600000,2025-05-14,2025-05-15,False,True,True,False,616adf445d866256a146a193114e654f43cc62a678f33c892785286b8a6013cb,
B2_relative_strength_breakout,B2-relative-strength-breakout__182b3d0f30f5,182b3d0f30f5c407544f209b2597ca6959a1ad8e8f94d6957345c7931da6e1a2,robustness,SH600000_2025-05-15,SH600000,2025-05-15,2025-05-16,False,True,True,False,b39131269bccab51cd273ea1ee53d1fa85c218388850a10b15750a66a8b8d6bd,
B2_relative_strength_breakout,B2-relative-strength-breakout__182b3d0f30f5,182b3d0f30f5c407544f209b2597ca6959a1ad8e8f94d6957345c7931da6e1a2,robustness,SH600000_2025-07-04,SH600000,2025-07-04,2025-07-07,True,True,True,False,a9505b004630dfb55bb058b3e1ec8f0f33a56dc227efaf69a1c46f5351049652,
B2_relative_strength_breakout,B2-relative-strength-breakout__182b3d0f30f5,182b3d0f30f5c407544f209b2597ca6959a1ad8e8f94d6957345c7931da6e1a2,robustness,SH600000_2025-07-07,SH600000,2025-07-07,2025-07-08,False,True,True,False,9d9b4b9a459baee5019d8ccf01f6612f5b440310b27ef7fa8c4dc8113dda9931,
B2_relative_strength_breakout,B2-relative-strength-breakout__182b3d0f30f5,182b3d0f30f5c407544f209b2597ca6959a1ad8e8f94d6957345c7931da6e1a2,robustness,SH600007_2024-09-18,SH600007,2024-09-18,2024-09-19,True,True,True,False,3fa7b313cebe05f6cd58c619ea8e45d4d0c85a59e1a36e5102cc13404cd866bf,
B2_relative_strength_breakout,B2-relative-strength-breakout__182b3d0f30f5,182b3d0f30f5c407544f209b2597ca6959a1ad8e8f94d6957345c7931da6e1a2,robustness,SH600007_2024-09-19,SH600007,2024-09-19,2024-09-20,False,True,True,False,734f8e94cea29b6d0b87a2ca08c9c2ce0cf26ea68af800eb4456bfc379a57819,
B2_relative_strength_breakout,B2-relative-strength-breakout__182b3d0f30f5,182b3d0f30f5c407544f209b2597ca6959a1ad8e8f94d6957345c7931da6e1a2,robustness,SH600007_2024-09-20,SH600007,2024-09-20,2024-09-23,False,True,True,False,0e6f34844a57b87582b3dfd3534dd9abbe98899381d06386b04880df13d3104a,
B2_relative_strength_breakout,B2-relative-strength-breakout__182b3d0f30f5,182b3d0f30f5c407544f209b2597ca6959a1ad8e8f94d6957345c7931da6e1a2,robustness,SH600007_2024-09-23,SH600007,2024-09-23,2024-09-24,False,True,True,False,d8b2181461d51b0efbd3df041855af26fdb4ecb3f9936bd60e86eaa473252c2b,
B2_relative_strength_breakout,B2-relative-strength-breakout__182b3d0f30f5,182b3d0f30f5c407544f209b2597ca6959a1ad8e8f94d6957345c7931da6e1a2,robustness,SH600007_2024-09-24,SH600007,2024-09-24,2024-09-25,False,True,True,False,670617a242db624cd9f21796d70e2c2586e37c0e888912616e3c8caff8322b8f,
B2_relative_strength_breakout,B2-relative-strength-breakout__182b3d0f30f5,182b3d0f30f5c407544f209b2597ca6959a1ad8e8f94d6957345c7931da6e1a2,robustness,SH600007_2024-09-25,SH600007,2024-09-25,2024-09-26,False,True,True,False,5a6a2b9a60d28729d32f31bf3bd55ab5d17d729767c06f077b9ad0c56c8d2314,
B2_relative_strength_breakout,B2-relative-strength-breakout__182b3d0f30f5,182b3d0f30f5c407544f209b2597ca6959a1ad8e8f94d6957345c7931da6e1a2,robustness,SH600010_2025-07-24,SH600010,2025-07-24,2025-07-25,True,True,True,False,a469d6be9e18b8c7a33d899e1229dca47847f4a1a133722a90be2e33744237e7,
B2_relative_strength_breakout,B2-relative-strength-breakout__182b3d0f30f5,182b3d0f30f5c407544f209b2597ca6959a1ad8e8f94d6957345c7931da6e1a2,robustness,SH600010_2025-07-28,SH600010,2025-07-28,2025-07-29,False,True,True,False,7e5a90003fd7338af75e45df94a71d2ecbfda9a47176c92dce663c2ef1d8e154,
B2_relative_strength_breakout,B2-relative-strength-breakout__182b3d0f30f5,182b3d0f30f5c407544f209b2597ca6959a1ad8e8f94d6957345c7931da6e1a2,robustness,SH600010_2025-07-29,SH600010,2025-07-29,2025-07-30,False,True,True,False,4c3a37a34a18e39672a048ffe008c2e1ef8e8e7918e1966b35b2f609ad943f00,
B2_relative_strength_breakout,B2-relative-strength-breakout__182b3d0f30f5,182b3d0f30f5c407544f209b2597ca6959a1ad8e8f94d6957345c7931da6e1a2,robustness,SH600010_2025-07-30,SH600010,2025-07-30,2025-07-31,False,True,True,False,cf5cc705d5dfb62729a02cefb25508fc374d82768c3dae0933c30f31d7f9d553,
B2_relative_strength_breakout,B2-relative-strength-breakout__182b3d0f30f5,182b3d0f30f5c407544f209b2597ca6959a1ad8e8f94d6957345c7931da6e1a2,robustness,SH600010_2025-07-31,SH600010,2025-07-31,2025-08-01,False,True,True,False,8222b4bd73b37ce3b849b904085985085e18afb894dfc8552f97db4ddd389944,
B2_relative_strength_breakout,B2-relative-strength-breakout__182b3d0f30f5,182b3d0f30f5c407544f209b2597ca6959a1ad8e8f94d6957345c7931da6e1a2,robustness,SH600010_2025-08-01,SH600010,2025-08-01,2025-08-04,False,True,True,False,e09b8b55e6e62786e40efb5abc3c3c4bec9af30010e32b3a28af5d0eec3fd3e7,
B2_relative_strength_breakout,B2-relative-strength-breakout__182b3d0f30f5,182b3d0f30f5c407544f209b2597ca6959a1ad8e8f94d6957345c7931da6e1a2,robustness,SH600010_2025-08-04,SH600010,2025-08-04,2025-08-05,False,True,True,False,3c17a2461fd49bacf580401a5fb552538665534e7ec08b546800ece6c0cdf4e6,
B2_relative_strength_breakout,B2-relative-strength-breakout__182b3d0f30f5,182b3d0f30f5c407544f209b2597ca6959a1ad8e8f94d6957345c7931da6e1a2,robustness,SH600010_2025-08-05,SH600010,2025-08-05,2025-08-06,False,True,True,False,344bbecc0d0d820faa692dcf17adb5725f634be05a1cfe6213de4444a7e6220d,
B2_relative_strength_breakout,B2-relative-strength-breakout__182b3d0f30f5,182b3d0f30f5c407544f209b2597ca6959a1ad8e8f94d6957345c7931da6e1a2,robustness,SH600010_2025-08-06,SH600010,2025-08-06,2025-08-07,False,True,True,False,1d92bd48e3b919a384c4ce7f54639264e746de6717bb6e37f162fa0c93eb2526,
B2_relative_strength_breakout,B2-relative-strength-breakout__182b3d0f30f5,182b3d0f30f5c407544f209b2597ca6959a1ad8e8f94d6957345c7931da6e1a2,robustness,SH600010_2025-08-07,SH600010,2025-08-07,2025-08-08,False,True,True,False,271e109d98cf0ca478d218ab557d2f2cb693e9f37e21b4f12e34606a14ed0621,
B2_relative_strength_breakout,B2-relative-strength-breakout__182b3d0f30f5,182b3d0f30f5c407544f209b2597ca6959a1ad8e8f94d6957345c7931da6e1a2,robustness,SH600010_2025-08-08,SH600010,2025-08-08,2025-08-11,True,True,True,False,afce30e55555df610e1ca3b345b171983129bc7f48281c3e27766deb91b498e4,
B2_relative_strength_breakout,B2-relative-strength-breakout__182b3d0f30f5,182b3d0f30f5c407544f209b2597ca6959a1ad8e8f94d6957345c7931da6e1a2,robustness,SH600010_2025-08-11,SH600010,2025-08-11,2025-08-12,False,True,True,False,d3de4ff8b0ab8d58faf5fa878d840286e45ac49183af87ad52472471f8960587,
B2_relative_strength_breakout,B2-relative-strength-breakout__182b3d0f30f5,182b3d0f30f5c407544f209b2597ca6959a1ad8e8f94d6957345c7931da6e1a2,robustness,SH600011_2024-01-15,SH600011,2024-01-15,2024-01-16,True,True,True,False,c862e8a7263812345706f31f26a6e50948cfb7e4fda3dc6c5456505af67e4976,
B2_relative_strength_breakout,B2-relative-strength-breakout__182b3d0f30f5,182b3d0f30f5c407544f209b2597ca6959a1ad8e8f94d6957345c7931da6e1a2,robustness,SH600011_2024-01-16,SH600011,2024-01-16,2024-01-17,False,True,True,False,4167bb85617030c796f919492cc6324bc9d116c4d90132a126d9c3d9b210f442,
B2_relative_strength_breakout,B2-relative-strength-breakout__182b3d0f30f5,182b3d0f30f5c407544f209b2597ca6959a1ad8e8f94d6957345c7931da6e1a2,robustness,SH600011_2024-01-17,SH600011,2024-01-17,2024-01-18,False,True,True,False,bd55a298b8083e1364fa36b9e66595bfdc3be58ca23a47c2b252804be13cebc8,
B2_relative_strength_breakout,B2-relative-strength-breakout__182b3d0f30f5,182b3d0f30f5c407544f209b2597ca6959a1ad8e8f94d6957345c7931da6e1a2,robustness,SH600011_2024-01-26,SH600011,2024-01-26,2024-01-29,False,True,True,False,352f92231aae6d3d280c650a834e75982bc284bc67757b90560239098ed99627,
B2_relative_strength_breakout,B2-relative-strength-breakout__182b3d0f30f5,182b3d0f30f5c407544f209b2597ca6959a1ad8e8f94d6957345c7931da6e1a2,robustness,SH600011_2024-01-29,SH600011,2024-01-29,2024-01-30,False,True,True,False,9740b2f63261ed025383dd9bc7da68688458bf0b1d08b8cfeef4962253345d0d,
B2_relative_strength_breakout,B2-relative-strength-breakout__182b3d0f30f5,182b3d0f30f5c407544f209b2597ca6959a1ad8e8f94d6957345c7931da6e1a2,robustness,SH600012_2024-08-01,SH600012,2024-08-01,2024-08-02,True,True,True,False,8b43e12dfe3fa8c2ce4bb117e1ffaf88534f4d89ae74c3a618ee424bb5174d2e,
B2_relative_strength_breakout,B2-relative-strength-breakout__182b3d0f30f5,182b3d0f30f5c407544f209b2597ca6959a1ad8e8f94d6957345c7931da6e1a2,robustness,SH600012_2024-08-02,SH600012,2024-08-02,2024-08-05,False,True,True,False,9403d9d485c82df6243ed7a9e7808bd878862b9d9745d0d65e8cfb9e1b57046d,
