split,seed_episode_id,instrument,exit_trigger_type,exit_signal_date,exit_execution_date,holding_days,return_r,loss_r,audit_only_status
train,ep4_boll20_pct_b_1_close_near_high10_0_seed_v0_SH600000_20180720_62eed12fee,SH600000,natural_exit_h20,2018-08-20,2018-08-21,22,0.11258503905442438,0.0,report_only
train,ep4_boll20_pct_b_1_close_near_high10_0_seed_v0_SH600000_20190416_cdbe599018,SH600000,close_below_breakout_reference,2019-04-22,2019-04-23,5,-0.42388047334916007,0.42388047334916007,report_only
robustness,ep4_boll20_pct_b_1_close_near_high10_0_seed_v0_SH600000_20240702_51d82308fc,SH600000,natural_exit_h20,2024-07-31,2024-08-01,22,0.08762798099807506,0.0,report_only
robustness,ep4_boll20_pct_b_1_close_near_high10_0_seed_v0_SH600000_20240924_1ab28c79d6,SH600000,natural_exit_h20,2024-10-30,2024-10-31,22,0.2599152144317064,0.0,report_only
robustness,ep4_boll20_pct_b_1_close_near_high10_0_seed_v0_SH600000_20250317_cf68c0a1b9,SH600000,natural_exit_h20,2025-04-16,2025-04-17,22,-0.17006089555548443,0.17006089555548443,report_only
robustness,ep4_boll20_pct_b_1_close_near_high10_0_seed_v0_SH600000_20250508_365590531c,SH600000,natural_exit_h20,2025-06-09,2025-06-10,22,0.4437694691888952,0.0,report_only
train,ep4_boll20_pct_b_1_close_near_high10_0_seed_v0_SH600009_20171030_f4ea445d69,SH600009,natural_exit_h20,2017-11-28,2017-11-29,22,-0.08264694813263757,0.08264694813263757,report_only
train,ep4_boll20_pct_b_1_close_near_high10_0_seed_v0_SH600009_20180713_0f184d45e6,SH600009,natural_exit_h20,2018-08-13,2018-08-14,22,-0.33874274289795686,0.33874274289795686,report_only
train,ep4_boll20_pct_b_1_close_near_high10_0_seed_v0_SH600009_20190213_70d69f2441,SH600009,natural_exit_h20,2019-03-14,2019-03-15,22,0.31219973871568935,0.0,report_only
train,ep4_boll20_pct_b_1_close_near_high10_0_seed_v0_SH600009_20190329_a821cad730,SH600009,natural_exit_h20,2019-04-30,2019-05-06,22,0.6764675885573326,0.0,report_only
train,ep4_boll20_pct_b_1_close_near_high10_0_seed_v0_SH600009_20190610_8f48f8128b,SH600009,natural_exit_h20,2019-07-09,2019-07-10,22,0.38408814926826423,0.0,report_only
train,ep4_boll20_pct_b_1_close_near_high10_0_seed_v0_SH600009_20200423_48c6b9b4b4,SH600009,close_below_breakout_reference,2020-05-12,2020-05-13,11,-0.316845529828094,0.316845529828094,report_only
train,ep4_boll20_pct_b_1_close_near_high10_0_seed_v0_SH600009_20200529_f1a2d518a9,SH600009,natural_exit_h20,2020-07-01,2020-07-02,22,-0.04812697945016502,0.04812697945016502,report_only
train,ep4_boll20_pct_b_1_close_near_high10_0_seed_v0_SH600009_20200814_73d7e8ac5b,SH600009,natural_exit_h20,2020-09-14,2020-09-15,22,-0.13064887238888426,0.13064887238888426,report_only
train,ep4_boll20_pct_b_1_close_near_high10_0_seed_v0_SH600009_20210603_9fec7f3f69,SH600009,close_below_seed_day_low|close_below_breakout_reference,2021-06-07,2021-06-08,3,-0.5940976446468677,0.5940976446468677,report_only
train,ep4_boll20_pct_b_1_close_near_high10_0_seed_v0_SH600009_20211008_ffb0c69762,SH600009,natural_exit_h20,2021-11-08,2021-11-09,22,0.8721495598683264,0.0,report_only
validation,ep4_boll20_pct_b_1_close_near_high10_0_seed_v0_SH600009_20220104_173a3e8972,SH600009,natural_exit_h20,2022-02-09,2022-02-10,22,1.4452811057085226,0.0,report_only
validation,ep4_boll20_pct_b_1_close_near_high10_0_seed_v0_SH600009_20230116_47d12ab314,SH600009,close_below_seed_day_low,2023-01-31,2023-02-01,7,-0.33139016331485394,0.33139016331485394,report_only
robustness,ep4_boll20_pct_b_1_close_near_high10_0_seed_v0_SH600009_20240926_9c25077b9b,SH600009,natural_exit_h20,2024-11-01,2024-11-04,22,0.05349400804896897,0.0,report_only
robustness,ep4_boll20_pct_b_1_close_near_high10_0_seed_v0_SH600009_20241107_e5819c44f5,SH600009,natural_exit_h20,2024-12-06,2024-12-09,22,-0.3828529208558488,0.3828529208558488,report_only
train,ep4_boll20_pct_b_1_close_near_high10_0_seed_v0_SH600010_20180928_a28fb27e0f,SH600010,close_below_seed_day_low|close_below_breakout_reference,2018-10-18,2018-10-19,10,-0.44473407245597096,0.44473407245597096,report_only
train,ep4_boll20_pct_b_1_close_near_high10_0_seed_v0_SH600010_20200909_e745537160,SH600010,close_below_breakout_reference,2020-09-11,2020-09-14,3,-0.3213483850887106,0.3213483850887106,report_only
train,ep4_boll20_pct_b_1_close_near_high10_0_seed_v0_SH600010_20210507_375fa630dc,SH600010,close_below_breakout_reference,2021-05-20,2021-05-21,10,-0.37884437779069197,0.37884437779069197,report_only
train,ep4_boll20_pct_b_1_close_near_high10_0_seed_v0_SH600010_20210707_881e529009,SH600010,natural_exit_h20,2021-08-05,2021-08-06,22,3.064403811236937,0.0,report_only
train,ep4_boll20_pct_b_1_close_near_high10_0_seed_v0_SH600010_20210824_a495ae6d06,SH600010,natural_exit_h20,2021-09-24,2021-09-27,22,0.382273256125027,0.0,report_only
train,ep4_boll20_pct_b_1_close_near_high10_0_seed_v0_SH600010_20211124_00a358f5cf,SH600010,natural_exit_h20,2021-12-23,2021-12-24,22,0.22266482955661432,0.0,report_only
validation,ep4_boll20_pct_b_1_close_near_high10_0_seed_v0_SH600010_20220523_63e44f03dd,SH600010,natural_exit_h20,2022-06-22,2022-06-23,22,0.4646458385590114,0.0,report_only
validation,ep4_boll20_pct_b_1_close_near_high10_0_seed_v0_SH600010_20221110_8f5b278784,SH600010,close_below_seed_day_low,2022-11-14,2022-11-15,3,-0.3111840397280256,0.3111840397280256,report_only
validation,ep4_boll20_pct_b_1_close_near_high10_0_seed_v0_SH600010_20230120_ef95adcaad,SH600010,natural_exit_h20,2023-02-27,2023-02-28,22,-0.007758041440848584,0.007758041440848584,report_only
validation,ep4_boll20_pct_b_1_close_near_high10_0_seed_v0_SH600010_20230705_045536a5b1,SH600010,close_below_breakout_reference,2023-07-12,2023-07-13,6,-0.3336242093284779,0.3336242093284779,report_only
robustness,ep4_boll20_pct_b_1_close_near_high10_0_seed_v0_SH600010_20240207_ebe1dff3f8,SH600010,natural_exit_h20,2024-03-15,2024-03-18,22,0.0949239885347577,0.0,report_only
robustness,ep4_boll20_pct_b_1_close_near_high10_0_seed_v0_SH600010_20250206_d7bd87232c,SH600010,close_below_seed_day_low|close_below_breakout_reference,2025-02-18,2025-02-19,9,-0.62200983253539,0.62200983253539,report_only
robustness,ep4_boll20_pct_b_1_close_near_high10_0_seed_v0_SH600010_20250311_788adc6bde,SH600010,close_below_breakout_reference,2025-03-12,2025-03-13,2,-0.09636720983783433,0.09636720983783433,report_only
robustness,ep4_boll20_pct_b_1_close_near_high10_0_seed_v0_SH600010_20251013_8126538afd,SH600010,close_below_seed_day_low,2025-10-20,2025-10-21,6,-0.3466881273169365,0.3466881273169365,report_only
train,ep4_boll20_pct_b_1_close_near_high10_0_seed_v0_SH600011_20180719_fe391c265b,SH600011,natural_exit_h20,2018-08-17,2018-08-20,22,-0.7916882807993053,0.7916882807993053,report_only
train,ep4_boll20_pct_b_1_close_near_high10_0_seed_v0_SH600011_20181203_1343ce131d,SH600011,natural_exit_h20,2019-01-03,2019-01-04,22,-0.36840843275180046,0.36840843275180046,report_only
train,ep4_boll20_pct_b_1_close_near_high10_0_seed_v0_SH600011_20190305_a5eb0c2a88,SH600011,close_below_seed_day_low,2019-03-07,2019-03-08,3,-0.4013316220248565,0.4013316220248565,report_only
train,ep4_boll20_pct_b_1_close_near_high10_0_seed_v0_SH600011_20190430_1175335db8,SH600011,close_below_breakout_reference,2019-05-13,2019-05-14,7,-0.39901092801988786,0.39901092801988786,report_only
train,ep4_boll20_pct_b_1_close_near_high10_0_seed_v0_SH600011_20200702_e3fd15258b,SH600011,natural_exit_h20,2020-07-31,2020-08-03,22,0.7806811319957242,0.0,report_only
train,ep4_boll20_pct_b_1_close_near_high10_0_seed_v0_SH600011_20200817_e6650b004c,SH600011,natural_exit_h20,2020-09-15,2020-09-16,22,0.9391982798540706,0.0,report_only
train,ep4_boll20_pct_b_1_close_near_high10_0_seed_v0_SH600011_20210816_cdc7373e21,SH600011,natural_exit_h20,2021-09-14,2021-09-15,22,5.654452745366166,0.0,report_only
train,ep4_boll20_pct_b_1_close_near_high10_0_seed_v0_SH600011_20211203_70f177d762,SH600011,natural_exit_h20,2022-01-04,2022-01-05,22,0.3586805043019908,0.0,report_only
validation,ep4_boll20_pct_b_1_close_near_high10_0_seed_v0_SH600011_20220209_9d03128298,SH600011,close_below_breakout_reference,2022-02-14,2022-02-15,4,-0.874024227903079,0.874024227903079,report_only
validation,ep4_boll20_pct_b_1_close_near_high10_0_seed_v0_SH600011_20220817_714eea9410,SH600011,close_below_seed_day_low|close_below_breakout_reference,2022-08-18,2022-08-19,2,-0.5378868238167495,0.5378868238167495,report_only
validation,ep4_boll20_pct_b_1_close_near_high10_0_seed_v0_SH600011_20221123_8bd6999c80,SH600011,close_below_breakout_reference,2022-12-01,2022-12-02,7,-0.4234293888958079,0.4234293888958079,report_only
validation,ep4_boll20_pct_b_1_close_near_high10_0_seed_v0_SH600011_20230103_9165fc6916,SH600011,close_below_seed_day_low|close_below_breakout_reference,2023-01-09,2023-01-10,5,-0.4520149628693783,0.4520149628693783,report_only
validation,ep4_boll20_pct_b_1_close_near_high10_0_seed_v0_SH600011_20230414_7189ecea7f,SH600011,close_below_breakout_reference,2023-04-18,2023-04-19,3,-0.3820272564567153,0.3820272564567153,report_only
robustness,ep4_boll20_pct_b_1_close_near_high10_0_seed_v0_SH600011_20240628_5bec540063,SH600011,close_below_breakout_reference,2024-07-11,2024-07-12,10,-0.40569979708465026,0.40569979708465026,report_only
robustness,ep4_boll20_pct_b_1_close_near_high10_0_seed_v0_SH600011_20240927_3f7e2a11b7,SH600011,close_below_seed_day_low|close_below_breakout_reference,2024-10-17,2024-10-18,10,-0.3540005598892131,0.3540005598892131,report_only
robustness,ep4_boll20_pct_b_1_close_near_high10_0_seed_v0_SH600011_20250730_0b1c92a01c,SH600011,close_below_breakout_reference,2025-08-01,2025-08-04,3,-0.3263901409621171,0.3263901409621171,report_only
robustness,ep4_boll20_pct_b_1_close_near_high10_0_seed_v0_SH600011_20250908_2804301956,SH600011,close_below_seed_day_low,2025-09-16,2025-09-17,7,-0.4066682486554641,0.4066682486554641,report_only
robustness,ep4_boll20_pct_b_1_close_near_high10_0_seed_v0_SH600011_20251023_c12de10bd4,SH600011,close_below_breakout_reference,2025-10-24,2025-10-27,2,-0.41062761917499346,0.41062761917499346,report_only
train,ep4_boll20_pct_b_1_close_near_high10_0_seed_v0_SH600015_20190404_0caaaca1ca,SH600015,close_below_seed_day_low|close_below_breakout_reference,2019-04-11,2019-04-12,5,-0.4241859067434449,0.4241859067434449,report_only
train,ep4_boll20_pct_b_1_close_near_high10_0_seed_v0_SH600015_20200702_22c6855462,SH600015,natural_exit_h20,2020-07-31,2020-08-03,22,-0.06549113042026054,0.06549113042026054,report_only
train,ep4_boll20_pct_b_1_close_near_high10_0_seed_v0_SH600015_20200817_393247169b,SH600015,close_below_seed_day_low|close_below_breakout_reference,2020-08-20,2020-08-21,4,-0.42968606637470125,0.42968606637470125,report_only
validation,ep4_boll20_pct_b_1_close_near_high10_0_seed_v0_SH600015_20230417_e10561ed04,SH600015,natural_exit_h20,2023-05-19,2023-05-22,22,0.8881859155147876,0.0,report_only
robustness,ep4_boll20_pct_b_1_close_near_high10_0_seed_v0_SH600015_20240819_62db697408,SH600015,close_below_seed_day_low|close_below_breakout_reference,2024-08-29,2024-08-30,9,-0.6136428233367515,0.6136428233367515,report_only
robustness,ep4_boll20_pct_b_1_close_near_high10_0_seed_v0_SH600015_20240924_4006191f65,SH600015,natural_exit_h20,2024-10-30,2024-10-31,22,0.1905991202049986,0.0,report_only
robustness,ep4_boll20_pct_b_1_close_near_high10_0_seed_v0_SH600015_20241118_c60eb3c797,SH600015,close_below_seed_day_low|close_below_breakout_reference,2024-11-22,2024-11-25,5,-0.4898638715243478,0.4898638715243478,report_only
robustness,ep4_boll20_pct_b_1_close_near_high10_0_seed_v0_SH600015_20250314_c0a74f04e0,SH600015,natural_exit_h20,2025-04-15,2025-04-16,22,0.15470272835500268,0.0,report_only
train,ep4_boll20_pct_b_1_close_near_high10_0_seed_v0_SH600016_20201127_d78370ee0e,SH600016,close_below_seed_day_low|close_below_breakout_reference,2020-12-11,2020-12-14,11,-0.33220349442101155,0.33220349442101155,report_only
robustness,ep4_boll20_pct_b_1_close_near_high10_0_seed_v0_SH600016_20240924_4816393b3a,SH600016,natural_exit_h20,2024-10-30,2024-10-31,22,0.30403839087130297,0.0,report_only
robustness,ep4_boll20_pct_b_1_close_near_high10_0_seed_v0_SH600016_20241118_48f9c6e968,SH600016,natural_exit_h20,2024-12-17,2024-12-18,22,-0.09485449922583965,0.09485449922583965,report_only
robustness,ep4_boll20_pct_b_1_close_near_high10_0_seed_v0_SH600016_20251023_c2b8c9cf8f,SH600016,close_below_seed_day_low|close_below_breakout_reference,2025-10-28,2025-10-29,4,-0.48357654408241346,0.48357654408241346,report_only
train,ep4_boll20_pct_b_1_close_near_high10_0_seed_v0_SH600018_20181102_2df71e4fc0,SH600018,close_below_seed_day_low|close_below_breakout_reference,2018-11-08,2018-11-09,5,-0.39229667375818467,0.39229667375818467,report_only
train,ep4_boll20_pct_b_1_close_near_high10_0_seed_v0_SH600018_20190726_983e4b12c6,SH600018,close_below_seed_day_low|close_below_breakout_reference,2019-08-06,2019-08-07,8,-0.508833109619595,0.508833109619595,report_only
train,ep4_boll20_pct_b_1_close_near_high10_0_seed_v0_SH600018_20191104_49193aa759,SH600018,close_below_seed_day_low|close_below_breakout_reference,2019-11-07,2019-11-08,4,-0.28901682666102074,0.28901682666102074,report_only
train,ep4_boll20_pct_b_1_close_near_high10_0_seed_v0_SH600018_20191213_41a7840f0f,SH600018,natural_exit_h20,2020-01-14,2020-01-15,22,-0.40276741361163126,0.40276741361163126,report_only
train,ep4_boll20_pct_b_1_close_near_high10_0_seed_v0_SH600018_20200602_e84382a3ae,SH600018,natural_exit_h20,2020-07-03,2020-07-06,22,0.27759359314208104,0.0,report_only
train,ep4_boll20_pct_b_1_close_near_high10_0_seed_v0_SH600018_20201106_172fa0a3de,SH600018,natural_exit_h20,2020-12-07,2020-12-08,22,-0.07255231561594173,0.07255231561594173,report_only
train,ep4_boll20_pct_b_1_close_near_high10_0_seed_v0_SH600018_20210603_b756e6a64a,SH600018,close_below_breakout_reference,2021-06-04,2021-06-07,2,-0.4698222474187463,0.4698222474187463,report_only
train,ep4_boll20_pct_b_1_close_near_high10_0_seed_v0_SH600018_20211203_d3196067df,SH600018,close_below_seed_day_low,2021-12-14,2021-12-15,8,-0.3377370162442236,0.3377370162442236,report_only
validation,ep4_boll20_pct_b_1_close_near_high10_0_seed_v0_SH600018_20220105_4698e27262,SH600018,natural_exit_h20,2022-02-10,2022-02-11,22,0.13279216759103224,0.0,report_only
validation,ep4_boll20_pct_b_1_close_near_high10_0_seed_v0_SH600018_20220401_a303d18fb2,SH600018,natural_exit_h20,2022-05-09,2022-05-10,22,0.156471100705542,0.0,report_only
train,ep4_boll20_pct_b_1_close_near_high10_0_seed_v0_SH600019_20171026_0818debc3f,SH600019,close_below_breakout_reference,2017-10-31,2017-11-01,4,-0.3612704591008854,0.3612704591008854,report_only
train,ep4_boll20_pct_b_1_close_near_high10_0_seed_v0_SH600019_20180102_6cb77be8f7,SH600019,natural_exit_h20,2018-01-31,2018-02-01,22,0.861850403689739,0.0,report_only
train,ep4_boll20_pct_b_1_close_near_high10_0_seed_v0_SH600019_20180723_54bb333cd4,SH600019,natural_exit_h20,2018-08-21,2018-08-22,22,-0.11219635973109808,0.11219635973109808,report_only
train,ep4_boll20_pct_b_1_close_near_high10_0_seed_v0_SH600019_20190121_9b14bfd5cc,SH600019,close_below_seed_day_low|close_below_breakout_reference,2019-01-23,2019-01-24,3,-0.4258475818283409,0.4258475818283409,report_only
train,ep4_boll20_pct_b_1_close_near_high10_0_seed_v0_SH600019_20190408_f245d2a096,SH600019,close_below_seed_day_low|close_below_breakout_reference,2019-04-11,2019-04-12,4,-0.5102020573746623,0.5102020573746623,report_only
train,ep4_boll20_pct_b_1_close_near_high10_0_seed_v0_SH600019_20190904_89a7265b62,SH600019,natural_exit_h20,2019-10-11,2019-10-14,22,-0.30180630562453487,0.30180630562453487,report_only
train,ep4_boll20_pct_b_1_close_near_high10_0_seed_v0_SH600019_20200618_831242d765,SH600019,close_below_seed_day_low|close_below_breakout_reference,2020-06-23,2020-06-24,4,-0.39623603398910356,0.39623603398910356,report_only
train,ep4_boll20_pct_b_1_close_near_high10_0_seed_v0_SH600019_20210107_eb63348b37,SH600019,natural_exit_h20,2021-02-05,2021-02-08,22,0.18681503579418832,0.0,report_only
train,ep4_boll20_pct_b_1_close_near_high10_0_seed_v0_SH600019_20210219_9c72d3bc8e,SH600019,natural_exit_h20,2021-03-22,2021-03-23,22,1.1043175566129364,0.0,report_only
train,ep4_boll20_pct_b_1_close_near_high10_0_seed_v0_SH600019_20210506_8a89976268,SH600019,close_below_seed_day_low|close_below_breakout_reference,2021-05-11,2021-05-12,4,-0.3632601793123739,0.3632601793123739,report_only
train,ep4_boll20_pct_b_1_close_near_high10_0_seed_v0_SH600019_20210715_af0db81ba6,SH600019,close_below_breakout_reference,2021-07-20,2021-07-21,4,-0.34306661590988946,0.34306661590988946,report_only
train,ep4_boll20_pct_b_1_close_near_high10_0_seed_v0_SH600019_20210830_e9444d9601,SH600019,natural_exit_h20,2021-09-30,2021-10-08,22,-0.7571663293345597,0.7571663293345597,report_only
train,ep4_boll20_pct_b_1_close_near_high10_0_seed_v0_SH600019_20211202_a55828d676,SH600019,natural_exit_h20,2021-12-31,2022-01-04,22,0.08131467256613042,0.0,report_only
validation,ep4_boll20_pct_b_1_close_near_high10_0_seed_v0_SH600019_20221205_2f0bf799ec,SH600019,natural_exit_h20,2023-01-04,2023-01-05,22,-0.2869723971016741,0.2869723971016741,report_only
validation,ep4_boll20_pct_b_1_close_near_high10_0_seed_v0_SH600019_20230106_040ec45a9c,SH600019,natural_exit_h20,2023-02-13,2023-02-14,22,0.24982100907446766,0.0,report_only
validation,ep4_boll20_pct_b_1_close_near_high10_0_seed_v0_SH600019_20230412_18b955eb56,SH600019,close_below_seed_day_low|close_below_breakout_reference,2023-04-26,2023-04-27,11,-0.385192174567322,0.385192174567322,report_only
validation,ep4_boll20_pct_b_1_close_near_high10_0_seed_v0_SH600019_20230725_27acbbbd05,SH600019,natural_exit_h20,2023-08-23,2023-08-24,22,0.030950788079841536,0.0,report_only
validation,ep4_boll20_pct_b_1_close_near_high10_0_seed_v0_SH600019_20230904_96585ace66,SH600019,close_below_seed_day_low,2023-09-07,2023-09-08,4,-0.3573548676286892,0.3573548676286892,report_only
robustness,ep4_boll20_pct_b_1_close_near_high10_0_seed_v0_SH600019_20240415_d02b26903f,SH600019,natural_exit_h20,2024-05-17,2024-05-20,22,0.04822181071171844,0.0,report_only
robustness,ep4_boll20_pct_b_1_close_near_high10_0_seed_v0_SH600019_20240702_fc121362bc,SH600019,natural_exit_h20,2024-07-31,2024-08-01,22,-0.28517855327885483,0.28517855327885483,report_only
robustness,ep4_boll20_pct_b_1_close_near_high10_0_seed_v0_SH600019_20240925_1b900a26e2,SH600019,natural_exit_h20,2024-10-31,2024-11-01,22,0.4123351553915903,0.0,report_only
robustness,ep4_boll20_pct_b_1_close_near_high10_0_seed_v0_SH600019_20250227_6949157015,SH600019,natural_exit_h20,2025-03-28,2025-03-31,22,0.23653986355319062,0.0,report_only
robustness,ep4_boll20_pct_b_1_close_near_high10_0_seed_v0_SH600019_20250702_66080f5211,SH600019,natural_exit_h20,2025-07-31,2025-08-01,22,0.30449663869361654,0.0,report_only
robustness,ep4_boll20_pct_b_1_close_near_high10_0_seed_v0_SH600021_20250902_99ce14459e,SH600021,natural_exit_h20,2025-10-09,2025-10-10,22,0.4227568913076603,0.0,report_only
robustness,ep4_boll20_pct_b_1_close_near_high10_0_seed_v0_SH600021_20251226_acd375dc6d,SH600021,close_below_breakout_reference,2025-12-30,2025-12-31,3,-0.31107852788284773,0.31107852788284773,report_only
train,ep4_boll20_pct_b_1_close_near_high10_0_seed_v0_SH600023_20180718_4728e0e176,SH600023,natural_exit_h20,2018-08-16,2018-08-17,22,-0.4556535393848248,0.4556535393848248,report_only
train,ep4_boll20_pct_b_1_close_near_high10_0_seed_v0_SH600023_20210908_df06667d93,SH600023,natural_exit_h20,2021-10-18,2021-10-19,22,-0.32234539861160044,0.32234539861160044,report_only
validation,ep4_boll20_pct_b_1_close_near_high10_0_seed_v0_SH600023_20220907_98f855a030,SH600023,close_below_seed_day_low|close_below_breakout_reference,2022-09-14,2022-09-15,5,-0.5646553666865002,0.5646553666865002,report_only
