formula_id,token,token_type,mapped,unmapped_count
expansion_high_vol_upper_close,and,operator_or_function,True,0
expansion_high_vol_upper_close,atr20_pct,derived_feature,True,0
expansion_high_vol_upper_close,close_location,derived_feature,True,0
expansion_high_vol_upper_close,day_range,derived_feature,True,0
expansion_high_vol_upper_close,launch_gain_from_recent_low_60d,derived_feature,True,0
expansion_high_vol_upper_close,q80_market,quantile_alias,True,0
expansion_high_vol_upper_close,ret_rank_20d_market,derived_feature,True,0
expansion_high_vol_upper_close,thresholds.expansion_high_vol_upper_close__close_location__min,threshold_key,True,0
expansion_high_vol_upper_close,thresholds.expansion_high_vol_upper_close__launch_gain_from_recent_low_60d__max,threshold_key,True,0
expansion_high_vol_upper_close,thresholds.expansion_high_vol_upper_close__ret_rank_20d_market__min,threshold_key,True,0
high_vol_controlled_drawdown,and,operator_or_function,True,0
high_vol_controlled_drawdown,atr20_pct,derived_feature,True,0
high_vol_controlled_drawdown,close_location,derived_feature,True,0
high_vol_controlled_drawdown,industry_breadth_20d,derived_feature,True,0
high_vol_controlled_drawdown,low,raw_input_field,True,0
high_vol_controlled_drawdown,median20,derived_feature,True,0
high_vol_controlled_drawdown,q50_market,quantile_alias,True,0
high_vol_controlled_drawdown,q80_market,quantile_alias,True,0
high_vol_controlled_drawdown,ret_rank_20d_market,derived_feature,True,0
high_vol_controlled_drawdown,thresholds.high_vol_controlled_drawdown__close_location__min,threshold_key,True,0
high_vol_controlled_drawdown,thresholds.high_vol_controlled_drawdown__median20_low_ratio__min,threshold_key,True,0
high_vol_controlled_drawdown,thresholds.high_vol_controlled_drawdown__ret_rank_20d_market__min,threshold_key,True,0
destructive_high_vol_upper_shadow,and,operator_or_function,True,0
destructive_high_vol_upper_shadow,atr20_pct,derived_feature,True,0
destructive_high_vol_upper_shadow,close_location,derived_feature,True,0
destructive_high_vol_upper_shadow,q80_market,quantile_alias,True,0
destructive_high_vol_upper_shadow,thresholds.destructive_high_vol_upper_shadow__close_location__max,threshold_key,True,0
destructive_high_vol_upper_shadow,thresholds.destructive_high_vol_upper_shadow__upper_shadow_pct__min,threshold_key,True,0
destructive_high_vol_upper_shadow,upper_shadow_pct,derived_feature,True,0
high_vol_break_median_warning,and,operator_or_function,True,0
high_vol_break_median_warning,atr20_pct,derived_feature,True,0
high_vol_break_median_warning,close,raw_input_field,True,0
high_vol_break_median_warning,median20,derived_feature,True,0
high_vol_break_median_warning,money_ratio_20,derived_feature,True,0
high_vol_break_median_warning,q80_market,quantile_alias,True,0
high_vol_break_median_warning,thresholds.high_vol_break_median_warning__money_ratio_20__min,threshold_key,True,0
rank_jump_5d_persist_3d,and,operator_or_function,True,0
rank_jump_5d_persist_3d,ret_rank_20d_market,derived_feature,True,0
rank_jump_5d_persist_3d,ret_rank_20d_market_5d_ago,derived_feature,True,0
rank_jump_5d_persist_3d,ret_rank_20d_market_5d_median,derived_feature,True,0
rank_jump_5d_persist_3d,thresholds.rank_jump_5d_persist_3d__rank_jump__min,threshold_key,True,0
rank_jump_5d_persist_3d,thresholds.rank_jump_5d_persist_3d__ret_rank_20d_market_5d_median__min,threshold_key,True,0
industry_rank_jump_leader,and,operator_or_function,True,0
industry_rank_jump_leader,relative_ret20_vs_industry,derived_feature,True,0
industry_rank_jump_leader,ret_rank_20d_industry,derived_feature,True,0
industry_rank_jump_leader,ret_rank_20d_market,derived_feature,True,0
industry_rank_jump_leader,thresholds.industry_rank_jump_leader__relative_ret20_vs_industry__min,threshold_key,True,0
industry_rank_jump_leader,thresholds.industry_rank_jump_leader__ret_rank_20d_industry__min,threshold_key,True,0
industry_rank_jump_leader,thresholds.industry_rank_jump_leader__ret_rank_20d_market__min,threshold_key,True,0
repair_reclaim_ema20_quality,and,operator_or_function,True,0
repair_reclaim_ema20_quality,close,raw_input_field,True,0
repair_reclaim_ema20_quality,close_location,derived_feature,True,0
repair_reclaim_ema20_quality,ema20,derived_feature,True,0
repair_reclaim_ema20_quality,ema20_5d_ago,derived_feature,True,0
repair_reclaim_ema20_quality,prelaunch_drawdown_120d,derived_feature,True,0
repair_reclaim_ema20_quality,thresholds.repair_reclaim_ema20_quality__close_location__min,threshold_key,True,0
repair_reclaim_ema20_quality,thresholds.repair_reclaim_ema20_quality__prelaunch_drawdown_120d__max,threshold_key,True,0
repair_higher_low_reclaim,and,operator_or_function,True,0
repair_higher_low_reclaim,close,raw_input_field,True,0
repair_higher_low_reclaim,higher_low_count_20d,derived_feature,True,0
repair_higher_low_reclaim,max_drawdown_20d,derived_feature,True,0
repair_higher_low_reclaim,median20,derived_feature,True,0
repair_higher_low_reclaim,thresholds.repair_higher_low_reclaim__higher_low_count_20d__min,threshold_key,True,0
repair_higher_low_reclaim,thresholds.repair_higher_low_reclaim__max_drawdown_20d__min,threshold_key,True,0
money_price_upper_keep,and,operator_or_function,True,0
money_price_upper_keep,close,raw_input_field,True,0
money_price_upper_keep,close_location,derived_feature,True,0
money_price_upper_keep,median20,derived_feature,True,0
money_price_upper_keep,money_ratio_20,derived_feature,True,0
money_price_upper_keep,thresholds.money_price_upper_keep__close_location__min,threshold_key,True,0
money_price_upper_keep,thresholds.money_price_upper_keep__money_ratio_20__min,threshold_key,True,0
money_expansion_no_distribution,and,operator_or_function,True,0
money_expansion_no_distribution,close,raw_input_field,True,0
money_expansion_no_distribution,money_ratio_20,derived_feature,True,0
money_expansion_no_distribution,open,raw_input_field,True,0
money_expansion_no_distribution,thresholds.money_expansion_no_distribution__money_ratio_20__min,threshold_key,True,0
money_expansion_no_distribution,thresholds.money_expansion_no_distribution__upper_shadow_pct__max,threshold_key,True,0
money_expansion_no_distribution,upper_shadow_pct,derived_feature,True,0
industry_breadth_confirmed_launch,and,operator_or_function,True,0
industry_breadth_confirmed_launch,industry_breadth_20d,derived_feature,True,0
industry_breadth_confirmed_launch,q60_market,quantile_alias,True,0
industry_breadth_confirmed_launch,relative_ret20_vs_industry,derived_feature,True,0
industry_breadth_confirmed_launch,ret_rank_20d_market,derived_feature,True,0
industry_breadth_confirmed_launch,thresholds.industry_breadth_confirmed_launch__relative_ret20_vs_industry__min,threshold_key,True,0
industry_breadth_confirmed_launch,thresholds.industry_breadth_confirmed_launch__ret_rank_20d_market__min,threshold_key,True,0
weak_market_industry_leader,and,operator_or_function,True,0
weak_market_industry_leader,in,operator_or_function,True,0
weak_market_industry_leader,market_regime,derived_feature,True,0
weak_market_industry_leader,neutral,enum_literal,True,0
weak_market_industry_leader,relative_ret20_vs_benchmark,derived_feature,True,0
weak_market_industry_leader,ret_rank_20d_industry,derived_feature,True,0
weak_market_industry_leader,thresholds.weak_market_industry_leader__relative_ret20_vs_benchmark__min,threshold_key,True,0
weak_market_industry_leader,thresholds.weak_market_industry_leader__ret_rank_20d_industry__min,threshold_key,True,0
weak_market_industry_leader,weak,enum_literal,True,0
relative_strength_10d_persistence,and,operator_or_function,True,0
relative_strength_10d_persistence,close,raw_input_field,True,0
relative_strength_10d_persistence,median20,derived_feature,True,0
relative_strength_10d_persistence,relative_ret20_vs_benchmark,derived_feature,True,0
relative_strength_10d_persistence,ret_rank_20d_market,derived_feature,True,0
relative_strength_10d_persistence,ret_rank_20d_market_5d_median,derived_feature,True,0
relative_strength_10d_persistence,thresholds.relative_strength_10d_persistence__relative_ret20_vs_benchmark__min,threshold_key,True,0
relative_strength_10d_persistence,thresholds.relative_strength_10d_persistence__ret_rank_20d_market_5d_median__min,threshold_key,True,0
relative_strength_10d_persistence,thresholds.relative_strength_10d_persistence__ret_rank_20d_market__min,threshold_key,True,0
