baseline_id,baseline_scope_type,baseline_scope_key,baseline_denominator_unit,baseline_denominator_definition,baseline_join_key,research_start,research_end,target_definition_version,label_reference_date_rule,stratum_family,stratum_variant,candidate_declared_stratum_role,candidate_declared_lifecycle_stage,candidate_market_regime,candidate_industry_regime,eligible_launch_stratum_event_count,eligible_launch_episode_count,launch_episode_count,distinct_instrument_count,distinct_year_count,distinct_industry_count,future_20pct_high_60d_rate,future_50pct_high_120d_rate,future_50pct_close_120d_rate,future_100pct_high_240d_rate,future_100pct_close_240d_rate,launch_big_winner_primary_rate,launch_false_positive_primary_rate,median_future_max_high_gain_120d,median_future_max_drawdown_60d,median_drawdown_before_50pct_gain,median_time_to_20pct_high_days,median_time_to_50pct_high_days,winner_episode_coverage,winner_episode_covered_count,label_horizon_truncated_rate,observed_reference_overlap_rate,instrument_year_success_rate,positive_unique_instrument_year_count,unique_instrument_year_count,top1_instrument_contribution,top5_instrument_contribution
expansion_high_vol_upper_close__all_launch_episode_baseline__ALL,all_launch_episode_baseline,ALL,launch_stratum_event_id,eligible launch_stratum_event rows in research period with valid label horizon,all_launch_episode_baseline|ALL|stratum_effective_next_open|2017-01-01|2024-12-31,2017-01-01,2024-12-31,p0_7_stratum_effective_next_open_v1,stratum_effective_date_next_open,high_vol_quality_permit,expansion_high_vol_upper_close,launch_observation_context,pre_20_launch,ALL,ALL,29188,3764,3764,280,8,28,0.30755790050705767,0.14070851034671783,0.12518843360285048,0.07222146087433191,0.06783609702617514,0.14070851034671783,0.3637796354666301,0.1719298336607895,-0.09932662671581105,-0.1729222460129447,57.0,105.0,0.25687512731717255,1261,0.0,0.0,0.33856022808268,475,1403,0.007503083458955735,0.036144991092229684
expansion_high_vol_upper_close__same_launch_family_baseline__high_vol_quality_permit,same_launch_family_baseline,high_vol_quality_permit,launch_stratum_event_id,eligible launch_stratum_event rows in research period with valid label horizon,same_launch_family_baseline|high_vol_quality_permit|stratum_effective_next_open|2017-01-01|2024-12-31,2017-01-01,2024-12-31,p0_7_stratum_effective_next_open_v1,stratum_effective_date_next_open,high_vol_quality_permit,expansion_high_vol_upper_close,launch_observation_context,pre_20_launch,ALL,ALL,1078,683,683,239,7,28,0.43413729128014844,0.22541743970315398,0.20686456400742115,0.13358070500927643,0.1261595547309833,0.22541743970315398,0.4619666048237477,0.22846131089554345,-0.1365881213920167,-0.22626843045862616,36.0,80.0,0.03707476064371563,182,0.0,0.0,0.2747826086956522,158,575,0.013914656771799629,0.06679035250463822
expansion_high_vol_upper_close__same_lifecycle_pool_baseline__pre_20_launch,same_lifecycle_pool_baseline,pre_20_launch,launch_stratum_event_id,eligible launch_stratum_event rows in research period with valid label horizon,same_lifecycle_pool_baseline|pre_20_launch|stratum_effective_next_open|2017-01-01|2024-12-31,2017-01-01,2024-12-31,p0_7_stratum_effective_next_open_v1,stratum_effective_date_next_open,high_vol_quality_permit,expansion_high_vol_upper_close,launch_observation_context,pre_20_launch,ALL,ALL,7568,2673,2673,280,8,28,0.32016384778012685,0.14904862579281183,0.13292811839323468,0.07954545454545454,0.0753171247357294,0.14904862579281183,0.37196088794926,0.17647059815718769,-0.10272871019682195,-0.1747536367482111,54.0,103.0,0.13363210429822775,656,0.0,0.0,0.2617960426179604,344,1314,0.007928118393234672,0.0376585623678647
expansion_high_vol_upper_close__same_market_regime_baseline__market_drawdown,same_market_regime_baseline,market_drawdown,launch_stratum_event_id,eligible launch_stratum_event rows in research period with valid label horizon,same_market_regime_baseline|market_drawdown|stratum_effective_next_open|2017-01-01|2024-12-31,2017-01-01,2024-12-31,p0_7_stratum_effective_next_open_v1,stratum_effective_date_next_open,high_vol_quality_permit,expansion_high_vol_upper_close,launch_observation_context,pre_20_launch,market_drawdown,ALL,10969,1823,1823,269,7,28,0.30358282432309236,0.14668611541617285,0.13027623302033003,0.0540614458929711,0.0495031452274592,0.14668611541617285,0.35117148327103653,0.18398943069333984,-0.09448819415007159,-0.15374220169576236,64.0,107.0,0.1067427174577307,524,0.0,0.0,0.2770961145194274,271,978,0.008934269304403318,0.041480536056158264
expansion_high_vol_upper_close__same_industry_regime_baseline__industry_lagging,same_industry_regime_baseline,industry_lagging,launch_stratum_event_id,eligible launch_stratum_event rows in research period with valid label horizon,same_industry_regime_baseline|industry_lagging|stratum_effective_next_open|2017-01-01|2024-12-31,2017-01-01,2024-12-31,p0_7_stratum_effective_next_open_v1,stratum_effective_date_next_open,high_vol_quality_permit,expansion_high_vol_upper_close,launch_observation_context,pre_20_launch,ALL,industry_lagging,14877,2581,2581,275,8,27,0.3016065066881764,0.11897559991933858,0.10775021845802245,0.06318478187806681,0.0582106607514956,0.11897559991933858,0.34704577535793507,0.16686086862906224,-0.09387755697839006,-0.1728395686754971,58.0,117.0,0.11692809126094927,574,0.0,0.0,0.24165341812400637,304,1258,0.009141628016401155,0.04234724742891712
high_vol_controlled_drawdown__all_launch_episode_baseline__ALL,all_launch_episode_baseline,ALL,launch_stratum_event_id,eligible launch_stratum_event rows in research period with valid label horizon,all_launch_episode_baseline|ALL|stratum_effective_next_open|2017-01-01|2024-12-31,2017-01-01,2024-12-31,p0_7_stratum_effective_next_open_v1,stratum_effective_date_next_open,high_vol_quality_permit,high_vol_controlled_drawdown,launch_observation_context,pre_20_launch,ALL,ALL,29188,3764,3764,280,8,28,0.30755790050705767,0.14070851034671783,0.12518843360285048,0.07222146087433191,0.06783609702617514,0.14070851034671783,0.3637796354666301,0.1719298336607895,-0.09932662671581105,-0.1729222460129447,57.0,105.0,0.25687512731717255,1261,0.0,0.0,0.33856022808268,475,1403,0.007503083458955735,0.036144991092229684
high_vol_controlled_drawdown__same_launch_family_baseline__high_vol_quality_permit,same_launch_family_baseline,high_vol_quality_permit,launch_stratum_event_id,eligible launch_stratum_event rows in research period with valid label horizon,same_launch_family_baseline|high_vol_quality_permit|stratum_effective_next_open|2017-01-01|2024-12-31,2017-01-01,2024-12-31,p0_7_stratum_effective_next_open_v1,stratum_effective_date_next_open,high_vol_quality_permit,high_vol_controlled_drawdown,launch_observation_context,pre_20_launch,ALL,ALL,1078,683,683,239,7,28,0.43413729128014844,0.22541743970315398,0.20686456400742115,0.13358070500927643,0.1261595547309833,0.22541743970315398,0.4619666048237477,0.22846131089554345,-0.1365881213920167,-0.22626843045862616,36.0,80.0,0.03707476064371563,182,0.0,0.0,0.2747826086956522,158,575,0.013914656771799629,0.06679035250463822
high_vol_controlled_drawdown__same_lifecycle_pool_baseline__pre_20_launch,same_lifecycle_pool_baseline,pre_20_launch,launch_stratum_event_id,eligible launch_stratum_event rows in research period with valid label horizon,same_lifecycle_pool_baseline|pre_20_launch|stratum_effective_next_open|2017-01-01|2024-12-31,2017-01-01,2024-12-31,p0_7_stratum_effective_next_open_v1,stratum_effective_date_next_open,high_vol_quality_permit,high_vol_controlled_drawdown,launch_observation_context,pre_20_launch,ALL,ALL,7568,2673,2673,280,8,28,0.32016384778012685,0.14904862579281183,0.13292811839323468,0.07954545454545454,0.0753171247357294,0.14904862579281183,0.37196088794926,0.17647059815718769,-0.10272871019682195,-0.1747536367482111,54.0,103.0,0.13363210429822775,656,0.0,0.0,0.2617960426179604,344,1314,0.007928118393234672,0.0376585623678647
high_vol_controlled_drawdown__same_market_regime_baseline__market_trend_on,same_market_regime_baseline,market_trend_on,launch_stratum_event_id,eligible launch_stratum_event rows in research period with valid label horizon,same_market_regime_baseline|market_trend_on|stratum_effective_next_open|2017-01-01|2024-12-31,2017-01-01,2024-12-31,p0_7_stratum_effective_next_open_v1,stratum_effective_date_next_open,high_vol_quality_permit,high_vol_controlled_drawdown,launch_observation_context,pre_20_launch,market_trend_on,ALL,10402,1850,1850,273,7,28,0.34877908094597193,0.16525668140742164,0.14602960969044415,0.09834647183233994,0.09200153816573736,0.16525668140742164,0.36281484329936553,0.18640106706242832,-0.10263154509985506,-0.17869819954185262,47.0,102.0,0.12446526787533102,611,0.0,0.0,0.23249783923941228,269,1157,0.008267640838300326,0.04076139203999231
high_vol_controlled_drawdown__same_industry_regime_baseline__industry_sync_on,same_industry_regime_baseline,industry_sync_on,launch_stratum_event_id,eligible launch_stratum_event rows in research period with valid label horizon,same_industry_regime_baseline|industry_sync_on|stratum_effective_next_open|2017-01-01|2024-12-31,2017-01-01,2024-12-31,p0_7_stratum_effective_next_open_v1,stratum_effective_date_next_open,high_vol_quality_permit,high_vol_controlled_drawdown,launch_observation_context,pre_20_launch,ALL,industry_sync_on,8731,1619,1619,277,8,27,0.32711029664414154,0.17626846867483678,0.1540487916618944,0.0978123926239835,0.09334555033787653,0.17626846867483678,0.40109953040888785,0.1764705790688741,-0.11242606555466739,-0.18129768144291658,50.0,95.0,0.11977999592585048,588,0.0,0.0,0.24084249084249085,263,1092,0.010537166418508761,0.0476463177184744
destructive_high_vol_upper_shadow__all_launch_episode_baseline__ALL,all_launch_episode_baseline,ALL,launch_stratum_event_id,eligible launch_stratum_event rows in research period with valid label horizon,all_launch_episode_baseline|ALL|stratum_effective_next_open|2017-01-01|2024-12-31,2017-01-01,2024-12-31,p0_7_stratum_effective_next_open_v1,stratum_effective_date_next_open,high_vol_destructive_warning,destructive_high_vol_upper_shadow,risk_warning_context,risk_warning,ALL,ALL,29188,3764,3764,280,8,28,0.30755790050705767,0.14070851034671783,0.12518843360285048,0.07222146087433191,0.06783609702617514,0.14070851034671783,0.3637796354666301,0.1719298336607895,-0.09932662671581105,-0.1729222460129447,57.0,105.0,0.25687512731717255,1261,0.0,0.0,0.33856022808268,475,1403,0.007503083458955735,0.036144991092229684
destructive_high_vol_upper_shadow__same_launch_family_baseline__high_vol_destructive_warning,same_launch_family_baseline,high_vol_destructive_warning,launch_stratum_event_id,eligible launch_stratum_event rows in research period with valid label horizon,same_launch_family_baseline|high_vol_destructive_warning|stratum_effective_next_open|2017-01-01|2024-12-31,2017-01-01,2024-12-31,p0_7_stratum_effective_next_open_v1,stratum_effective_date_next_open,high_vol_destructive_warning,destructive_high_vol_upper_shadow,risk_warning_context,risk_warning,ALL,ALL,920,670,670,230,7,28,0.45760869565217394,0.23695652173913043,0.2108695652173913,0.12717391304347825,0.12282608695652174,0.23695652173913043,0.41847826086956524,0.24229115458103023,-0.12651957398964797,-0.23216260405507555,36.0,75.0,0.041556325117131795,204,0.0,0.0,0.30124777183600715,169,561,0.017391304347826087,0.06195652173913044
destructive_high_vol_upper_shadow__same_lifecycle_pool_baseline__risk_warning,same_lifecycle_pool_baseline,risk_warning,launch_stratum_event_id,eligible launch_stratum_event rows in research period with valid label horizon,same_lifecycle_pool_baseline|risk_warning|stratum_effective_next_open|2017-01-01|2024-12-31,2017-01-01,2024-12-31,p0_7_stratum_effective_next_open_v1,stratum_effective_date_next_open,high_vol_destructive_warning,destructive_high_vol_upper_shadow,risk_warning_context,risk_warning,ALL,ALL,920,670,670,230,7,28,0.45760869565217394,0.23695652173913043,0.2108695652173913,0.12717391304347825,0.12282608695652174,0.23695652173913043,0.41847826086956524,0.24229115458103023,-0.12651957398964797,-0.23216260405507555,36.0,75.0,0.041556325117131795,204,0.0,0.0,0.30124777183600715,169,561,0.017391304347826087,0.06195652173913044
destructive_high_vol_upper_shadow__same_market_regime_baseline__market_trend_on,same_market_regime_baseline,market_trend_on,launch_stratum_event_id,eligible launch_stratum_event rows in research period with valid label horizon,same_market_regime_baseline|market_trend_on|stratum_effective_next_open|2017-01-01|2024-12-31,2017-01-01,2024-12-31,p0_7_stratum_effective_next_open_v1,stratum_effective_date_next_open,high_vol_destructive_warning,destructive_high_vol_upper_shadow,risk_warning_context,risk_warning,market_trend_on,ALL,10402,1850,1850,273,7,28,0.34877908094597193,0.16525668140742164,0.14602960969044415,0.09834647183233994,0.09200153816573736,0.16525668140742164,0.36281484329936553,0.18640106706242832,-0.10263154509985506,-0.17869819954185262,47.0,102.0,0.12446526787533102,611,0.0,0.0,0.23249783923941228,269,1157,0.008267640838300326,0.04076139203999231
destructive_high_vol_upper_shadow__same_industry_regime_baseline__industry_sync_on,same_industry_regime_baseline,industry_sync_on,launch_stratum_event_id,eligible launch_stratum_event rows in research period with valid label horizon,same_industry_regime_baseline|industry_sync_on|stratum_effective_next_open|2017-01-01|2024-12-31,2017-01-01,2024-12-31,p0_7_stratum_effective_next_open_v1,stratum_effective_date_next_open,high_vol_destructive_warning,destructive_high_vol_upper_shadow,risk_warning_context,risk_warning,ALL,industry_sync_on,8731,1619,1619,277,8,27,0.32711029664414154,0.17626846867483678,0.1540487916618944,0.0978123926239835,0.09334555033787653,0.17626846867483678,0.40109953040888785,0.1764705790688741,-0.11242606555466739,-0.18129768144291658,50.0,95.0,0.11977999592585048,588,0.0,0.0,0.24084249084249085,263,1092,0.010537166418508761,0.0476463177184744
high_vol_break_median_warning__all_launch_episode_baseline__ALL,all_launch_episode_baseline,ALL,launch_stratum_event_id,eligible launch_stratum_event rows in research period with valid label horizon,all_launch_episode_baseline|ALL|stratum_effective_next_open|2017-01-01|2024-12-31,2017-01-01,2024-12-31,p0_7_stratum_effective_next_open_v1,stratum_effective_date_next_open,high_vol_destructive_warning,high_vol_break_median_warning,risk_warning_context,risk_warning,ALL,ALL,29188,3764,3764,280,8,28,0.30755790050705767,0.14070851034671783,0.12518843360285048,0.07222146087433191,0.06783609702617514,0.14070851034671783,0.3637796354666301,0.1719298336607895,-0.09932662671581105,-0.1729222460129447,57.0,105.0,0.25687512731717255,1261,0.0,0.0,0.33856022808268,475,1403,0.007503083458955735,0.036144991092229684
