artifact_path,source_artifact_alias,config_path_key,resolver_priority,artifact_role,required,required_for_primary_candidate,affected_family_ids,exists,row_count,column_count,sha256,manifest_path,manifest_hash_status,schema_status,freshness_status,resolved_source_status,blocking_reason
/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/18_payoff_state_representation_research/outputs/local_cache/18B_payoff_state_feature_matrix_audit/payoff_state_feature_matrix.parquet,ep18_matrix_row_keys,eighteen_b_matrix,1,ep18_current_feature_matrix,True,True,all,True,23405.0,75,efcb6d6082a52f917702435fd9995604f4afa5881dda06cd4a5f6fa7f4de7293,,not_manifested,pass,not_checked,pass,
/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/18_payoff_state_representation_research/outputs/local_cache/18B_payoff_state_feature_matrix_audit/payoff_state_feature_matrix.parquet,ep18_current_feature_matrix,eighteen_b_matrix,1,ep18_current_feature_matrix,True,True,all,True,23405.0,75,efcb6d6082a52f917702435fd9995604f4afa5881dda06cd4a5f6fa7f4de7293,,not_manifested,pass,not_checked,pass,
/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq,pit_price_path_panel,stock_daily_qfq_dir,1,qfq_price_and_money_source,True,True,M1|M3,True,4597.0,12,57eff7496328923096814494a6a683a9617b35e40ba12645567989180d913f84,,not_manifested,pass,not_checked,pass,
/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq,pit_money_flow_proxy_panel,stock_daily_qfq_dir,1,qfq_price_and_money_source,True,True,M2,True,4597.0,12,57eff7496328923096814494a6a683a9617b35e40ba12645567989180d913f84,,not_manifested,pass,not_checked,pass,
/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/16_winner_episode_sequential_sampling_geometry_preflight_v0/outputs/local_cache/16B_sequential_continuation_label_design_diagnostic/continuation_label_step_panel.parquet,episode_geometry_panel,sixteen_b_label_step_panel,1,geometry_step_source,True,True,M1|M5,True,504580.0,23,5199f61ea9a625a92eb0e5a0f86deed73fc539d65e74ee2623cadbc16700f2f1,,not_manifested,pass,not_checked,pass,
/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/16_winner_episode_sequential_sampling_geometry_preflight_v0/outputs/local_cache/16B_sequential_continuation_label_design_diagnostic/materialized_step_panel.parquet,episode_geometry_panel,sixteen_b_materialized_step_panel,2,geometry_interval_source,True,True,M1|M5,True,504580.0,15,962d90429193dc6171e0693ec3898f1c5c8d13b982163bd5c347481580f3a600,,not_manifested,pass,not_checked,pass,
/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/16_winner_episode_sequential_sampling_geometry_preflight_v0/outputs/local_cache/16A_sequential_sampling_geometry_preflight/episode_interval_panel.parquet,episode_geometry_panel,sixteen_a_episode_interval_panel,3,geometry_episode_interval_source,True,True,M1|M5,True,2867.0,14,f9d88fdf96a4ea59406ddbc18583a4af0fcabf388cd28453196ca82f4159603b,,not_manifested,pass,not_checked,pass,
/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq,episode_geometry_panel,stock_daily_qfq_dir,4,qfq_price_and_money_source,True,True,M1|M5,True,4597.0,12,57eff7496328923096814494a6a683a9617b35e40ba12645567989180d913f84,,not_manifested,pass,not_checked,pass,
/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq,pre_t0_supply_zone_panel,stock_daily_qfq_dir,1,qfq_price_and_money_source,True,False,M3,True,4597.0,12,57eff7496328923096814494a6a683a9617b35e40ba12645567989180d913f84,,not_manifested,pass,not_checked,pass,
/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/02_big_winner_reverse_lifecycle_profile_v0/outputs/large_raw/anchor_aligned_daily_panel.parquet,pre_t0_supply_zone_panel,ep02_anchor_aligned_daily_panel,2,appendix_context_source,False,False,M3,True,536272.0,77,51209adfeba3addbc61cefd4cbbe754709bb11d83f57a37327ff5d9dc0b03aa9,,not_manifested,pass,not_checked,pass,
/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/02_big_winner_reverse_lifecycle_profile_v0/outputs/large_raw/anchor_aligned_daily_panel.parquet,market_or_regime_context_panel,ep02_anchor_aligned_daily_panel,1,appendix_context_source,False,False,M4,True,536272.0,77,51209adfeba3addbc61cefd4cbbe754709bb11d83f57a37327ff5d9dc0b03aa9,,not_manifested,pass,not_checked,pass,
