primary_family,horizon,split,signal_date,calendar_year,decile_monotonicity_score,top_decile_minus_bottom_decile_matched_delta_net,top_quintile_minus_bottom_quintile_matched_delta_net,top_decile_minus_bottom_decile_net_return,top_quintile_minus_bottom_quintile_net_return,top_decile_minus_bottom_decile_gross_return,top_quintile_minus_bottom_quintile_gross_return
close_location,H1,train,2017-08-04,2017,0.8909090909090909,0.009980042544260999,0.015474053301408486,0.009907723395389543,0.015361922480383787,0.010017587263685188,0.015532266378855799
close_location,H1,train,2017-08-11,2017,0.6363636363636362,0.013761846495226679,0.014351720376373788,0.01366212296989895,0.01424772240263195,0.013813618285089438,0.014405711259919251
close_location,H1,train,2017-08-18,2017,-0.12727272727272726,-0.008832733157487815,-0.0018952090907095511,-0.008768260652688632,-0.001881375447711671,-0.008865489349442238,-0.001902237473845564
close_location,H1,train,2017-08-25,2017,-0.06666666666666665,1.6327972446975383e-05,-0.00022393607722424365,1.6209653806054103e-05,-0.00022231335202696685,1.6389397951094287e-05,-0.00022477852024500693
close_location,H1,train,2017-09-01,2017,0.19999999999999998,0.004438179012562159,0.003544113115511472,0.004407570881441041,0.0035196709560941526,0.004456445155328029,0.0035586995654863555
close_location,H1,train,2017-09-08,2017,-0.22424242424242422,-0.005635322264508509,-0.0049420947754611234,-0.00559563689644859,-0.00490729129112689,-0.005657685289453589,-0.004961706819556733
close_location,H1,train,2017-09-15,2017,0.06666666666666665,-0.003611255397150455,-0.003612519676936298,-0.003586001862904648,-0.003587257301573106,-0.0036257659964651257,-0.003627035356328475
close_location,H1,train,2017-09-22,2017,-0.17575757575757575,0.00425810151290582,-0.0007193299680950827,0.004228735295575435,-0.0007143690717633933,0.004275626513570756,-0.0007222905030027113
close_location,H1,train,2017-09-29,2017,-0.28484848484848485,-0.007086127329402718,-0.0038753373975776587,-0.007037592210708177,-0.003848793990744937,-0.007115630027560793,-0.0038914721499165054
close_location,H1,train,2017-10-13,2017,0.19999999999999998,0.005977039305562405,0.00390647825142147,0.005936379174232049,0.003879903569439014,0.006002205959430199,0.0039229266936968935
close_location,H1,train,2017-10-20,2017,-0.4424242424242424,-0.0037393045847446665,-0.0008960523874290971,-0.0035780039291532792,-0.0009166187063798432,-0.0036176793759483596,-0.0009267828250998072
close_location,H1,train,2017-10-27,2017,0.5151515151515151,0.01250725673342062,0.009278585073476429,0.011797643798537165,0.009184220622329759,0.011928464445496759,0.009286061778424143
close_location,H1,train,2017-11-03,2017,0.17575757575757575,0.0082302061763562,-0.002884477463638155,0.008818759233284587,-0.0015221798644564181,0.008916547894137507,-0.0015390588750502114
close_location,H1,train,2017-11-10,2017,0.23636363636363633,0.004001895467372471,0.01180147832625834,0.004232163625409039,0.011498696578161598,0.00427909285915857,0.01162620228618558
close_location,H1,train,2017-11-17,2017,0.8181818181818182,0.02168303669070488,0.018714464252237644,0.021197973960052904,0.01769093233001172,0.021433032139045384,0.017887101942542068
close_location,H1,train,2017-11-24,2017,-0.43030303030303024,-0.0010016568837139823,-0.002349665935065658,-0.000994888931796993,-0.0023337898138827834,-0.0010059209663229839,-0.002359668531577045
close_location,H1,train,2017-12-01,2017,0.5757575757575757,0.014486845733425723,0.014439371462888092,0.014388961640632306,0.014341808142192903,0.01454851665882483,0.014500840288930941
close_location,H1,train,2017-12-08,2017,0.9393939393939393,0.02027448395265977,0.017811394468771585,0.020134659925400044,0.01768855726553868,0.020357927323766352,0.017884700541668658
close_location,H1,train,2017-12-15,2017,-0.07878787878787878,0.001192205794075512,-0.001720911357377081,0.001183983685150854,-0.001709043003188273,0.0011971125364982826,-0.001727994084876836
close_location,H1,train,2017-12-22,2017,-0.01818181818181818,-0.0003381430776896908,0.002907379076200569,-0.0003358270292123638,0.002887465520884128,-0.0003395509176410778,0.0029194837877487808
close_location,H1,train,2017-12-29,2017,-0.2727272727272727,-0.0013601998173799574,-0.005602792048524065,-0.001640045329174734,-0.00558216336894008,-0.0016582313156877117,-0.005644062357910188
close_location,H1,train,2018-01-05,2018,-0.6969696969696969,-0.0101959982778043,-0.008515123422736253,-0.008836932103029138,-0.008898592320167622,-0.008934922277558719,-0.008997266226943674
close_location,H1,train,2018-01-12,2018,-0.18787878787878787,-0.010904975184886477,-0.005180823837705706,-0.01139239522920436,-0.005376762137773505,-0.011518722192431417,-0.005436383492123803
close_location,H1,train,2018-01-19,2018,0.5272727272727272,0.012267625688969538,0.013415169348865861,0.013638078505133511,0.01379971107996032,0.013789307198234811,0.013952732069758268
close_location,H1,train,2018-01-26,2018,-0.6242424242424242,-0.0020723815357277676,-0.012571301566059082,-0.00440322947351391,-0.01275207492767054,-0.00445205560678872,-0.012893478984328152
close_location,H1,train,2018-02-02,2018,-0.29696969696969694,-0.0037727206960992176,-0.006317804824389826,-0.0034673084377613017,-0.006227678713220906,-0.0035057564143897166,-0.006296735634436041
close_location,H1,train,2018-02-09,2018,0.8666666666666665,0.014053347427086256,0.010825582925466466,0.01395293358260445,0.010330581300311274,0.01410765361225028,0.01044513411714939
close_location,H1,train,2018-02-14,2018,0.1515151515151515,0.0008121634181260183,-0.00270808864332671,0.0020307302241627167,-0.0016939171063364605,0.002053248402051615,-0.0017127004613462782
close_location,H1,train,2018-02-23,2018,-0.10303030303030303,-0.009781838224294008,-0.0023067675006982545,-0.008350498114901985,-0.0021329593738972736,-0.008443094364159943,-0.002156611141148108
close_location,H1,train,2018-03-02,2018,-0.1515151515151515,0.0021641070507578374,-0.0017010385071967397,0.0021749835844863752,-0.0017494981777743434,0.0021991013460078953,-0.0017688978551488382
close_location,H1,train,2018-03-09,2018,-0.16363636363636364,0.0013999460711790765,-0.004407736628555252,0.002510090209031866,-0.0018906428933410518,0.0025379238706238804,-0.001911607683489008
close_location,H1,train,2018-03-16,2018,0.5636363636363636,0.0024726824779415027,0.009994966406062532,0.0023277201566731832,0.00972385596029832,0.002353531569700784,0.009831680975987111
close_location,H1,train,2018-03-23,2018,0.5272727272727272,0.01033214235876974,0.013357740637106864,0.010161002990628618,0.013077067518729973,0.010273675402823161,0.013222075323877211
close_location,H1,train,2018-03-30,2018,0.09090909090909088,-0.017066253662062145,-0.006887766356879475,-0.01699880140574428,-0.007009999357326175,-0.01718729617939667,-0.007087731205038443
close_location,H1,train,2018-04-04,2018,-0.6242424242424242,-0.009113374500559813,-0.005359646069558813,-0.00860564775057436,-0.005437746242851465,-0.00870107328006662,-0.005498043832237939
close_location,H1,train,2018-04-13,2018,-0.06666666666666665,-0.011236451411209263,0.0009541125979876041,-0.009390847444636589,0.002055888123661094,-0.009494979825575093,0.002078685270193611
close_location,H1,train,2018-04-20,2018,-0.04242424242424241,-0.004667940603815728,-0.003744601131828609,-0.006922708461127311,-0.0024361611564065085,-0.006999472365434202,-0.0024631750401973287
close_location,H1,train,2018-04-27,2018,0.4787878787878787,0.00021486134558020925,0.012776906519860128,0.00020136686879270414,0.012438497291234633,0.00020359976753942226,0.01257642417652051
