audit_scope,factor_id,usable_date_count_before,usable_date_count_after,train_missing_share_before,train_missing_share_after,raw_rank_mean,raw_rank_std,neutralized_rank_mean,neutralized_rank_std,signal_date,neutralization_failure_count,neutralization_status
factor,alpha002,430.0,429.0,0.0007778391127615247,0.004014653485221009,0.0025058274623006582,0.28866851329803467,0.0025037643499672413,0.2886718213558197,,,
factor,alpha003,430.0,430.0,0.0,0.0,0.0025044847279787064,0.28866884112358093,0.00250448496080935,0.2886718213558197,,,
factor,alpha004,430.0,430.0,0.0,0.0,0.0025044847279787064,0.2284960001707077,0.0025044847279787064,0.2886509299278259,,,
factor,alpha006,430.0,430.0,0.0,0.0,0.0025044844951480627,0.22657544910907745,0.0025044847279787064,0.28862088918685913,,,
factor,alpha007,430.0,430.0,0.0,0.0,0.0025044861249625683,0.2886713445186615,0.0025044847279787064,0.28867191076278687,,,
factor,alpha008,430.0,430.0,0.0,0.0,0.0025044851936399937,0.2886713445186615,0.0025044844951480627,0.28867191076278687,,,
factor,alpha009,430.0,430.0,0.0,0.0,0.0025044847279787064,0.2886713743209839,0.0025044847279787064,0.28867191076278687,,,
factor,alpha010,430.0,427.0,0.003387363878155303,0.015305866412405278,0.0025089820846915245,0.2886708080768585,0.0025053692515939474,0.28867191076278687,,,
factor,alpha011,430.0,428.0,0.0031866312038941746,0.009685351533095798,0.002510098973289132,0.2886713445186615,0.0025060013867914677,0.2886718809604645,,,
factor,alpha012,430.0,430.0,0.0,0.0,0.0025044851936399937,0.2886712849140167,0.0025044844951480627,0.28867191076278687,,,
factor,alpha013,430.0,430.0,0.0,0.0,0.0025044826325029135,0.2886713743209839,0.0025044847279787064,0.28867191076278687,,,
factor,alpha014,430.0,430.0,0.0,0.0,0.0025044847279787064,0.2886630892753601,0.0025044847279787064,0.28867170214653015,,,
factor,alpha015,430.0,430.0,0.0,0.0,0.00250448496080935,0.2878951132297516,0.0025044851936399937,0.2886703610420227,,,
factor,alpha017,430.0,430.0,0.00015054950569581838,0.00015054950569581838,0.002504747360944748,0.2886697053909302,0.0025047475937753916,0.2886718511581421,,,
factor,alpha018,430.0,430.0,0.0,0.0,0.0025044847279787064,0.2886699140071869,0.0025044847279787064,0.2886718511581421,,,
factor,alpha019,430.0,430.0,0.0,0.0,0.0025044847279787064,0.2886699140071869,0.0025044847279787064,0.2886718511581421,,,
factor,alpha020,430.0,430.0,0.0,0.0,0.0025044851936399937,0.28867024183273315,0.0025044847279787064,0.2886718809604645,,,
factor,alpha022,430.0,430.0,0.0,0.0,0.00250448496080935,0.2886713743209839,0.0025044847279787064,0.2886718809604645,,,
factor,alpha023,430.0,430.0,0.0,0.0,0.0025044833309948444,0.2886713445186615,0.0025044844951480627,0.28867191076278687,,,
factor,alpha024,430.0,430.0,0.0,0.0,0.00250448496080935,0.2886713445186615,0.0025044844951480627,0.2886718809604645,,,
factor,alpha025,382.0,332.0,0.26168013248356503,0.4320018065940684,0.0025953559670597315,0.2886711657047272,0.002484844299033284,0.2886718511581421,,,
factor,alpha027,430.0,430.0,0.0,0.0,0.0025044847279787064,0.2886713743209839,0.0025044844951480627,0.2886718809604645,,,
factor,alpha028,430.0,430.0,0.0,0.0,0.0025044858921319246,0.2886713743209839,0.0025044847279787064,0.28867191076278687,,,
factor,alpha029,430.0,430.0,0.0,0.0,0.00250448496080935,0.28867027163505554,0.0025044847279787064,0.2886718511581421,,,
factor,alpha031,430.0,430.0,0.0,0.0,0.0025044847279787064,0.2886713445186615,0.0025044847279787064,0.28867191076278687,,,
factor,alpha034,430.0,430.0,0.0,0.0,0.0025044847279787064,0.2886713445186615,0.0025044844951480627,0.28867191076278687,,,
factor,alpha037,430.0,430.0,0.0,0.0,0.0025044851936399937,0.2886713743209839,0.0025044851936399937,0.2886718809604645,,,
factor,alpha038,430.0,430.0,0.0,0.0,0.0025044851936399937,0.2602061629295349,0.0025044847279787064,0.28866007924079895,,,
factor,alpha040,429.0,429.0,0.0034877302152858114,0.0034877302152858114,0.0025027126539498568,0.2886713743209839,0.0025027126539498568,0.28867191076278687,,,
factor,alpha041,430.0,430.0,0.0,0.0,0.0025044833309948444,0.2886713743209839,0.0025044861249625683,0.2886718809604645,,,
factor,alpha043,430.0,430.0,0.0,0.0,0.0025044851936399937,0.2886713743209839,0.0025044847279787064,0.2886718809604645,,,
factor,alpha046,430.0,429.0,0.002107693079741013,0.005896522306418461,0.002507581142708659,0.2886713743209839,0.002506163204088807,0.28867191076278687,,,
factor,alpha047,430.0,430.0,0.0,0.0,0.0025044851936399937,0.2886713445186615,0.0025044844951480627,0.28867191076278687,,,
factor,alpha048,430.0,430.0,0.0,0.0,0.0025044847279787064,0.2886713743209839,0.0025044847279787064,0.28867191076278687,,,
factor,alpha049,430.0,430.0,0.0,0.0,0.002504484262317419,0.2886712849140167,0.00250448496080935,0.28867191076278687,,,
factor,alpha050,430.0,430.0,0.0,0.0,0.0025044847279787064,0.2886712849140167,0.0025044847279787064,0.2886718809604645,,,
factor,alpha051,430.0,430.0,0.0,0.0,0.0025044847279787064,0.2886712849140167,0.0025044847279787064,0.2886718809604645,,,
factor,alpha052,429.0,426.0,0.007100918351984786,0.020524915943192612,0.0025080677587538958,0.2886713445186615,0.002506206976249814,0.28867191076278687,,,
factor,alpha053,430.0,430.0,0.0,0.0,0.0025044844951480627,0.28255316615104675,0.0025044847279787064,0.28866660594940186,,,
factor,alpha055,430.0,429.0,0.0010789381241531615,0.004867767350830499,0.002506381832063198,0.2886713445186615,0.002504963194951415,0.2886718809604645,,,
factor,alpha057,430.0,430.0,0.0,0.0,0.0025044847279787064,0.2886713445186615,0.0025044847279787064,0.28867191076278687,,,
factor,alpha058,430.0,430.0,0.0,0.0,0.0025044851936399937,0.28504353761672974,0.0025044844951480627,0.2886682152748108,,,
factor,alpha059,430.0,429.0,0.0005520148542178527,0.004340844080895301,0.0025053308345377445,0.28867071866989136,0.0025039108004420996,0.2886718809604645,,,
factor,alpha060,430.0,421.0,0.011341396095749467,0.040673458122145845,0.0025245409924536943,0.2886713147163391,0.002506101503968239,0.2886718511581421,,,
factor,alpha063,430.0,430.0,0.0,0.0,0.00250448496080935,0.2886713445186615,0.00250448496080935,0.28867191076278687,,,
factor,alpha065,430.0,430.0,0.0,0.0,0.0025044844951480627,0.2886713445186615,0.0025044847279787064,0.28867191076278687,,,
factor,alpha066,430.0,430.0,0.0,0.0,0.0025044844951480627,0.2886713445186615,0.00250448496080935,0.28867191076278687,,,
factor,alpha067,430.0,430.0,0.0,0.0,0.0025044847279787064,0.2886713743209839,0.0025044844951480627,0.28867191076278687,,,
factor,alpha068,430.0,430.0,0.0,0.0,0.0025044851936399937,0.2886713445186615,0.0025044851936399937,0.28867191076278687,,,
factor,alpha069,430.0,429.0,0.0005520148542178527,0.004340844080895301,0.002505330368876457,0.2886713445186615,0.0025039108004420996,0.28867191076278687,,,
factor,alpha070,430.0,430.0,0.0,0.0,0.0025044844951480627,0.2886713743209839,0.0025044844951480627,0.2886718809604645,,,
factor,alpha071,430.0,429.0,0.002107693079741013,0.005896522306418461,0.002507581142708659,0.2886713445186615,0.0025061629712581635,0.28867191076278687,,,
factor,alpha072,430.0,430.0,0.0,0.0,0.0025044847279787064,0.2886713743209839,0.00250448496080935,0.28867191076278687,,,
