structure_candidate_id,train_winner_event_count,complete_profile_event_count,winner_coverage,winner_coverage_ci90_lower,winner_coverage_by_year,min_year_coverage,median_first_trigger_offset,p25_first_trigger_offset,p75_first_trigger_offset,triggered_event_count,trigger_days_per_event_mean,trigger_days_per_event_p90,stage_bucket_distribution,group,observable_action_time_flag,non_observable_reason,years_present,matched_background_coverage,matched_background_coverage_ci90_upper,action_time_background_signal_rate,winner_vs_background_coverage_lift,winner_vs_background_coverage_lift_ci90_lower,generic_strength_proxy_flag,generic_strength_proxy_reason,background_control_policy,non_default_background_policy_reason,formula_hash,profile_definition,action_time_definition,raw_feature_list,shared_feature_family,pattern_type,profile_window_bucket,lookback_days,required_days,dedup_gap_days,stage_a_rank_score
r02v2_acceleration_and_gap_persistence_3fbc74_0602d7_156070_4e0740_f5ca38,448,448,0.0,0.0,"{""2017"": 0.0, ""2018"": 0.0, ""2019"": 0.0, ""2020"": 0.0, ""2021"": 0.0}",0.0,,,,0,0.0,0.0,{},acceleration_and_gap,True,,0,0.0,0.0,0.0,,,False,,both,,91016f0c008ef9d3,return1d >= 0.05; rolling_days=3; required_days=3; window=build_window,return1d >= 0.05; rolling_days=3; required_days=3; window=build_window,return1d,acceleration,persistence,build_window,3,3,20,0.0
r02v2_acceleration_and_gap_persistence_3fbc74_0602d7_156070_ef2d12_f5ca38,448,448,0.0,0.0,"{""2017"": 0.0, ""2018"": 0.0, ""2019"": 0.0, ""2020"": 0.0, ""2021"": 0.0}",0.0,,,,0,0.0,0.0,{},acceleration_and_gap,True,,0,0.0,0.0,0.0,,,False,,both,,23f4cff2f1a377f6,return1d >= 0.05; rolling_days=5; required_days=3; window=build_window,return1d >= 0.05; rolling_days=5; required_days=3; window=build_window,return1d,acceleration,persistence,build_window,5,3,20,0.0
r02v2_acceleration_and_gap_persistence_3fbc74_0602d7_23e5f3_4e0740_f5ca38,448,448,0.0,0.0,"{""2017"": 0.0, ""2018"": 0.0, ""2019"": 0.0, ""2020"": 0.0, ""2021"": 0.0}",0.0,,,,0,0.0,0.0,{},acceleration_and_gap,True,,0,0.0,0.0,0.0,,,False,,both,,d75740a4c4533eb6,return1d >= 0.05; rolling_days=3; required_days=3; window=continuation_window,return1d >= 0.05; rolling_days=3; required_days=3; window=continuation_window,return1d,acceleration,persistence,continuation_window,3,3,20,0.0
r02v2_acceleration_and_gap_persistence_3fbc74_0602d7_23e5f3_ef2d12_f5ca38,448,448,0.0,0.0,"{""2017"": 0.0, ""2018"": 0.0, ""2019"": 0.0, ""2020"": 0.0, ""2021"": 0.0}",0.0,,,,0,0.0,0.0,{},acceleration_and_gap,True,,0,0.0,0.0,0.0,,,False,,both,,c7502f4dd0f54cf2,return1d >= 0.05; rolling_days=5; required_days=3; window=continuation_window,return1d >= 0.05; rolling_days=5; required_days=3; window=continuation_window,return1d,acceleration,persistence,continuation_window,5,3,20,0.0
r02v2_acceleration_and_gap_persistence_3fbc74_0602d7_60f76f_4e0740_f5ca38,448,448,0.0,0.0,"{""2017"": 0.0, ""2018"": 0.0, ""2019"": 0.0, ""2020"": 0.0, ""2021"": 0.0}",0.0,,,,0,0.0,0.0,{},acceleration_and_gap,True,,0,0.0,0.0,0.0,,,False,,both,,8ef2a2c787cad3da,return1d >= 0.05; rolling_days=3; required_days=3; window=full_window,return1d >= 0.05; rolling_days=3; required_days=3; window=full_window,return1d,acceleration,persistence,full_window,3,3,20,0.0
r02v2_acceleration_and_gap_persistence_3fbc74_0602d7_60f76f_ef2d12_f5ca38,448,448,0.0,0.0,"{""2017"": 0.0, ""2018"": 0.0, ""2019"": 0.0, ""2020"": 0.0, ""2021"": 0.0}",0.0,,,,0,0.0,0.0,{},acceleration_and_gap,True,,0,0.0,0.0,0.0,,,False,,both,,93f89151ea6c47ab,return1d >= 0.05; rolling_days=5; required_days=3; window=full_window,return1d >= 0.05; rolling_days=5; required_days=3; window=full_window,return1d,acceleration,persistence,full_window,5,3,20,0.0
r02v2_acceleration_and_gap_persistence_3fbc74_0602d7_a96cae_4e0740_f5ca38,448,448,0.0,0.0,"{""2017"": 0.0, ""2018"": 0.0, ""2019"": 0.0, ""2020"": 0.0, ""2021"": 0.0}",0.0,,,,0,0.0,0.0,{},acceleration_and_gap,True,,0,0.0,0.0,0.0,,,False,,both,,d5571cbff6b43cc6,return1d >= 0.05; rolling_days=3; required_days=3; window=early_window,return1d >= 0.05; rolling_days=3; required_days=3; window=early_window,return1d,acceleration,persistence,early_window,3,3,20,0.0
r02v2_acceleration_and_gap_persistence_3fbc74_0602d7_a96cae_ef2d12_f5ca38,448,448,0.0,0.0,"{""2017"": 0.0, ""2018"": 0.0, ""2019"": 0.0, ""2020"": 0.0, ""2021"": 0.0}",0.0,,,,0,0.0,0.0,{},acceleration_and_gap,True,,0,0.0,0.0,0.0,,,False,,both,,d3c337c4603bf2b1,return1d >= 0.05; rolling_days=5; required_days=3; window=early_window,return1d >= 0.05; rolling_days=5; required_days=3; window=early_window,return1d,acceleration,persistence,early_window,5,3,20,0.0
r02v2_acceleration_and_gap_persistence_3fbc74_773a15_156070_4e0740_f5ca38,448,448,0.0,0.0,"{""2017"": 0.0, ""2018"": 0.0, ""2019"": 0.0, ""2020"": 0.0, ""2021"": 0.0}",0.0,,,,0,0.0,0.0,{},acceleration_and_gap,True,,0,0.0,0.0,0.0,,,False,,both,,00deab558ad60f6d,return1d >= 0.03; rolling_days=3; required_days=3; window=build_window,return1d >= 0.03; rolling_days=3; required_days=3; window=build_window,return1d,acceleration,persistence,build_window,3,3,20,0.0
r02v2_acceleration_and_gap_persistence_3fbc74_773a15_156070_ef2d12_f5ca38,448,448,0.0,0.0,"{""2017"": 0.0, ""2018"": 0.0, ""2019"": 0.0, ""2020"": 0.0, ""2021"": 0.0}",0.0,,,,0,0.0,0.0,{},acceleration_and_gap,True,,0,0.0,0.0,0.0,,,False,,both,,ed5212ad2299301b,return1d >= 0.03; rolling_days=5; required_days=3; window=build_window,return1d >= 0.03; rolling_days=5; required_days=3; window=build_window,return1d,acceleration,persistence,build_window,5,3,20,0.0
r02v2_acceleration_and_gap_persistence_3fbc74_773a15_23e5f3_4e0740_f5ca38,448,448,0.0,0.0,"{""2017"": 0.0, ""2018"": 0.0, ""2019"": 0.0, ""2020"": 0.0, ""2021"": 0.0}",0.0,,,,0,0.0,0.0,{},acceleration_and_gap,True,,0,0.0,0.0,0.0,,,False,,both,,d3a6ddd8be03463d,return1d >= 0.03; rolling_days=3; required_days=3; window=continuation_window,return1d >= 0.03; rolling_days=3; required_days=3; window=continuation_window,return1d,acceleration,persistence,continuation_window,3,3,20,0.0
r02v2_acceleration_and_gap_persistence_3fbc74_773a15_23e5f3_ef2d12_f5ca38,448,448,0.0,0.0,"{""2017"": 0.0, ""2018"": 0.0, ""2019"": 0.0, ""2020"": 0.0, ""2021"": 0.0}",0.0,,,,0,0.0,0.0,{},acceleration_and_gap,True,,0,0.0,0.0,0.0,,,False,,both,,41aadd71ac12a2fa,return1d >= 0.03; rolling_days=5; required_days=3; window=continuation_window,return1d >= 0.03; rolling_days=5; required_days=3; window=continuation_window,return1d,acceleration,persistence,continuation_window,5,3,20,0.0
r02v2_acceleration_and_gap_persistence_3fbc74_773a15_60f76f_4e0740_f5ca38,448,448,0.0,0.0,"{""2017"": 0.0, ""2018"": 0.0, ""2019"": 0.0, ""2020"": 0.0, ""2021"": 0.0}",0.0,,,,0,0.0,0.0,{},acceleration_and_gap,True,,0,0.0,0.0,0.0,,,False,,both,,30294b0fab8037bb,return1d >= 0.03; rolling_days=3; required_days=3; window=full_window,return1d >= 0.03; rolling_days=3; required_days=3; window=full_window,return1d,acceleration,persistence,full_window,3,3,20,0.0
r02v2_acceleration_and_gap_persistence_3fbc74_773a15_60f76f_ef2d12_f5ca38,448,448,0.0,0.0,"{""2017"": 0.0, ""2018"": 0.0, ""2019"": 0.0, ""2020"": 0.0, ""2021"": 0.0}",0.0,,,,0,0.0,0.0,{},acceleration_and_gap,True,,0,0.0,0.0,0.0,,,False,,both,,3d350ee32f8d0b3a,return1d >= 0.03; rolling_days=5; required_days=3; window=full_window,return1d >= 0.03; rolling_days=5; required_days=3; window=full_window,return1d,acceleration,persistence,full_window,5,3,20,0.0
r02v2_acceleration_and_gap_persistence_3fbc74_773a15_a96cae_4e0740_f5ca38,448,448,0.0,0.0,"{""2017"": 0.0, ""2018"": 0.0, ""2019"": 0.0, ""2020"": 0.0, ""2021"": 0.0}",0.0,,,,0,0.0,0.0,{},acceleration_and_gap,True,,0,0.0,0.0,0.0,,,False,,both,,69d618b521cbe67b,return1d >= 0.03; rolling_days=3; required_days=3; window=early_window,return1d >= 0.03; rolling_days=3; required_days=3; window=early_window,return1d,acceleration,persistence,early_window,3,3,20,0.0
r02v2_acceleration_and_gap_persistence_3fbc74_773a15_a96cae_ef2d12_f5ca38,448,448,0.0,0.0,"{""2017"": 0.0, ""2018"": 0.0, ""2019"": 0.0, ""2020"": 0.0, ""2021"": 0.0}",0.0,,,,0,0.0,0.0,{},acceleration_and_gap,True,,0,0.0,0.0,0.0,,,False,,both,,a773ba6e421c2003,return1d >= 0.03; rolling_days=5; required_days=3; window=early_window,return1d >= 0.03; rolling_days=5; required_days=3; window=early_window,return1d,acceleration,persistence,early_window,5,3,20,0.0
r02v2_acceleration_and_gap_persistence_3fbc74_91539d_156070_4e0740_f5ca38,448,448,0.0,0.0,"{""2017"": 0.0, ""2018"": 0.0, ""2019"": 0.0, ""2020"": 0.0, ""2021"": 0.0}",0.0,,,,0,0.0,0.0,{},acceleration_and_gap,True,,0,0.0,0.0,0.0,,,False,,both,,d46ffb9c951402bd,return1d >= 0.07; rolling_days=3; required_days=3; window=build_window,return1d >= 0.07; rolling_days=3; required_days=3; window=build_window,return1d,acceleration,persistence,build_window,3,3,20,0.0
r02v2_acceleration_and_gap_persistence_3fbc74_91539d_156070_ef2d12_f5ca38,448,448,0.0,0.0,"{""2017"": 0.0, ""2018"": 0.0, ""2019"": 0.0, ""2020"": 0.0, ""2021"": 0.0}",0.0,,,,0,0.0,0.0,{},acceleration_and_gap,True,,0,0.0,0.0,0.0,,,False,,both,,27b1a3ccfe469fcd,return1d >= 0.07; rolling_days=5; required_days=3; window=build_window,return1d >= 0.07; rolling_days=5; required_days=3; window=build_window,return1d,acceleration,persistence,build_window,5,3,20,0.0
r02v2_acceleration_and_gap_persistence_3fbc74_91539d_23e5f3_4e0740_f5ca38,448,448,0.0,0.0,"{""2017"": 0.0, ""2018"": 0.0, ""2019"": 0.0, ""2020"": 0.0, ""2021"": 0.0}",0.0,,,,0,0.0,0.0,{},acceleration_and_gap,True,,0,0.0,0.0,0.0,,,False,,both,,7c8945d697398a02,return1d >= 0.07; rolling_days=3; required_days=3; window=continuation_window,return1d >= 0.07; rolling_days=3; required_days=3; window=continuation_window,return1d,acceleration,persistence,continuation_window,3,3,20,0.0
r02v2_acceleration_and_gap_persistence_3fbc74_91539d_23e5f3_ef2d12_f5ca38,448,448,0.0,0.0,"{""2017"": 0.0, ""2018"": 0.0, ""2019"": 0.0, ""2020"": 0.0, ""2021"": 0.0}",0.0,,,,0,0.0,0.0,{},acceleration_and_gap,True,,0,0.0,0.0,0.0,,,False,,both,,2d52aa47ee654b2c,return1d >= 0.07; rolling_days=5; required_days=3; window=continuation_window,return1d >= 0.07; rolling_days=5; required_days=3; window=continuation_window,return1d,acceleration,persistence,continuation_window,5,3,20,0.0
r02v2_acceleration_and_gap_persistence_3fbc74_91539d_60f76f_4e0740_f5ca38,448,448,0.0,0.0,"{""2017"": 0.0, ""2018"": 0.0, ""2019"": 0.0, ""2020"": 0.0, ""2021"": 0.0}",0.0,,,,0,0.0,0.0,{},acceleration_and_gap,True,,0,0.0,0.0,0.0,,,False,,both,,35ee1ddf92859c5b,return1d >= 0.07; rolling_days=3; required_days=3; window=full_window,return1d >= 0.07; rolling_days=3; required_days=3; window=full_window,return1d,acceleration,persistence,full_window,3,3,20,0.0
r02v2_acceleration_and_gap_persistence_3fbc74_91539d_60f76f_ef2d12_f5ca38,448,448,0.0,0.0,"{""2017"": 0.0, ""2018"": 0.0, ""2019"": 0.0, ""2020"": 0.0, ""2021"": 0.0}",0.0,,,,0,0.0,0.0,{},acceleration_and_gap,True,,0,0.0,0.0,0.0,,,False,,both,,15696ccb42240eec,return1d >= 0.07; rolling_days=5; required_days=3; window=full_window,return1d >= 0.07; rolling_days=5; required_days=3; window=full_window,return1d,acceleration,persistence,full_window,5,3,20,0.0
r02v2_acceleration_and_gap_persistence_3fbc74_91539d_a96cae_4e0740_f5ca38,448,448,0.0,0.0,"{""2017"": 0.0, ""2018"": 0.0, ""2019"": 0.0, ""2020"": 0.0, ""2021"": 0.0}",0.0,,,,0,0.0,0.0,{},acceleration_and_gap,True,,0,0.0,0.0,0.0,,,False,,both,,651a0289d2fc0854,return1d >= 0.07; rolling_days=3; required_days=3; window=early_window,return1d >= 0.07; rolling_days=3; required_days=3; window=early_window,return1d,acceleration,persistence,early_window,3,3,20,0.0
r02v2_acceleration_and_gap_persistence_3fbc74_91539d_a96cae_ef2d12_f5ca38,448,448,0.0,0.0,"{""2017"": 0.0, ""2018"": 0.0, ""2019"": 0.0, ""2020"": 0.0, ""2021"": 0.0}",0.0,,,,0,0.0,0.0,{},acceleration_and_gap,True,,0,0.0,0.0,0.0,,,False,,both,,ea08ae4f17d327fb,return1d >= 0.07; rolling_days=5; required_days=3; window=early_window,return1d >= 0.07; rolling_days=5; required_days=3; window=early_window,return1d,acceleration,persistence,early_window,5,3,20,0.0
r02v2_acceleration_and_gap_persistence_813ecf_312b95_156070_4e0740_f5ca38,448,448,0.21875,0.18662109375,"{""2017"": 0.0, ""2018"": 0.09333333333333334, ""2019"": 0.2261904761904762, ""2020"": 0.2857142857142857, ""2021"": 0.25316455696202533}",0.0,8.0,7.0,10.0,98,2.167235494880546,4.0,"{""25%"": 8.0, ""50%"": 10.0, ""75%"": 13.0, ""count"": 635.0, ""max"": 15.0, ""mean"": 10.26771653543307, ""min"": 6.0, ""std"": 2.8078551905780533}",acceleration_and_gap,True,,4,0.10714285714285714,0.11789300638393083,0.003045903756062838,2.041666666666667,1.5829700121672103,False,,both,,1db5b5f765a5f43d,gap_open_pct >= 0.01; rolling_days=3; required_days=3; window=build_window,gap_open_pct >= 0.01; rolling_days=3; required_days=3; window=build_window,gap_open_pct,acceleration,persistence,build_window,3,3,20,0.44525423829644595
r02v2_acceleration_and_gap_persistence_813ecf_312b95_156070_ef2d12_f5ca38,448,448,0.21875,0.18662109375,"{""2017"": 0.0, ""2018"": 0.09333333333333334, ""2019"": 0.2261904761904762, ""2020"": 0.2857142857142857, ""2021"": 0.25316455696202533}",0.0,8.0,7.0,10.0,98,2.167235494880546,4.0,"{""25%"": 8.0, ""50%"": 10.0, ""75%"": 13.0, ""count"": 635.0, ""max"": 15.0, ""mean"": 10.26771653543307, ""min"": 6.0, ""std"": 2.8078551905780533}",acceleration_and_gap,True,,4,0.10714285714285714,0.11789300638393083,0.02150341836481319,2.041666666666667,1.5829700121672103,False,,both,,ba954ee150010842,gap_open_pct >= 0.01; rolling_days=5; required_days=3; window=build_window,gap_open_pct >= 0.01; rolling_days=5; required_days=3; window=build_window,gap_open_pct,acceleration,persistence,build_window,5,3,20,0.43701084310009
r02v2_acceleration_and_gap_persistence_813ecf_312b95_23e5f3_4e0740_f5ca38,448,448,0.328125,0.29163357723108807,"{""2017"": 0.10714285714285714, ""2018"": 0.28, ""2019"": 0.32142857142857145, ""2020"": 0.4010989010989011, ""2021"": 0.2911392405063291}",0.10714285714285714,18.0,17.0,23.0,147,2.5163934426229506,5.0,"{""25%"": 19.0, ""50%"": 23.0, ""75%"": 27.0, ""count"": 921.0, ""max"": 30.0, ""mean"": 22.79044516829533, ""min"": 16.0, ""std"": 4.42013130798969}",acceleration_and_gap,True,,5,0.18035714285714285,0.19372066371290494,0.003045903756062838,1.8193069306930694,1.5054335022478067,False,,both,,201949e665c2e798,gap_open_pct >= 0.01; rolling_days=3; required_days=3; window=continuation_window,gap_open_pct >= 0.01; rolling_days=3; required_days=3; window=continuation_window,gap_open_pct,acceleration,persistence,continuation_window,3,3,20,0.5951418036635663
r02v2_acceleration_and_gap_persistence_813ecf_312b95_23e5f3_ef2d12_f5ca38,448,448,0.328125,0.29163357723108807,"{""2017"": 0.10714285714285714, ""2018"": 0.28, ""2019"": 0.32142857142857145, ""2020"": 0.4010989010989011, ""2021"": 0.2911392405063291}",0.10714285714285714,18.0,17.0,23.0,147,2.5163934426229506,5.0,"{""25%"": 19.0, ""50%"": 23.0, ""75%"": 27.0, ""count"": 921.0, ""max"": 30.0, ""mean"": 22.79044516829533, ""min"": 16.0, ""std"": 4.42013130798969}",acceleration_and_gap,True,,5,0.18035714285714285,0.19372066371290494,0.02150341836481319,1.8193069306930694,1.5054335022478067,False,,both,,97b42ed3514c355d,gap_open_pct >= 0.01; rolling_days=5; required_days=3; window=continuation_window,gap_open_pct >= 0.01; rolling_days=5; required_days=3; window=continuation_window,gap_open_pct,acceleration,persistence,continuation_window,5,3,20,0.5841234041436846
r02v2_acceleration_and_gap_persistence_813ecf_312b95_60f76f_4e0740_f5ca38,448,448,0.6830357142857143,0.6468736039688501,"{""2017"": 0.2857142857142857, ""2018"": 0.6533333333333333, ""2019"": 0.6904761904761905, ""2020"": 0.7307692307692307, ""2021"": 0.7341772151898734}",0.2857142857142857,4.0,2.0,9.0,306,4.7009569377990434,9.0,"{""25%"": 7.0, ""50%"": 14.0, ""75%"": 22.0, ""count"": 1965.0, ""max"": 30.0, ""mean"": 14.567430025445292, ""min"": 0.0, ""std"": 8.89736440991288}",acceleration_and_gap,True,,5,0.4433035714285714,0.46056996856797505,0.003045903756062838,1.540785498489426,1.4045066941297513,False,,both,,e4524a65ef7901e0,gap_open_pct >= 0.01; rolling_days=3; required_days=3; window=full_window,gap_open_pct >= 0.01; rolling_days=3; required_days=3; window=full_window,gap_open_pct,acceleration,persistence,full_window,3,3,20,1.0492059793093766
r02v2_acceleration_and_gap_persistence_813ecf_312b95_60f76f_ef2d12_f5ca38,448,448,0.6830357142857143,0.6468736039688501,"{""2017"": 0.2857142857142857, ""2018"": 0.6533333333333333, ""2019"": 0.6904761904761905, ""2020"": 0.7307692307692307, ""2021"": 0.7341772151898734}",0.2857142857142857,4.0,2.0,9.0,306,4.7009569377990434,9.0,"{""25%"": 7.0, ""50%"": 14.0, ""75%"": 22.0, ""count"": 1965.0, ""max"": 30.0, ""mean"": 14.567430025445292, ""min"": 0.0, ""std"": 8.89736440991288}",acceleration_and_gap,True,,5,0.4433035714285714,0.46056996856797505,0.02150341836481319,1.540785498489426,1.4045066941297513,False,,both,,b7eb72e748430f85,gap_open_pct >= 0.01; rolling_days=5; required_days=3; window=full_window,gap_open_pct >= 0.01; rolling_days=5; required_days=3; window=full_window,gap_open_pct,acceleration,persistence,full_window,5,3,20,1.0297810782395558
r02v2_acceleration_and_gap_persistence_813ecf_312b95_a96cae_4e0740_f5ca38,448,448,0.07589285714285714,0.05531081276011725,"{""2017"": 0.0, ""2018"": 0.05333333333333334, ""2019"": 0.047619047619047616, ""2020"": 0.09340659340659341, ""2021"": 0.11392405063291139}",0.0,2.0,1.0,4.0,34,1.616600790513834,3.0,"{""25%"": 1.0, ""50%"": 3.0, ""75%"": 4.0, ""count"": 409.0, ""max"": 5.0, ""mean"": 2.726161369193154, ""min"": 0.0, ""std"": 1.6710702169491836}",acceleration_and_gap,True,,4,0.03169642857142857,0.037785524627583014,0.003045903756062838,2.3943661971830985,1.4638095753668845,False,,both,,0a4138477767aadf,gap_open_pct >= 0.01; rolling_days=3; required_days=3; window=early_window,gap_open_pct >= 0.01; rolling_days=3; required_days=3; window=early_window,gap_open_pct,acceleration,persistence,early_window,3,3,20,0.18116180446082608
r02v2_acceleration_and_gap_persistence_813ecf_312b95_a96cae_ef2d12_f5ca38,448,448,0.07589285714285714,0.05531081276011725,"{""2017"": 0.0, ""2018"": 0.05333333333333334, ""2019"": 0.047619047619047616, ""2020"": 0.09340659340659341, ""2021"": 0.11392405063291139}",0.0,2.0,1.0,4.0,34,1.616600790513834,3.0,"{""25%"": 1.0, ""50%"": 3.0, ""75%"": 4.0, ""count"": 409.0, ""max"": 5.0, ""mean"": 2.726161369193154, ""min"": 0.0, ""std"": 1.6710702169491836}",acceleration_and_gap,True,,4,0.03169642857142857,0.037785524627583014,0.02150341836481319,2.3943661971830985,1.4638095753668845,False,,both,,a0fb436c3507c1e6,gap_open_pct >= 0.01; rolling_days=5; required_days=3; window=early_window,gap_open_pct >= 0.01; rolling_days=5; required_days=3; window=early_window,gap_open_pct,acceleration,persistence,early_window,5,3,20,0.17780779180870784
r02v2_acceleration_and_gap_persistence_813ecf_773a15_156070_4e0740_f5ca38,448,448,0.013392857142857142,0.004459069168283463,"{""2017"": 0.0, ""2018"": 0.0, ""2019"": 0.0, ""2020"": 0.02197802197802198, ""2021"": 0.02531645569620253}",0.0,9.0,7.0,13.0,6,1.4,2.0,"{""25%"": 8.0, ""50%"": 10.0, ""75%"": 13.0, ""count"": 105.0, ""max"": 15.0, ""mean"": 10.476190476190476, ""min"": 6.0, ""std"": 3.057447521705867}",acceleration_and_gap,True,,2,0.002232142857142857,0.0038724215395003992,0.00014346648126382935,6.0,1.151493741783791,False,,both,,4ade520857b9a84f,gap_open_pct >= 0.03; rolling_days=3; required_days=3; window=build_window,gap_open_pct >= 0.03; rolling_days=3; required_days=3; window=build_window,gap_open_pct,acceleration,persistence,build_window,3,3,20,0.08034561430061272
r02v2_acceleration_and_gap_persistence_813ecf_773a15_156070_ef2d12_f5ca38,448,448,0.013392857142857142,0.004459069168283463,"{""2017"": 0.0, ""2018"": 0.0, ""2019"": 0.0, ""2020"": 0.02197802197802198, ""2021"": 0.02531645569620253}",0.0,9.0,7.0,13.0,6,1.4,2.0,"{""25%"": 8.0, ""50%"": 10.0, ""75%"": 13.0, ""count"": 105.0, ""max"": 15.0, ""mean"": 10.476190476190476, ""min"": 6.0, ""std"": 3.057447521705867}",acceleration_and_gap,True,,2,0.002232142857142857,0.0038724215395003992,0.000645599165687232,6.0,1.151493741783791,False,,both,,21bea5a4dd0c63e2,gap_open_pct >= 0.03; rolling_days=5; required_days=3; window=build_window,gap_open_pct >= 0.03; rolling_days=5; required_days=3; window=build_window,gap_open_pct,acceleration,persistence,build_window,5,3,20,0.08030526435275727
r02v2_acceleration_and_gap_persistence_813ecf_773a15_23e5f3_4e0740_f5ca38,448,448,0.017857142857142856,0.007564658561312684,"{""2017"": 0.0, ""2018"": 0.0, ""2019"": 0.0, ""2020"": 0.03296703296703297, ""2021"": 0.02531645569620253}",0.0,22.0,18.0,26.0,8,1.3465346534653466,2.0,"{""25%"": 19.0, ""50%"": 23.0, ""75%"": 26.25, ""count"": 136.0, ""max"": 30.0, ""mean"": 22.875, ""min"": 16.0, ""std"": 4.536987906007604}",acceleration_and_gap,True,,2,0.002232142857142857,0.0038724215395003992,0.00014346648126382935,8.0,1.9534698080128536,False,,both,,812bcda693780a3a,gap_open_pct >= 0.03; rolling_days=3; required_days=3; window=continuation_window,gap_open_pct >= 0.03; rolling_days=3; required_days=3; window=continuation_window,gap_open_pct,acceleration,persistence,continuation_window,3,3,20,0.14283664764553372
r02v2_acceleration_and_gap_persistence_813ecf_773a15_23e5f3_ef2d12_f5ca38,448,448,0.017857142857142856,0.007564658561312684,"{""2017"": 0.0, ""2018"": 0.0, ""2019"": 0.0, ""2020"": 0.03296703296703297, ""2021"": 0.02531645569620253}",0.0,22.0,18.0,26.0,8,1.3465346534653466,2.0,"{""25%"": 19.0, ""50%"": 23.0, ""75%"": 26.25, ""count"": 136.0, ""max"": 30.0, ""mean"": 22.875, ""min"": 16.0, ""std"": 4.536987906007604}",acceleration_and_gap,True,,2,0.002232142857142857,0.0038724215395003992,0.000645599165687232,8.0,1.9534698080128536,False,,both,,7465676e7d42ae31,gap_open_pct >= 0.03; rolling_days=5; required_days=3; window=continuation_window,gap_open_pct >= 0.03; rolling_days=5; required_days=3; window=continuation_window,gap_open_pct,acceleration,persistence,continuation_window,5,3,20,0.14276491440490183
r02v2_acceleration_and_gap_persistence_813ecf_773a15_60f76f_4e0740_f5ca38,448,448,0.08035714285714286,0.059229612242458096,"{""2017"": 0.0, ""2018"": 0.0, ""2019"": 0.07142857142857142, ""2020"": 0.10989010989010989, ""2021"": 0.12658227848101267}",0.0,10.0,4.0,19.0,36,1.8361581920903955,4.0,"{""25%"": 5.0, ""50%"": 13.0, ""75%"": 21.0, ""count"": 325.0, ""max"": 30.0, ""mean"": 13.649230769230769, ""min"": 0.0, ""std"": 9.088048777339239}",acceleration_and_gap,True,,3,0.014285714285714285,0.018410186654566885,0.00014346648126382935,5.625000000000001,3.2172195401270103,False,,both,,b1275ff8baf86a58,gap_open_pct >= 0.03; rolling_days=3; required_days=3; window=full_window,gap_open_pct >= 0.03; rolling_days=3; required_days=3; window=full_window,gap_open_pct,acceleration,persistence,full_window,3,3,20,0.4519440804409467
r02v2_acceleration_and_gap_persistence_813ecf_773a15_60f76f_ef2d12_f5ca38,448,448,0.08035714285714286,0.059229612242458096,"{""2017"": 0.0, ""2018"": 0.0, ""2019"": 0.07142857142857142, ""2020"": 0.10989010989010989, ""2021"": 0.12658227848101267}",0.0,10.0,4.0,19.0,36,1.8361581920903955,4.0,"{""25%"": 5.0, ""50%"": 13.0, ""75%"": 21.0, ""count"": 325.0, ""max"": 30.0, ""mean"": 13.649230769230769, ""min"": 0.0, ""std"": 9.088048777339239}",acceleration_and_gap,True,,3,0.014285714285714285,0.018410186654566885,0.000645599165687232,5.625000000000001,3.2172195401270103,False,,both,,afe546d787fcb5ca,gap_open_pct >= 0.03; rolling_days=5; required_days=3; window=full_window,gap_open_pct >= 0.03; rolling_days=5; required_days=3; window=full_window,gap_open_pct,acceleration,persistence,full_window,5,3,20,0.4517171119842598
r02v2_acceleration_and_gap_persistence_813ecf_773a15_a96cae_4e0740_f5ca38,448,448,0.013392857142857142,0.004459069168283463,"{""2017"": 0.0, ""2018"": 0.0, ""2019"": 0.011904761904761904, ""2020"": 0.016483516483516484, ""2021"": 0.02531645569620253}",0.0,2.0,0.0,4.0,6,1.4482758620689655,2.3000000000000043,"{""25%"": 1.0, ""50%"": 3.0, ""75%"": 4.0, ""count"": 84.0, ""max"": 5.0, ""mean"": 2.6785714285714284, ""min"": 0.0, ""std"": 1.7912821973377449}",acceleration_and_gap,True,,3,0.0004464285714285714,0.0011806396301384384,0.00014346648126382935,30.0,3.7768249129165734,False,,both,,1c5788406e1d9951,gap_open_pct >= 0.03; rolling_days=3; required_days=3; window=early_window,gap_open_pct >= 0.03; rolling_days=3; required_days=3; window=early_window,gap_open_pct,acceleration,persistence,early_window,3,3,20,0.4017280715030636
r02v2_acceleration_and_gap_persistence_813ecf_773a15_a96cae_ef2d12_f5ca38,448,448,0.013392857142857142,0.004459069168283463,"{""2017"": 0.0, ""2018"": 0.0, ""2019"": 0.011904761904761904, ""2020"": 0.016483516483516484, ""2021"": 0.02531645569620253}",0.0,2.0,0.0,4.0,6,1.4482758620689655,2.3000000000000043,"{""25%"": 1.0, ""50%"": 3.0, ""75%"": 4.0, ""count"": 84.0, ""max"": 5.0, ""mean"": 2.6785714285714284, ""min"": 0.0, ""std"": 1.7912821973377449}",acceleration_and_gap,True,,3,0.0004464285714285714,0.0011806396301384384,0.000645599165687232,30.0,3.7768249129165734,False,,both,,a8b2e263a2546742,gap_open_pct >= 0.03; rolling_days=5; required_days=3; window=early_window,gap_open_pct >= 0.03; rolling_days=5; required_days=3; window=early_window,gap_open_pct,acceleration,persistence,early_window,5,3,20,0.4015263217637864
