variant,seed,feature,gain,split_count
alpha20,20260727,WVMA5,5.500051975250244,3
alpha20,20260727,RSQR5,0.9706810116767883,1
alpha20,20260727,KLEN,16.706352308392525,6
alpha20,20260727,RSQR10,0.0,0
alpha20,20260727,CORR5,5.149070143699646,2
alpha20,20260727,CORD5,3.8613399267196655,2
alpha20,20260727,CORR10,5.468189835548401,2
alpha20,20260727,ROC60,15.880459785461426,5
alpha20,20260727,RESI10,6.5111401081085205,2
alpha20,20260727,VSTD5,0.0,0
alpha20,20260727,RSQR60,2.057110071182251,1
alpha20,20260727,CORR60,0.6342740058898926,1
alpha20,20260727,WVMA60,14.415420174598694,5
alpha20,20260727,STD5,7.145580053329468,2
alpha20,20260727,RSQR20,14.74603009223938,2
alpha20,20260727,CORD60,0.0,0
alpha20,20260727,CORD10,6.636041954159737,3
alpha20,20260727,CORR20,21.022653222084045,3
alpha20,20260727,KLOW,1.7609000205993652,1
plus_close_momentum_20d,20260723,RESI5,72.36752708256245,21
plus_close_momentum_20d,20260723,WVMA5,26.51602268218994,10
plus_close_momentum_20d,20260723,RSQR5,33.13044497498777,15
plus_close_momentum_20d,20260723,KLEN,80.9649067223072,26
plus_close_momentum_20d,20260723,RSQR10,11.829252898693085,5
plus_close_momentum_20d,20260723,CORR5,42.00706401467323,12
plus_close_momentum_20d,20260723,CORD5,12.08631181716919,8
plus_close_momentum_20d,20260723,CORR10,20.017300248146057,8
plus_close_momentum_20d,20260723,ROC60,35.71855095028877,13
plus_close_momentum_20d,20260723,RESI10,55.58863753080368,14
plus_close_momentum_20d,20260723,VSTD5,21.791503965854645,8
plus_close_momentum_20d,20260723,RSQR60,19.85004210472107,8
plus_close_momentum_20d,20260723,CORR60,39.26311719417572,15
plus_close_momentum_20d,20260723,WVMA60,51.81533026415855,21
plus_close_momentum_20d,20260723,STD5,43.545089887455106,12
plus_close_momentum_20d,20260723,RSQR20,37.479797810316086,13
plus_close_momentum_20d,20260723,CORD60,46.47331666946411,13
plus_close_momentum_20d,20260723,CORD10,17.891018971800804,11
plus_close_momentum_20d,20260723,CORR20,47.24001324176788,10
plus_close_momentum_20d,20260723,KLOW,21.834829807281494,3
plus_close_momentum_20d,20260723,close_momentum_20d,49.92896866798401,16
plus_close_momentum_20d,20260724,RESI5,66.52213734388351,16
plus_close_momentum_20d,20260724,WVMA5,41.92638519406319,16
plus_close_momentum_20d,20260724,RSQR5,29.811698853969574,10
plus_close_momentum_20d,20260724,KLEN,64.21651357412338,17
plus_close_momentum_20d,20260724,RSQR10,34.946575194597244,10
plus_close_momentum_20d,20260724,CORR5,44.92391902208328,16
plus_close_momentum_20d,20260724,CORD5,15.583191007375717,10
plus_close_momentum_20d,20260724,CORR10,33.07375953346491,20
plus_close_momentum_20d,20260724,ROC60,61.082218408584595,21
plus_close_momentum_20d,20260724,RESI10,40.98482087254524,18
plus_close_momentum_20d,20260724,VSTD5,10.736319780349731,3
plus_close_momentum_20d,20260724,RSQR60,19.466393411159515,11
plus_close_momentum_20d,20260724,CORR60,15.583940386772156,6
plus_close_momentum_20d,20260724,WVMA60,54.80246230959892,16
plus_close_momentum_20d,20260724,STD5,35.97685574507341,13
plus_close_momentum_20d,20260724,RSQR20,20.424179911613464,4
plus_close_momentum_20d,20260724,CORD60,41.02700799703598,11
plus_close_momentum_20d,20260724,CORD10,19.378732934594154,13
plus_close_momentum_20d,20260724,CORR20,34.002768471837044,9
plus_close_momentum_20d,20260724,KLOW,26.302102357149124,8
plus_close_momentum_20d,20260724,close_momentum_20d,49.62643986940384,16
plus_close_momentum_20d,20260725,RESI5,62.88549400866032,17
plus_close_momentum_20d,20260725,WVMA5,23.724045604467392,10
plus_close_momentum_20d,20260725,RSQR5,18.80761283636093,8
plus_close_momentum_20d,20260725,KLEN,53.432157224975526,18
plus_close_momentum_20d,20260725,RSQR10,11.233949899673462,4
plus_close_momentum_20d,20260725,CORR5,27.139739993494004,11
plus_close_momentum_20d,20260725,CORD5,19.117575854063034,9
plus_close_momentum_20d,20260725,CORR10,29.57870377600193,17
plus_close_momentum_20d,20260725,ROC60,34.445369601249695,12
plus_close_momentum_20d,20260725,RESI10,35.14992852509022,10
plus_close_momentum_20d,20260725,VSTD5,2.48757004737854,1
plus_close_momentum_20d,20260725,RSQR60,15.161584008252248,8
plus_close_momentum_20d,20260725,CORR60,10.324383735656738,3
plus_close_momentum_20d,20260725,WVMA60,35.57476997375488,11
plus_close_momentum_20d,20260725,STD5,49.17731064558029,12
plus_close_momentum_20d,20260725,RSQR20,20.72630101442337,8
plus_close_momentum_20d,20260725,CORD60,47.517049397109076,17
plus_close_momentum_20d,20260725,CORD10,11.257884196937084,7
plus_close_momentum_20d,20260725,CORR20,35.33876442909241,4
plus_close_momentum_20d,20260725,KLOW,27.62764341570437,11
plus_close_momentum_20d,20260725,close_momentum_20d,64.02008807659149,19
plus_close_momentum_20d,20260726,RESI5,53.84930543601513,16
plus_close_momentum_20d,20260726,WVMA5,25.83454103767872,8
plus_close_momentum_20d,20260726,RSQR5,26.642499923706055,8
plus_close_momentum_20d,20260726,KLEN,42.101684025488794,13
plus_close_momentum_20d,20260726,RSQR10,8.759429931640625,2
plus_close_momentum_20d,20260726,CORR5,27.69039934873581,7
plus_close_momentum_20d,20260726,CORD5,4.200189828872681,2
plus_close_momentum_20d,20260726,CORR10,7.002145051956177,4
plus_close_momentum_20d,20260726,ROC60,28.396729350090027,10
plus_close_momentum_20d,20260726,RESI10,20.490433111786842,6
plus_close_momentum_20d,20260726,VSTD5,0.0,0
plus_close_momentum_20d,20260726,RSQR60,13.167168110609055,6
plus_close_momentum_20d,20260726,CORR60,8.036243677139282,3
plus_close_momentum_20d,20260726,WVMA60,29.218355357646942,8
plus_close_momentum_20d,20260726,STD5,32.712119817733765,5
plus_close_momentum_20d,20260726,RSQR20,11.94263307750225,6
plus_close_momentum_20d,20260726,CORD60,33.84439319372177,9
plus_close_momentum_20d,20260726,CORD10,4.2960299253463745,2
plus_close_momentum_20d,20260726,CORR20,25.30705550312996,6
plus_close_momentum_20d,20260726,KLOW,4.918689966201782,3
plus_close_momentum_20d,20260726,close_momentum_20d,38.84201002120972,6
plus_close_momentum_20d,20260727,RESI5,64.14069065451622,23
plus_close_momentum_20d,20260727,WVMA5,53.51129812002182,21
plus_close_momentum_20d,20260727,RSQR5,52.132524844259024,22
plus_close_momentum_20d,20260727,KLEN,84.57552766799927,20
plus_close_momentum_20d,20260727,RSQR10,28.06649401318282,10
plus_close_momentum_20d,20260727,CORR5,58.92021646350622,22
plus_close_momentum_20d,20260727,CORD5,35.352315813302994,18
plus_close_momentum_20d,20260727,CORR10,22.172653801739216,16
plus_close_momentum_20d,20260727,ROC60,74.79793946444988,25
plus_close_momentum_20d,20260727,RESI10,60.07674916088581,19
plus_close_momentum_20d,20260727,VSTD5,11.712317883968353,6
plus_close_momentum_20d,20260727,RSQR60,28.290460765361786,14
plus_close_momentum_20d,20260727,CORR60,36.621732994914055,18
plus_close_momentum_20d,20260727,WVMA60,59.6694111675024,23
plus_close_momentum_20d,20260727,STD5,57.30991421639919,23
plus_close_momentum_20d,20260727,RSQR20,14.911400258541107,7
plus_close_momentum_20d,20260727,CORD60,76.76976057887077,31
plus_close_momentum_20d,20260727,CORD10,10.107476584613323,9
plus_close_momentum_20d,20260727,CORR20,42.98946687579155,13
plus_close_momentum_20d,20260727,KLOW,46.56456533074379,12
plus_close_momentum_20d,20260727,close_momentum_20d,102.00311869382858,33
plus_close_reversal_5d,20260723,RESI5,36.521120980381966,9
plus_close_reversal_5d,20260723,WVMA5,12.29427194595337,4
plus_close_reversal_5d,20260723,RSQR5,7.558850824832916,3
plus_close_reversal_5d,20260723,KLEN,14.713612154126167,5
plus_close_reversal_5d,20260723,RSQR10,2.9271299839019775,1
plus_close_reversal_5d,20260723,CORR5,16.233270049095154,3
plus_close_reversal_5d,20260723,CORD5,3.8613399267196655,2
plus_close_reversal_5d,20260723,CORR10,0.0,0
plus_close_reversal_5d,20260723,ROC60,25.17360493540764,9
plus_close_reversal_5d,20260723,RESI10,34.66491985321045,7
plus_close_reversal_5d,20260723,VSTD5,0.0,0
plus_close_reversal_5d,20260723,RSQR60,4.7241599559783936,2
plus_close_reversal_5d,20260723,CORR60,10.247260987758636,4
plus_close_reversal_5d,20260723,WVMA60,23.630079984664917,6
plus_close_reversal_5d,20260723,STD5,25.50109028816223,4
plus_close_reversal_5d,20260723,RSQR20,21.638811081647873,7
plus_close_reversal_5d,20260723,CORD60,19.239980220794678,3
plus_close_reversal_5d,20260723,CORD10,5.673842027783394,3
plus_close_reversal_5d,20260723,CORR20,25.91618311405182,5
plus_close_reversal_5d,20260723,KLOW,12.866859793663025,3
plus_close_reversal_5d,20260723,close_reversal_5d,10.118243873119354,3
plus_close_reversal_5d,20260724,RESI5,54.76204266399145,12
plus_close_reversal_5d,20260724,WVMA5,15.64271992444992,7
plus_close_reversal_5d,20260724,RSQR5,18.466403037309647,7
plus_close_reversal_5d,20260724,KLEN,50.98471987247467,11
plus_close_reversal_5d,20260724,RSQR10,15.211425572633743,5
plus_close_reversal_5d,20260724,CORR5,24.383011266589165,9
plus_close_reversal_5d,20260724,CORD5,16.65043994784355,9
plus_close_reversal_5d,20260724,CORR10,26.85321870446205,11
plus_close_reversal_5d,20260724,ROC60,37.59155057370663,18
plus_close_reversal_5d,20260724,RESI10,33.072360038757324,10
plus_close_reversal_5d,20260724,VSTD5,0.0,0
plus_close_reversal_5d,20260724,RSQR60,3.785900115966797,2
plus_close_reversal_5d,20260724,CORR60,11.219095766544342,5
plus_close_reversal_5d,20260724,WVMA60,31.00641095638275,12
plus_close_reversal_5d,20260724,STD5,33.51270151138306,7
plus_close_reversal_5d,20260724,RSQR20,24.614283725619316,9
plus_close_reversal_5d,20260724,CORD60,34.16445557773113,8
plus_close_reversal_5d,20260724,CORD10,11.971117317676544,6
plus_close_reversal_5d,20260724,CORR20,36.767378494143486,8
plus_close_reversal_5d,20260724,KLOW,16.882980346679688,5
plus_close_reversal_5d,20260724,close_reversal_5d,44.74913954734802,10
plus_close_reversal_5d,20260725,RESI5,89.27409476041794,20
plus_close_reversal_5d,20260725,WVMA5,30.03094352071639,15
plus_close_reversal_5d,20260725,RSQR5,23.966956168413162,8
plus_close_reversal_5d,20260725,KLEN,54.091243878006935,14
plus_close_reversal_5d,20260725,RSQR10,5.7453798949718475,5
plus_close_reversal_5d,20260725,CORR5,29.887539863586426,8
plus_close_reversal_5d,20260725,CORD5,9.831800103187561,4
plus_close_reversal_5d,20260725,CORR10,36.699260115623474,12
plus_close_reversal_5d,20260725,ROC60,25.445384919643402,10
plus_close_reversal_5d,20260725,RESI10,38.42524343729019,10
plus_close_reversal_5d,20260725,VSTD5,5.305731952190399,4
plus_close_reversal_5d,20260725,RSQR60,8.731800965964794,6
plus_close_reversal_5d,20260725,CORR60,21.242873668670654,7
plus_close_reversal_5d,20260725,WVMA60,44.338511765003204,13
plus_close_reversal_5d,20260725,STD5,41.212708316743374,11
plus_close_reversal_5d,20260725,RSQR20,7.317111104726791,6
plus_close_reversal_5d,20260725,CORD60,46.98664261959493,13
plus_close_reversal_5d,20260725,CORD10,12.021651186048985,5
plus_close_reversal_5d,20260725,CORR20,36.06501306593418,8
plus_close_reversal_5d,20260725,KLOW,19.476830005645752,7
plus_close_reversal_5d,20260725,close_reversal_5d,54.21463990211487,13
plus_close_reversal_5d,20260726,RESI5,64.86862669885159,16
plus_close_reversal_5d,20260726,WVMA5,22.373185753822327,9
plus_close_reversal_5d,20260726,RSQR5,35.13943791389465,13
plus_close_reversal_5d,20260726,KLEN,38.83684362471104,10
plus_close_reversal_5d,20260726,RSQR10,10.929129719734192,3
plus_close_reversal_5d,20260726,CORR5,33.45039339363575,10
plus_close_reversal_5d,20260726,CORD5,3.2302199602127075,2
plus_close_reversal_5d,20260726,CORR10,21.99989207024919,10
plus_close_reversal_5d,20260726,ROC60,56.71439751982689,19
plus_close_reversal_5d,20260726,RESI10,26.597204953432083,6
plus_close_reversal_5d,20260726,VSTD5,8.224581956863403,4
plus_close_reversal_5d,20260726,RSQR60,13.525723116472363,7
plus_close_reversal_5d,20260726,CORR60,15.92807424068451,6
plus_close_reversal_5d,20260726,WVMA60,37.593119859695435,12
plus_close_reversal_5d,20260726,STD5,31.984659671783447,7
plus_close_reversal_5d,20260726,RSQR20,13.277235865592957,4
plus_close_reversal_5d,20260726,CORD60,44.59299608319998,13
plus_close_reversal_5d,20260726,CORD10,7.003782868385315,6
plus_close_reversal_5d,20260726,CORR20,31.101089358329773,5
plus_close_reversal_5d,20260726,KLOW,4.90556001663208,3
plus_close_reversal_5d,20260726,close_reversal_5d,23.83188760280609,9
plus_close_reversal_5d,20260727,RESI5,55.10541006317362,17
plus_close_reversal_5d,20260727,WVMA5,33.59521001577377,15
plus_close_reversal_5d,20260727,RSQR5,31.662782907485962,16
plus_close_reversal_5d,20260727,KLEN,64.6060631275177,17
plus_close_reversal_5d,20260727,RSQR10,19.74562558531761,7
plus_close_reversal_5d,20260727,CORR5,57.74146676808596,19
plus_close_reversal_5d,20260727,CORD5,12.093250036239624,7
plus_close_reversal_5d,20260727,CORR10,22.513083040714264,11
plus_close_reversal_5d,20260727,ROC60,62.32542327046394,25
plus_close_reversal_5d,20260727,RESI10,59.15877917408943,18
plus_close_reversal_5d,20260727,VSTD5,6.860190033912659,3
plus_close_reversal_5d,20260727,RSQR60,34.69502582028508,14
plus_close_reversal_5d,20260727,CORR60,28.07920442521572,13
plus_close_reversal_5d,20260727,WVMA60,43.09164762496948,15
plus_close_reversal_5d,20260727,STD5,38.558475598692894,14
plus_close_reversal_5d,20260727,RSQR20,16.167222040705383,11
plus_close_reversal_5d,20260727,CORD60,70.44798308610916,19
plus_close_reversal_5d,20260727,CORD10,7.996011912822723,3
plus_close_reversal_5d,20260727,CORR20,38.57818457319081,13
plus_close_reversal_5d,20260727,KLOW,31.580515295267105,9
plus_close_reversal_5d,20260727,close_reversal_5d,44.366739481687546,19
plus_daily_close_location_value,20260723,RESI5,50.63348299264908,12
plus_daily_close_location_value,20260723,WVMA5,9.573320031166077,3
plus_daily_close_location_value,20260723,RSQR5,5.758710026741028,4
plus_daily_close_location_value,20260723,KLEN,50.90892416238785,10
plus_daily_close_location_value,20260723,RSQR10,8.609185934066772,5
plus_daily_close_location_value,20260723,CORR5,17.293139815330505,4
plus_daily_close_location_value,20260723,CORD5,6.02394101023674,5
plus_daily_close_location_value,20260723,CORR10,10.425439953804016,6
plus_daily_close_location_value,20260723,ROC60,29.185485661029816,13
plus_daily_close_location_value,20260723,RESI10,31.879646480083466,9
plus_daily_close_location_value,20260723,VSTD5,7.655754864215851,4
plus_daily_close_location_value,20260723,RSQR60,9.512159943580627,3
plus_daily_close_location_value,20260723,CORR60,24.717202484607697,6
plus_daily_close_location_value,20260723,WVMA60,32.69207048416138,8
plus_daily_close_location_value,20260723,STD5,11.071180173254106,9
plus_daily_close_location_value,20260723,RSQR20,16.42521751835011,5
plus_daily_close_location_value,20260723,CORD60,16.24390947818756,4
plus_daily_close_location_value,20260723,CORD10,3.22415192425251,3
plus_daily_close_location_value,20260723,CORR20,34.48059356212616,6
plus_daily_close_location_value,20260723,KLOW,7.7698200941085815,3
plus_daily_close_location_value,20260723,daily_close_location_value,36.918034203350544,7
plus_daily_close_location_value,20260724,RESI5,30.965049505233765,5
plus_daily_close_location_value,20260724,WVMA5,1.7281800508499146,1
plus_daily_close_location_value,20260724,RSQR5,0.0,0
plus_daily_close_location_value,20260724,KLEN,30.857835710048676,6
plus_daily_close_location_value,20260724,RSQR10,5.254465848207474,2
plus_daily_close_location_value,20260724,CORR5,6.286980152130127,2
plus_daily_close_location_value,20260724,CORD5,1.761139988899231,1
plus_daily_close_location_value,20260724,CORR10,5.961947798728943,2
plus_daily_close_location_value,20260724,ROC60,5.274109959602356,2
plus_daily_close_location_value,20260724,RESI10,10.68409013748169,2
plus_daily_close_location_value,20260724,VSTD5,0.0,0
plus_daily_close_location_value,20260724,RSQR60,3.785900115966797,2
plus_daily_close_location_value,20260724,CORR60,0.0,0
plus_daily_close_location_value,20260724,WVMA60,10.120110273361206,2
plus_daily_close_location_value,20260724,STD5,2.97796081751585,2
plus_daily_close_location_value,20260724,RSQR20,14.551009893417358,2
plus_daily_close_location_value,20260724,CORD60,0.0,0
plus_daily_close_location_value,20260724,CORD10,5.885868072509766,4
plus_daily_close_location_value,20260724,CORR20,18.726749300956726,2
plus_daily_close_location_value,20260724,KLOW,2.692960023880005,1
plus_daily_close_location_value,20260724,daily_close_location_value,23.291324205696583,6
plus_daily_close_location_value,20260725,RESI5,67.2720746845007,15
plus_daily_close_location_value,20260725,WVMA5,21.060365291312337,11
plus_daily_close_location_value,20260725,RSQR5,18.69720685482025,7
plus_daily_close_location_value,20260725,KLEN,61.86867855489254,12
plus_daily_close_location_value,20260725,RSQR10,14.114061011001468,9
plus_daily_close_location_value,20260725,CORR5,29.09504985809326,7
plus_daily_close_location_value,20260725,CORD5,4.68844997882843,3
plus_daily_close_location_value,20260725,CORR10,14.448162078857422,6
plus_daily_close_location_value,20260725,ROC60,30.615790247917175,10
plus_daily_close_location_value,20260725,RESI10,32.035250544548035,6
plus_daily_close_location_value,20260725,VSTD5,2.565700054168701,1
plus_daily_close_location_value,20260725,RSQR60,11.446580052375793,5
plus_daily_close_location_value,20260725,CORR60,27.663202345371246,7
plus_daily_close_location_value,20260725,WVMA60,32.57450747489929,7
plus_daily_close_location_value,20260725,STD5,29.462560421437956,12
plus_daily_close_location_value,20260725,RSQR20,18.224956393241882,8
plus_daily_close_location_value,20260725,CORD60,29.673289966769516,9
plus_daily_close_location_value,20260725,CORD10,8.79402682185173,5
plus_daily_close_location_value,20260725,CORR20,34.559633776545525,8
plus_daily_close_location_value,20260725,KLOW,15.628060102462769,5
plus_daily_close_location_value,20260725,daily_close_location_value,66.12966419011354,13
plus_daily_close_location_value,20260726,RESI5,70.75770011171699,27
plus_daily_close_location_value,20260726,WVMA5,45.1417116522789,17
plus_daily_close_location_value,20260726,RSQR5,51.376883149147034,19
plus_daily_close_location_value,20260726,KLEN,92.42453753948212,22
plus_daily_close_location_value,20260726,RSQR10,39.35971246659756,21
plus_daily_close_location_value,20260726,CORR5,82.65284352004528,28
plus_daily_close_location_value,20260726,CORD5,23.160332322120667,14
plus_daily_close_location_value,20260726,CORR10,22.574358344078064,16
plus_daily_close_location_value,20260726,ROC60,80.6715944968164,35
plus_daily_close_location_value,20260726,RESI10,78.14083188772202,25
plus_daily_close_location_value,20260726,VSTD5,13.37958014011383,5
plus_daily_close_location_value,20260726,RSQR60,63.879713118076324,27
plus_daily_close_location_value,20260726,CORR60,53.12423166632652,18
plus_daily_close_location_value,20260726,WVMA60,49.641069918870926,15
plus_daily_close_location_value,20260726,STD5,50.594828970730305,16
plus_daily_close_location_value,20260726,RSQR20,46.66955407708883,20
plus_daily_close_location_value,20260726,CORD60,71.28815388679504,24
plus_daily_close_location_value,20260726,CORD10,28.375709891319275,10
plus_daily_close_location_value,20260726,CORR20,60.76401150226593,17
plus_daily_close_location_value,20260726,KLOW,32.34381705196574,12
plus_daily_close_location_value,20260726,daily_close_location_value,67.02371148765087,18
plus_daily_close_location_value,20260727,RESI5,22.037920236587524,3
plus_daily_close_location_value,20260727,WVMA5,8.786728084087372,3
plus_daily_close_location_value,20260727,RSQR5,12.173459887504578,3
plus_daily_close_location_value,20260727,KLEN,25.07112979888916,3
plus_daily_close_location_value,20260727,RSQR10,0.0,0
plus_daily_close_location_value,20260727,CORR5,14.994388043880463,3
plus_daily_close_location_value,20260727,CORD5,3.105970025062561,2
plus_daily_close_location_value,20260727,CORR10,7.890868961811066,4
plus_daily_close_location_value,20260727,ROC60,31.37237310409546,15
plus_daily_close_location_value,20260727,RESI10,31.55646026134491,6
plus_daily_close_location_value,20260727,VSTD5,0.0,0
plus_daily_close_location_value,20260727,RSQR60,2.947620928287506,2
plus_daily_close_location_value,20260727,CORR60,3.2707520127296448,2
plus_daily_close_location_value,20260727,WVMA60,20.041348218917847,5
plus_daily_close_location_value,20260727,STD5,20.31747680902481,5
plus_daily_close_location_value,20260727,RSQR20,1.0666219890117645,2
plus_daily_close_location_value,20260727,CORD60,21.68285059928894,4
plus_daily_close_location_value,20260727,CORD10,10.354200005531311,2
plus_daily_close_location_value,20260727,CORR20,22.4143063724041,6
plus_daily_close_location_value,20260727,KLOW,8.647330045700073,2
plus_daily_close_location_value,20260727,daily_close_location_value,46.926838643848896,10
plus_volume_surprise_20d,20260723,RESI5,41.13962483406067,13
plus_volume_surprise_20d,20260723,WVMA5,20.652512073516846,8
plus_volume_surprise_20d,20260723,RSQR5,15.67912433668971,8
plus_volume_surprise_20d,20260723,KLEN,43.52248640358448,16
plus_volume_surprise_20d,20260723,RSQR10,21.10889995098114,8
plus_volume_surprise_20d,20260723,CORR5,21.155800938606262,6
plus_volume_surprise_20d,20260723,CORD5,11.817436933517456,5
plus_volume_surprise_20d,20260723,CORR10,7.654719948768616,4
plus_volume_surprise_20d,20260723,ROC60,36.11670768260956,11
plus_volume_surprise_20d,20260723,RESI10,32.34125009179115,11
plus_volume_surprise_20d,20260723,VSTD5,6.868859112262726,4
plus_volume_surprise_20d,20260723,RSQR60,20.8916095495224,6
plus_volume_surprise_20d,20260723,CORR60,10.474025692092255,8
plus_volume_surprise_20d,20260723,WVMA60,32.49750906229019,11
plus_volume_surprise_20d,20260723,STD5,31.848040103912354,10
plus_volume_surprise_20d,20260723,RSQR20,11.612606048583984,3
plus_volume_surprise_20d,20260723,CORD60,46.481219470500946,13
plus_volume_surprise_20d,20260723,CORD10,8.91868706047535,4
plus_volume_surprise_20d,20260723,CORR20,35.44405925273895,5
plus_volume_surprise_20d,20260723,KLOW,20.953560680150986,5
plus_volume_surprise_20d,20260723,volume_surprise_20d,55.75561010837555,12
plus_volume_surprise_20d,20260724,RESI5,38.24699068069458,8
plus_volume_surprise_20d,20260724,WVMA5,11.006973028182983,6
plus_volume_surprise_20d,20260724,RSQR5,4.258230209350586,1
plus_volume_surprise_20d,20260724,KLEN,33.56373977661133,6
plus_volume_surprise_20d,20260724,RSQR10,3.8679299354553223,1
plus_volume_surprise_20d,20260724,CORR5,16.791782543063164,5
plus_volume_surprise_20d,20260724,CORD5,4.450819939374924,3
plus_volume_surprise_20d,20260724,CORR10,6.036240994930267,3
plus_volume_surprise_20d,20260724,ROC60,27.993123948574066,7
plus_volume_surprise_20d,20260724,RESI10,22.076799631118774,6
plus_volume_surprise_20d,20260724,VSTD5,0.0,0
plus_volume_surprise_20d,20260724,RSQR60,4.169229865074158,2
plus_volume_surprise_20d,20260724,CORR60,5.369926929473877,3
plus_volume_surprise_20d,20260724,WVMA60,20.411400318145752,5
plus_volume_surprise_20d,20260724,STD5,23.252059936523438,6
plus_volume_surprise_20d,20260724,RSQR20,2.934782028198242,2
plus_volume_surprise_20d,20260724,CORD60,28.13601016998291,6
plus_volume_surprise_20d,20260724,CORD10,10.142940044403076,3
plus_volume_surprise_20d,20260724,CORR20,18.624159336090088,2
plus_volume_surprise_20d,20260724,KLOW,1.7609000205993652,1
plus_volume_surprise_20d,20260724,volume_surprise_20d,40.867170333862305,7
plus_volume_surprise_20d,20260725,RESI5,98.48130378127098,21
plus_volume_surprise_20d,20260725,WVMA5,21.62408196926117,9
plus_volume_surprise_20d,20260725,RSQR5,37.637264765799046,14
plus_volume_surprise_20d,20260725,KLEN,53.94880838692188,12
plus_volume_surprise_20d,20260725,RSQR10,13.73971363902092,11
plus_volume_surprise_20d,20260725,CORR5,35.63147085905075,9
plus_volume_surprise_20d,20260725,CORD5,20.63219878077507,11
plus_volume_surprise_20d,20260725,CORR10,17.145916908979416,8
plus_volume_surprise_20d,20260725,ROC60,44.48486706614494,12
