variant,feature,train_median,train_scale
plus_close_reversal_5d,RSQR5,0.5326156616210938,0.4147022800326347
plus_close_reversal_5d,KLEN,0.028435993939638138,0.01735590133778751
plus_close_reversal_5d,RSQR10,0.4510950744152069,0.40957870680391784
plus_close_reversal_5d,CORR5,0.36320799589157104,0.6088860920190811
plus_close_reversal_5d,CORD5,0.33866506814956665,0.6867460628293455
plus_close_reversal_5d,CORR10,0.36457201838493347,0.46007707557007665
plus_close_reversal_5d,ROC60,0.9835680723190308,0.15689960174560547
plus_close_reversal_5d,RESI10,-0.00028059669421054423,0.01795815206701518
plus_close_reversal_5d,VSTD5,0.2707083523273468,0.1335715529680252
plus_close_reversal_5d,RSQR60,0.4371313452720642,0.39400438299179075
plus_close_reversal_5d,CORR60,0.4021231532096863,0.3736832949757576
plus_close_reversal_5d,WVMA60,1.3881752490997314,0.33920111582279205
plus_close_reversal_5d,STD5,0.016378128901124,0.011445193033665419
plus_close_reversal_5d,RSQR20,0.44264641404151917,0.39504734601080416
plus_close_reversal_5d,CORD60,0.27030104398727417,0.23041483039855956
plus_close_reversal_5d,CORD10,0.31023040413856506,0.49893312993329014
plus_close_reversal_5d,CORR20,0.3741902709007263,0.4025356631889939
plus_close_reversal_5d,KLOW,0.005991414654999971,0.005617261731158942
plus_close_reversal_5d,close_reversal_5d,0.0,0.042056773494367726
plus_daily_close_location_value,RESI5,-0.00015613158757332712,0.009359119273876422
plus_daily_close_location_value,WVMA5,0.9227757453918457,0.3271416805565357
plus_daily_close_location_value,RSQR5,0.5326156616210938,0.4147022800326347
plus_daily_close_location_value,KLEN,0.028435993939638138,0.01735590133778751
plus_daily_close_location_value,RSQR10,0.4510950744152069,0.40957870680391784
plus_daily_close_location_value,CORR5,0.36320799589157104,0.6088860920190811
plus_daily_close_location_value,CORD5,0.33866506814956665,0.6867460628293455
plus_daily_close_location_value,CORR10,0.36457201838493347,0.46007707557007665
plus_daily_close_location_value,ROC60,0.9835680723190308,0.15689960174560547
plus_daily_close_location_value,RESI10,-0.00028059669421054423,0.01795815206701518
plus_daily_close_location_value,VSTD5,0.2707083523273468,0.1335715529680252
plus_daily_close_location_value,RSQR60,0.4371313452720642,0.39400438299179075
plus_daily_close_location_value,CORR60,0.4021231532096863,0.3736832949757576
plus_daily_close_location_value,WVMA60,1.3881752490997314,0.33920111582279205
plus_daily_close_location_value,STD5,0.016378128901124,0.011445193033665419
plus_daily_close_location_value,RSQR20,0.44264641404151917,0.39504734601080416
plus_daily_close_location_value,CORD60,0.27030104398727417,0.23041483039855956
plus_daily_close_location_value,CORD10,0.31023040413856506,0.49893312993329014
plus_daily_close_location_value,CORR20,0.3741902709007263,0.4025356631889939
plus_daily_close_location_value,KLOW,0.005991414654999971,0.005617261731158942
plus_daily_close_location_value,daily_close_location_value,-0.024390811228239936,0.7584544218903259
plus_volume_surprise_20d,RESI5,-0.00015613158757332712,0.009359119273876422
plus_volume_surprise_20d,WVMA5,0.9227757453918457,0.3271416805565357
plus_volume_surprise_20d,RSQR5,0.5326156616210938,0.4147022800326347
plus_volume_surprise_20d,KLEN,0.028435993939638138,0.01735590133778751
plus_volume_surprise_20d,RSQR10,0.4510950744152069,0.40957870680391784
plus_volume_surprise_20d,CORR5,0.36320799589157104,0.6088860920190811
plus_volume_surprise_20d,CORD5,0.33866506814956665,0.6867460628293455
plus_volume_surprise_20d,CORR10,0.36457201838493347,0.46007707557007665
plus_volume_surprise_20d,ROC60,0.9835680723190308,0.15689960174560547
plus_volume_surprise_20d,RESI10,-0.00028059669421054423,0.01795815206701518
plus_volume_surprise_20d,VSTD5,0.2707083523273468,0.1335715529680252
plus_volume_surprise_20d,RSQR60,0.4371313452720642,0.39400438299179075
plus_volume_surprise_20d,CORR60,0.4021231532096863,0.3736832949757576
plus_volume_surprise_20d,WVMA60,1.3881752490997314,0.33920111582279205
plus_volume_surprise_20d,STD5,0.016378128901124,0.011445193033665419
plus_volume_surprise_20d,RSQR20,0.44264641404151917,0.39504734601080416
plus_volume_surprise_20d,CORD60,0.27030104398727417,0.23041483039855956
plus_volume_surprise_20d,CORD10,0.31023040413856506,0.49893312993329014
plus_volume_surprise_20d,CORR20,0.3741902709007263,0.4025356631889939
plus_volume_surprise_20d,KLOW,0.005991414654999971,0.005617261731158942
plus_volume_surprise_20d,volume_surprise_20d,-0.11472149187209561,0.4191315821817109
plus_all_four,RESI5,-0.00015613158757332712,0.009359119273876422
plus_all_four,WVMA5,0.9227757453918457,0.3271416805565357
plus_all_four,RSQR5,0.5326156616210938,0.4147022800326347
plus_all_four,KLEN,0.028435993939638138,0.01735590133778751
plus_all_four,RSQR10,0.4510950744152069,0.40957870680391784
plus_all_four,CORR5,0.36320799589157104,0.6088860920190811
plus_all_four,CORD5,0.33866506814956665,0.6867460628293455
plus_all_four,CORR10,0.36457201838493347,0.46007707557007665
plus_all_four,ROC60,0.9835680723190308,0.15689960174560547
plus_all_four,RESI10,-0.00028059669421054423,0.01795815206701518
plus_all_four,VSTD5,0.2707083523273468,0.1335715529680252
plus_all_four,RSQR60,0.4371313452720642,0.39400438299179075
plus_all_four,CORR60,0.4021231532096863,0.3736832949757576
plus_all_four,WVMA60,1.3881752490997314,0.33920111582279205
plus_all_four,STD5,0.016378128901124,0.011445193033665419
plus_all_four,RSQR20,0.44264641404151917,0.39504734601080416
plus_all_four,CORD60,0.27030104398727417,0.23041483039855956
plus_all_four,CORD10,0.31023040413856506,0.49893312993329014
plus_all_four,CORR20,0.3741902709007263,0.4025356631889939
plus_all_four,KLOW,0.005991414654999971,0.005617261731158942
plus_all_four,close_momentum_20d,-0.0004476093822660676,0.0851556619066174
plus_all_four,close_reversal_5d,0.0,0.042056773494367726
plus_all_four,daily_close_location_value,-0.024390811228239936,0.7584544218903259
plus_all_four,volume_surprise_20d,-0.11472149187209561,0.4191315821817109
