artifact_id,resolved_path,row_count,column_count,sha256,schema_status,read_status,required_flag,lineage_role
upstream_12a7g_manifest,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/12_multi_k_winner_failure_path_morphology_research_v0/outputs/manifests/12A7g_vol_scaled_label_panel_c0_separability_triage_manifest.json,,,b350d7b216c8b5c11059a881a2bd804dcdcf9243007ccf36c79a05dc2b47baca,pass,pass,True,upstream_12a7g_label_lineage
upstream_full_pit_label_panel_cache,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/12_multi_k_winner_failure_path_morphology_research_v0/outputs/local_cache/12A7g_vol_scaled_label_panel_c0_separability_triage/full_pit_vol_scaled_label_panel.parquet,431239.0,65.0,beaa48abd45836c3befb28ac0cb30dc5db70fcfdd581743ea53928d1465de290,pass,pass,False,upstream_12a7g_label_lineage
upstream_full_pit_primitive_panel_cache,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/12_multi_k_winner_failure_path_morphology_research_v0/outputs/local_cache/12A7g_vol_scaled_label_panel_c0_separability_triage/full_universe_primitive_feature_panel.parquet,1140000.0,44.0,f7a2f589b6687f316e073fd0cd02217e2d690ca8206c88bd3be15f888d6ff44d,pass,pass,False,upstream_12a7g_label_lineage
upstream_13a_table_dir,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/13_full_pit_native_event_discovery_v0/outputs/publishable/tables/13A_full_pit_native_token_cartography_preflight,17.0,,,directory,pass,True,upstream_13a_lineage
upstream_13a_manifest,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/13_full_pit_native_event_discovery_v0/outputs/manifests/13A_full_pit_native_token_cartography_preflight_manifest.json,,,46df13114235ff6d596bebe4311fd812bc1ba46152278a29acfbb2c3b374fa44,pass,pass,True,upstream_13a_lineage
upstream_13a_decision,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/13_full_pit_native_event_discovery_v0/outputs/publishable/tables/13A_full_pit_native_token_cartography_preflight/native_token_cartography_decision.csv,1.0,18.0,22006d8f40c1df0b0cf8a52b6e8858e01a958b6517c62e104dac383dd7adde99,pass,pass,True,upstream_13a_lineage
upstream_13a_token_dictionary,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/13_full_pit_native_event_discovery_v0/outputs/publishable/tables/13A_full_pit_native_token_cartography_preflight/native_token_dictionary.csv,80.0,11.0,b323a3fd0fcba8e5fecaaacfd0a256494ff5f91750888c9e4c187137764bb3ae,pass,pass,True,upstream_13a_lineage
upstream_13a_readout,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/13_full_pit_native_event_discovery_v0/outputs/publishable/tables/13A_full_pit_native_token_cartography_preflight/native_token_cartography_readout.csv,240.0,23.0,51f7a6326cd15a125e3ea46786b6faa436943ff72b4b7b533f7c6e2be56797ed,pass,pass,True,upstream_13a_lineage
upstream_13a_badside,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/13_full_pit_native_event_discovery_v0/outputs/publishable/tables/13A_full_pit_native_token_cartography_preflight/native_token_badside_veto_audit.csv,240.0,21.0,0d24f68c12fa07339f4bbedfd7d320f9ebc5d9905c473b5d1eca3d689e51d095,pass,pass,True,upstream_13a_lineage
upstream_13a_matched_control,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/13_full_pit_native_event_discovery_v0/outputs/publishable/tables/13A_full_pit_native_token_cartography_preflight/matched_control_design_audit.csv,240.0,12.0,00cccbad72f7844f8ba550656a538695d5538064a2f920bd95a501adfbd8dbb4,pass,pass,True,upstream_13a_lineage
upstream_13a_deployability,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/13_full_pit_native_event_discovery_v0/outputs/publishable/tables/13A_full_pit_native_token_cartography_preflight/native_token_deployability_gate_audit.csv,240.0,17.0,612e5a50d76d9f6cc60917c63e4646c1add0fbdd092f049ea520156e40b78248,pass,pass,True,upstream_13a_lineage
upstream_13a_morphology,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/13_full_pit_native_event_discovery_v0/outputs/publishable/tables/13A_full_pit_native_token_cartography_preflight/native_token_morphology_collinearity_audit.csv,15.0,13.0,6296b3c0b32d35f47c4e95392ab4f88fc996bb8e62cf5006159c9de2176d58c7,pass,pass,True,upstream_13a_lineage
upstream_13a_native_thresholds,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/13_full_pit_native_event_discovery_v0/outputs/publishable/tables/13A_full_pit_native_token_cartography_preflight/native_universe_frozen_thresholds.csv,4.0,10.0,0a40b16a6771d0cf6c7a5ef46c23985726f541b318ec329dce975603207cc1bc,pass,pass,True,upstream_13a_lineage
upstream_13a_label_portability,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/13_full_pit_native_event_discovery_v0/outputs/publishable/tables/13A_full_pit_native_token_cartography_preflight/native_label_portability_audit.csv,4.0,17.0,89c6a1a0ca5886793f66291e5ae706d6771bb3544ecfe124723a2891d8a4eaf9,pass,pass,True,upstream_13a_lineage
