primitive_seed_id,token,token_type,token_source,mapped_formula_component,asof_rule,coverage_status,unmapped_token_count,context_slice_only_token_count,raw_numeric_threshold_token_count,leaf_or_tree_token_count,fold_id,oof_support_count,oof_weighted_support,token_coverage_pass,pass
E10C_SEED_cbf63de235d8a660,market_volatility_regime <= train_q60_65 and volume_price_divergence_10 <= train_q80_85 and close_over_max_high_20 <= train_q95_100,quantile_bucket_formula,frozen_path_pattern,market_volatility_regime <= train_q60_65 and volume_price_divergence_10 <= train_q80_85 and close_over_max_high_20 <= train_q95_100,feature_asof_date = signal_date,insufficient_support,0,0,0,0,fold_2021,0,0.0,False,False
E10C_SEED_cbf63de235d8a660,market_volatility_regime <= train_q60_65 and volume_price_divergence_10 <= train_q80_85 and close_over_max_high_20 <= train_q95_100,quantile_bucket_formula,frozen_path_pattern,market_volatility_regime <= train_q60_65 and volume_price_divergence_10 <= train_q80_85 and close_over_max_high_20 <= train_q95_100,feature_asof_date = signal_date,covered,0,0,0,0,fold_2022,447,478.0963340388852,True,True
E10C_SEED_cbf63de235d8a660,market_volatility_regime <= train_q60_65 and volume_price_divergence_10 <= train_q80_85 and close_over_max_high_20 <= train_q95_100,quantile_bucket_formula,frozen_path_pattern,market_volatility_regime <= train_q60_65 and volume_price_divergence_10 <= train_q80_85 and close_over_max_high_20 <= train_q95_100,feature_asof_date = signal_date,covered,0,0,0,0,fold_2023,911,866.1981167288911,True,True
E10C_SEED_fd035923866fd1e4,market_volatility_regime <= train_q60_65 and volume_price_divergence_10 <= train_q80_85 and close_over_median_20 >= train_q00_05,quantile_bucket_formula,frozen_path_pattern,market_volatility_regime <= train_q60_65 and volume_price_divergence_10 <= train_q80_85 and close_over_median_20 >= train_q00_05,feature_asof_date = signal_date,insufficient_support,0,0,0,0,fold_2021,0,0.0,False,False
E10C_SEED_fd035923866fd1e4,market_volatility_regime <= train_q60_65 and volume_price_divergence_10 <= train_q80_85 and close_over_median_20 >= train_q00_05,quantile_bucket_formula,frozen_path_pattern,market_volatility_regime <= train_q60_65 and volume_price_divergence_10 <= train_q80_85 and close_over_median_20 >= train_q00_05,feature_asof_date = signal_date,covered,0,0,0,0,fold_2022,443,473.4377858017798,True,True
E10C_SEED_fd035923866fd1e4,market_volatility_regime <= train_q60_65 and volume_price_divergence_10 <= train_q80_85 and close_over_median_20 >= train_q00_05,quantile_bucket_formula,frozen_path_pattern,market_volatility_regime <= train_q60_65 and volume_price_divergence_10 <= train_q80_85 and close_over_median_20 >= train_q00_05,feature_asof_date = signal_date,covered,0,0,0,0,fold_2023,894,851.8943813575305,True,True
E10C_SEED_2576d8f88654df29,market_volatility_regime <= train_q60_65 and volume_price_divergence_10 <= train_q80_85 and close_over_ma_20 >= train_q00_05,quantile_bucket_formula,frozen_path_pattern,market_volatility_regime <= train_q60_65 and volume_price_divergence_10 <= train_q80_85 and close_over_ma_20 >= train_q00_05,feature_asof_date = signal_date,insufficient_support,0,0,0,0,fold_2021,0,0.0,False,False
E10C_SEED_2576d8f88654df29,market_volatility_regime <= train_q60_65 and volume_price_divergence_10 <= train_q80_85 and close_over_ma_20 >= train_q00_05,quantile_bucket_formula,frozen_path_pattern,market_volatility_regime <= train_q60_65 and volume_price_divergence_10 <= train_q80_85 and close_over_ma_20 >= train_q00_05,feature_asof_date = signal_date,covered,0,0,0,0,fold_2022,442,473.1224731803017,True,True
E10C_SEED_2576d8f88654df29,market_volatility_regime <= train_q60_65 and volume_price_divergence_10 <= train_q80_85 and close_over_ma_20 >= train_q00_05,quantile_bucket_formula,frozen_path_pattern,market_volatility_regime <= train_q60_65 and volume_price_divergence_10 <= train_q80_85 and close_over_ma_20 >= train_q00_05,feature_asof_date = signal_date,covered,0,0,0,0,fold_2023,898,856.74565195727,True,True
E10C_SEED_10252ec52570449e,atr_like_10 <= train_q80_85 and atr_like_10 >= train_q00_05 and industry_relative_strength_vs_market_60d >= train_q30_35,quantile_bucket_formula,frozen_path_pattern,atr_like_10 <= train_q80_85 and atr_like_10 >= train_q00_05 and industry_relative_strength_vs_market_60d >= train_q30_35,feature_asof_date = signal_date,covered,0,0,0,0,fold_2021,240,268.4778280452473,True,True
E10C_SEED_10252ec52570449e,atr_like_10 <= train_q80_85 and atr_like_10 >= train_q00_05 and industry_relative_strength_vs_market_60d >= train_q30_35,quantile_bucket_formula,frozen_path_pattern,atr_like_10 <= train_q80_85 and atr_like_10 >= train_q00_05 and industry_relative_strength_vs_market_60d >= train_q30_35,feature_asof_date = signal_date,covered,0,0,0,0,fold_2022,209,253.2917722734677,True,True
E10C_SEED_10252ec52570449e,atr_like_10 <= train_q80_85 and atr_like_10 >= train_q00_05 and industry_relative_strength_vs_market_60d >= train_q30_35,quantile_bucket_formula,frozen_path_pattern,atr_like_10 <= train_q80_85 and atr_like_10 >= train_q00_05 and industry_relative_strength_vs_market_60d >= train_q30_35,feature_asof_date = signal_date,covered,0,0,0,0,fold_2023,679,706.3928641398094,True,True
E10C_SEED_cb5fb1523206af15,atr_like_10 <= train_q75_80 and atr_like_10 >= train_q00_05 and market_volatility_regime <= train_q60_65,quantile_bucket_formula,frozen_path_pattern,atr_like_10 <= train_q75_80 and atr_like_10 >= train_q00_05 and market_volatility_regime <= train_q60_65,feature_asof_date = signal_date,insufficient_support,0,0,0,0,fold_2021,0,0.0,False,False
E10C_SEED_cb5fb1523206af15,atr_like_10 <= train_q75_80 and atr_like_10 >= train_q00_05 and market_volatility_regime <= train_q60_65,quantile_bucket_formula,frozen_path_pattern,atr_like_10 <= train_q75_80 and atr_like_10 >= train_q00_05 and market_volatility_regime <= train_q60_65,feature_asof_date = signal_date,covered,0,0,0,0,fold_2022,296,309.77923620716354,True,True
E10C_SEED_cb5fb1523206af15,atr_like_10 <= train_q75_80 and atr_like_10 >= train_q00_05 and market_volatility_regime <= train_q60_65,quantile_bucket_formula,frozen_path_pattern,atr_like_10 <= train_q75_80 and atr_like_10 >= train_q00_05 and market_volatility_regime <= train_q60_65,feature_asof_date = signal_date,covered,0,0,0,0,fold_2023,740,758.2046089225696,True,True
E10C_SEED_348502511b66a9da,industry_relative_strength_vs_market_60d >= train_q30_35 and market_volatility_regime <= train_q55_60 and close_over_min_low_5 >= train_q00_05,quantile_bucket_formula,frozen_path_pattern,industry_relative_strength_vs_market_60d >= train_q30_35 and market_volatility_regime <= train_q55_60 and close_over_min_low_5 >= train_q00_05,feature_asof_date = signal_date,insufficient_support,0,0,0,0,fold_2021,0,0.0,False,False
E10C_SEED_348502511b66a9da,industry_relative_strength_vs_market_60d >= train_q30_35 and market_volatility_regime <= train_q55_60 and close_over_min_low_5 >= train_q00_05,quantile_bucket_formula,frozen_path_pattern,industry_relative_strength_vs_market_60d >= train_q30_35 and market_volatility_regime <= train_q55_60 and close_over_min_low_5 >= train_q00_05,feature_asof_date = signal_date,covered,0,0,0,0,fold_2022,237,387.24509813225626,True,True
E10C_SEED_348502511b66a9da,industry_relative_strength_vs_market_60d >= train_q30_35 and market_volatility_regime <= train_q55_60 and close_over_min_low_5 >= train_q00_05,quantile_bucket_formula,frozen_path_pattern,industry_relative_strength_vs_market_60d >= train_q30_35 and market_volatility_regime <= train_q55_60 and close_over_min_low_5 >= train_q00_05,feature_asof_date = signal_date,covered,0,0,0,0,fold_2023,874,869.73901363901,True,True
E10C_SEED_ae3b660a4862e871,atr_like_10 <= train_q75_80 and atr_like_10 >= train_q00_05 and industry_relative_strength_vs_market_60d >= train_q30_35,quantile_bucket_formula,frozen_path_pattern,atr_like_10 <= train_q75_80 and atr_like_10 >= train_q00_05 and industry_relative_strength_vs_market_60d >= train_q30_35,feature_asof_date = signal_date,covered,0,0,0,0,fold_2021,229,257.9544013572129,True,True
E10C_SEED_ae3b660a4862e871,atr_like_10 <= train_q75_80 and atr_like_10 >= train_q00_05 and industry_relative_strength_vs_market_60d >= train_q30_35,quantile_bucket_formula,frozen_path_pattern,atr_like_10 <= train_q75_80 and atr_like_10 >= train_q00_05 and industry_relative_strength_vs_market_60d >= train_q30_35,feature_asof_date = signal_date,covered,0,0,0,0,fold_2022,186,231.5110446308115,True,True
E10C_SEED_ae3b660a4862e871,atr_like_10 <= train_q75_80 and atr_like_10 >= train_q00_05 and industry_relative_strength_vs_market_60d >= train_q30_35,quantile_bucket_formula,frozen_path_pattern,atr_like_10 <= train_q75_80 and atr_like_10 >= train_q00_05 and industry_relative_strength_vs_market_60d >= train_q30_35,feature_asof_date = signal_date,covered,0,0,0,0,fold_2023,633,655.8673691324468,True,True
E10C_SEED_dc129ba4bf693d78,market_volatility_regime <= train_q60_65 and industry_relative_strength_vs_market_60d >= train_q30_35 and volume_price_divergence_20 <= train_q90_95,quantile_bucket_formula,frozen_path_pattern,market_volatility_regime <= train_q60_65 and industry_relative_strength_vs_market_60d >= train_q30_35 and volume_price_divergence_20 <= train_q90_95,feature_asof_date = signal_date,insufficient_support,0,0,0,0,fold_2021,0,0.0,False,False
E10C_SEED_dc129ba4bf693d78,market_volatility_regime <= train_q60_65 and industry_relative_strength_vs_market_60d >= train_q30_35 and volume_price_divergence_20 <= train_q90_95,quantile_bucket_formula,frozen_path_pattern,market_volatility_regime <= train_q60_65 and industry_relative_strength_vs_market_60d >= train_q30_35 and volume_price_divergence_20 <= train_q90_95,feature_asof_date = signal_date,covered,0,0,0,0,fold_2022,257,340.75012106864983,True,True
E10C_SEED_dc129ba4bf693d78,market_volatility_regime <= train_q60_65 and industry_relative_strength_vs_market_60d >= train_q30_35 and volume_price_divergence_20 <= train_q90_95,quantile_bucket_formula,frozen_path_pattern,market_volatility_regime <= train_q60_65 and industry_relative_strength_vs_market_60d >= train_q30_35 and volume_price_divergence_20 <= train_q90_95,feature_asof_date = signal_date,covered,0,0,0,0,fold_2023,870,836.8801380461705,True,True
E10C_SEED_27fd3e12ebde8180,atr_like_10 <= train_q75_80 and market_volatility_regime <= train_q60_65 and atr_like_10 <= train_q65_70,quantile_bucket_formula,frozen_path_pattern,atr_like_10 <= train_q75_80 and market_volatility_regime <= train_q60_65 and atr_like_10 <= train_q65_70,feature_asof_date = signal_date,insufficient_support,0,0,0,0,fold_2021,0,0.0,False,False
E10C_SEED_27fd3e12ebde8180,atr_like_10 <= train_q75_80 and market_volatility_regime <= train_q60_65 and atr_like_10 <= train_q65_70,quantile_bucket_formula,frozen_path_pattern,atr_like_10 <= train_q75_80 and market_volatility_regime <= train_q60_65 and atr_like_10 <= train_q65_70,feature_asof_date = signal_date,covered,0,0,0,0,fold_2022,335,376.7090593049858,True,True
E10C_SEED_27fd3e12ebde8180,atr_like_10 <= train_q75_80 and market_volatility_regime <= train_q60_65 and atr_like_10 <= train_q65_70,quantile_bucket_formula,frozen_path_pattern,atr_like_10 <= train_q75_80 and market_volatility_regime <= train_q60_65 and atr_like_10 <= train_q65_70,feature_asof_date = signal_date,covered,0,0,0,0,fold_2023,702,750.269461800134,True,True
E10C_SEED_453d5ee94b815758,market_volatility_regime <= train_q60_65 and industry_relative_strength_vs_market_60d >= train_q30_35 and amplitude_10 >= train_q00_05,quantile_bucket_formula,frozen_path_pattern,market_volatility_regime <= train_q60_65 and industry_relative_strength_vs_market_60d >= train_q30_35 and amplitude_10 >= train_q00_05,feature_asof_date = signal_date,insufficient_support,0,0,0,0,fold_2021,0,0.0,False,False
E10C_SEED_453d5ee94b815758,market_volatility_regime <= train_q60_65 and industry_relative_strength_vs_market_60d >= train_q30_35 and amplitude_10 >= train_q00_05,quantile_bucket_formula,frozen_path_pattern,market_volatility_regime <= train_q60_65 and industry_relative_strength_vs_market_60d >= train_q30_35 and amplitude_10 >= train_q00_05,feature_asof_date = signal_date,covered,0,0,0,0,fold_2022,250,360.1516223333244,True,True
E10C_SEED_453d5ee94b815758,market_volatility_regime <= train_q60_65 and industry_relative_strength_vs_market_60d >= train_q30_35 and amplitude_10 >= train_q00_05,quantile_bucket_formula,frozen_path_pattern,market_volatility_regime <= train_q60_65 and industry_relative_strength_vs_market_60d >= train_q30_35 and amplitude_10 >= train_q00_05,feature_asof_date = signal_date,covered,0,0,0,0,fold_2023,836,764.210085135589,True,True
E10C_SEED_7400f6587f37602f,high_vol_constructive_ratio <= train_q40_45 and money_5d_market_rank <= train_q85_90 and high_vol_destructive_ratio <= train_q80_85,quantile_bucket_formula,frozen_path_pattern,high_vol_constructive_ratio <= train_q40_45 and money_5d_market_rank <= train_q85_90 and high_vol_destructive_ratio <= train_q80_85,feature_asof_date = signal_date,covered,0,0,0,0,fold_2021,576,587.5786499590292,True,True
E10C_SEED_7400f6587f37602f,high_vol_constructive_ratio <= train_q40_45 and money_5d_market_rank <= train_q85_90 and high_vol_destructive_ratio <= train_q80_85,quantile_bucket_formula,frozen_path_pattern,high_vol_constructive_ratio <= train_q40_45 and money_5d_market_rank <= train_q85_90 and high_vol_destructive_ratio <= train_q80_85,feature_asof_date = signal_date,covered,0,0,0,0,fold_2022,456,482.93271720397445,True,True
E10C_SEED_7400f6587f37602f,high_vol_constructive_ratio <= train_q40_45 and money_5d_market_rank <= train_q85_90 and high_vol_destructive_ratio <= train_q80_85,quantile_bucket_formula,frozen_path_pattern,high_vol_constructive_ratio <= train_q40_45 and money_5d_market_rank <= train_q85_90 and high_vol_destructive_ratio <= train_q80_85,feature_asof_date = signal_date,covered,0,0,0,0,fold_2023,476,461.3659473999917,True,True
E10C_SEED_5875a30005613d2d,market_volatility_regime <= train_q60_65 and volume_price_divergence_10 <= train_q80_85 and body_pct >= train_q05_10,quantile_bucket_formula,frozen_path_pattern,market_volatility_regime <= train_q60_65 and volume_price_divergence_10 <= train_q80_85 and body_pct >= train_q05_10,feature_asof_date = signal_date,insufficient_support,0,0,0,0,fold_2021,0,0.0,False,False
E10C_SEED_5875a30005613d2d,market_volatility_regime <= train_q60_65 and volume_price_divergence_10 <= train_q80_85 and body_pct >= train_q05_10,quantile_bucket_formula,frozen_path_pattern,market_volatility_regime <= train_q60_65 and volume_price_divergence_10 <= train_q80_85 and body_pct >= train_q05_10,feature_asof_date = signal_date,covered,0,0,0,0,fold_2022,378,375.1742806241377,True,True
E10C_SEED_5875a30005613d2d,market_volatility_regime <= train_q60_65 and volume_price_divergence_10 <= train_q80_85 and body_pct >= train_q05_10,quantile_bucket_formula,frozen_path_pattern,market_volatility_regime <= train_q60_65 and volume_price_divergence_10 <= train_q80_85 and body_pct >= train_q05_10,feature_asof_date = signal_date,covered,0,0,0,0,fold_2023,825,777.1794389079967,True,True
