output_artifact,forbidden_token,token_found,recommendation_value,forbidden_recommendation_violation_count,forbidden_output_violation_count,pass
explore10c_recommendation_gate.csv;explore10c_run_manifest.json,candidate_for_p1_strategy,False,continue_explore10c_path_quality_audit,0,0,True
explore10c_recommendation_gate.csv;explore10c_run_manifest.json,proceed_to_strategy_backtest,False,continue_explore10c_path_quality_audit,0,0,True
explore10c_recommendation_gate.csv;explore10c_run_manifest.json,validated_model,False,continue_explore10c_path_quality_audit,0,0,True
explore10c_recommendation_gate.csv;explore10c_run_manifest.json,selected_lgbm_model,False,continue_explore10c_path_quality_audit,0,0,True
explore10c_recommendation_gate.csv;explore10c_run_manifest.json,selected_score_bucket,False,continue_explore10c_path_quality_audit,0,0,True
explore10c_recommendation_gate.csv;explore10c_run_manifest.json,selected_threshold,False,continue_explore10c_path_quality_audit,0,0,True
explore10c_recommendation_gate.csv;explore10c_run_manifest.json,selected_trade_rule,False,continue_explore10c_path_quality_audit,0,0,True
explore10c_recommendation_gate.csv;explore10c_run_manifest.json,freeze_strategy,False,continue_explore10c_path_quality_audit,0,0,True
explore10c_recommendation_gate.csv;explore10c_run_manifest.json,electronics_alpha_validated,False,continue_explore10c_path_quality_audit,0,0,True
explore10c_recommendation_gate.csv;explore10c_run_manifest.json,electronics_primitive_validated_for_trading,False,continue_explore10c_path_quality_audit,0,0,True
