primitive_seed_id,formula_text_resolved,operator_count,feature_count,window_count,threshold_bucket_count,uses_only_asof_observable_inputs,raw_threshold_free,leaf_id_free,score_free,manual_formula_complexity_score,manualizability_pass,manual_review_notes,pass
E10C_SEED_15a26f9130d9661c,market_volatility_regime <= train_q60_65 and industry_relative_strength_vs_market_60d >= train_q30_35 and gap_open_pct >= train_q15_20,2,3,1,3,True,True,True,True,6,True,manual_review_seed_only_not_trade_rule,True
E10C_SEED_47053ca671186ab9,atr_like_10 <= train_q80_85 and market_volatility_regime <= train_q60_65 and atr_like_10 <= train_q50_55,2,2,2,3,True,True,True,True,6,True,manual_review_seed_only_not_trade_rule,True
E10C_SEED_b357ba4f2a3ccb27,atr20_pct_market_rank >= train_q45_50 and close_over_max_high_20 >= train_q05_10 and close_over_close_20d <= train_q90_95,2,3,3,3,True,True,True,True,6,True,manual_review_seed_only_not_trade_rule,True
E10C_SEED_6000a5438303e374,market_volatility_regime <= train_q60_65 and industry_relative_strength_vs_market_60d >= train_q30_35 and atr_like_10 <= train_q65_70,2,3,2,3,True,True,True,True,6,True,manual_review_seed_only_not_trade_rule,True
E10C_SEED_7782697252cebc56,atr20_pct_market_rank >= train_q45_50 and low_close_ratio >= train_q05_10 and close_over_max_high_20 >= train_q05_10,2,3,2,3,True,True,True,True,6,True,manual_review_seed_only_not_trade_rule,True
E10C_SEED_0272cec80954552f,market_volatility_regime <= train_q60_65 and volume_price_divergence_10 <= train_q80_85 and intraday_range_pct <= train_q50_55,2,3,1,3,True,True,True,True,6,True,manual_review_seed_only_not_trade_rule,True
E10C_SEED_30f829b6b83e52c5,atr_like_10 <= train_q75_80 and volatility_return_std_10 >= train_q10_15 and volatility_return_std_10 <= train_q45_50,2,2,3,3,True,True,True,True,6,True,manual_review_seed_only_not_trade_rule,True
E10C_SEED_fecfc3193f49e499,prelaunch_drawdown_120d >= train_q55_60 and industry_relative_strength_vs_market_20d <= train_q85_90 and close_over_max_high_20 <= train_q85_90,2,3,3,3,True,True,True,True,6,True,manual_review_seed_only_not_trade_rule,True
E10C_SEED_4a9044adbaa2f918,industry_relative_strength_vs_market_60d >= train_q30_35 and industry_relative_strength_vs_market_20d <= train_q90_95 and market_breadth_20d >= train_q45_50,2,3,3,3,True,True,True,True,6,True,manual_review_seed_only_not_trade_rule,True
E10C_SEED_970a764a07cfc2cb,prelaunch_drawdown_120d <= train_q55_60 and atr20_pct_market_rank <= train_q55_60 and atr_like_10 >= train_q00_05,2,3,3,3,True,True,True,True,6,True,manual_review_seed_only_not_trade_rule,True
E10C_SEED_e7d3ad15ee2dc1db,industry_relative_strength_vs_market_60d >= train_q30_35 and industry_relative_strength_vs_market_20d <= train_q90_95 and market_breadth_20d <= train_q45_50,2,3,3,3,True,True,True,True,6,True,manual_review_seed_only_not_trade_rule,True
E10C_SEED_2ed424dc8a601fc6,atr_like_10 <= train_q75_80 and volatility_return_std_10 >= train_q10_15 and volatility_return_std_10 >= train_q45_50,2,2,3,3,True,True,True,True,6,True,manual_review_seed_only_not_trade_rule,True
E10C_SEED_12c326ae4b214b07,atr20_pct_market_rank >= train_q40_45 and amplitude_20 >= train_q30_35 and atr_like_10 <= train_q75_80,2,3,3,3,True,True,True,True,6,True,manual_review_seed_only_not_trade_rule,True
E10C_SEED_722d9681c64453db,atr20_pct_market_rank <= train_q45_50 and atr_like_10 >= train_q00_05 and ret_10d_market_rank <= train_q60_65,2,3,3,3,True,True,True,True,6,True,manual_review_seed_only_not_trade_rule,True
E10C_SEED_4d73c55103327fa7,atr_like_10 <= train_q80_85 and atr_like_10 >= train_q00_05 and atr20_pct_market_rank <= train_q35_40,2,2,3,3,True,True,True,True,6,True,manual_review_seed_only_not_trade_rule,True
E10C_SEED_eb51241f94f40c00,atr20_pct_market_rank <= train_q45_50 and atr20_pct <= train_q30_35 and volume_price_divergence_10 <= train_q80_85,2,3,3,3,True,True,True,True,6,True,manual_review_seed_only_not_trade_rule,True
E10C_SEED_5f7a994453400c07,atr20_pct_market_rank <= train_q40_45 and atr_like_10 >= train_q00_05 and ret_10d_market_rank <= train_q60_65,2,3,3,3,True,True,True,True,6,True,manual_review_seed_only_not_trade_rule,True
E10C_SEED_1c045a63b5921a43,atr20_pct_market_rank >= train_q45_50 and close_over_close_20d <= train_q90_95 and volume_price_divergence_20 >= train_q35_40,2,3,3,3,True,True,True,True,6,True,manual_review_seed_only_not_trade_rule,True
E10C_SEED_ac7436b48bcf6113,atr_like_10 <= train_q80_85 and atr_like_10 >= train_q00_05 and industry_relative_strength_vs_market_60d <= train_q30_35,2,2,3,3,True,True,True,True,6,True,manual_review_seed_only_not_trade_rule,True
E10C_SEED_9b5d3920286f0b7e,prelaunch_drawdown_120d >= train_q00_05 and volatility_return_std_10 >= train_q10_15 and industry_relative_strength_vs_market_20d <= train_q90_95,2,3,3,3,True,True,True,True,6,True,manual_review_seed_only_not_trade_rule,True
E10C_SEED_79ebefb05fe2f143,industry_relative_strength_vs_market_20d <= train_q90_95 and prelaunch_drawdown_120d >= train_q00_05 and atr_like_10 >= train_q15_20,2,3,3,3,True,True,True,True,6,True,manual_review_seed_only_not_trade_rule,True
E10C_SEED_e50ef99f7ef050cd,intraday_range_pct >= train_q15_20 and rank_evaporation_2d <= train_q90_95 and turnover_proxy_ratio_10 <= train_q90_95,2,3,2,3,True,True,True,True,6,True,manual_review_seed_only_not_trade_rule,True
E10C_SEED_40004587d59a2005,volatility_return_std_10 >= train_q10_15 and rank_evaporation_2d <= train_q90_95 and atr20_pct_market_rank <= train_q70_75,2,3,3,3,True,True,True,True,6,True,manual_review_seed_only_not_trade_rule,True
E10C_SEED_5feefa16f26e4755,market_volatility_regime <= train_q40_45 and ret_20d_market_rank >= train_q05_10 and close_over_median_20 >= train_q05_10,2,3,2,3,True,True,True,True,6,True,manual_review_seed_only_not_trade_rule,True
E10C_SEED_58680e7bdd22b33f,market_volatility_regime <= train_q40_45 and close_over_max_high_20 >= train_q05_10 and volume_price_divergence_10 <= train_q80_85,2,3,2,3,True,True,True,True,6,True,manual_review_seed_only_not_trade_rule,True
E10C_SEED_31d140345d6202e9,volatility_return_std_10 >= train_q10_15 and volume_price_divergence_10 <= train_q50_55 and industry_relative_strength_vs_market_20d <= train_q90_95,2,3,3,3,True,True,True,True,6,True,manual_review_seed_only_not_trade_rule,True
E10C_SEED_8cb8f354309d8901,volatility_return_std_10 >= train_q10_15 and industry_relative_strength_vs_market_20d <= train_q90_95 and industry_relative_strength_vs_market_60d >= train_q40_45,2,3,3,3,True,True,True,True,6,True,manual_review_seed_only_not_trade_rule,True
E10C_SEED_de33354c36758954,market_volatility_regime <= train_q35_40 and close_over_ma_20 >= train_q05_10 and volume_price_divergence_5 <= train_q90_95,2,3,2,3,True,True,True,True,6,True,manual_review_seed_only_not_trade_rule,True
E10C_SEED_d0c04378fa7fe9e7,market_volatility_regime <= train_q40_45 and volume_price_divergence_10 <= train_q80_85 and high_close_ratio >= train_q05_10,2,3,1,3,True,True,True,True,6,True,manual_review_seed_only_not_trade_rule,True
E10C_SEED_1f451b448cad4484,prelaunch_drawdown_120d >= train_q00_05 and atr_like_10 >= train_q15_20 and atr20_pct_market_rank >= train_q50_55,2,3,3,3,True,True,True,True,6,True,manual_review_seed_only_not_trade_rule,True
E10C_SEED_9a5bd5bb93ccc5a9,market_volatility_regime <= train_q35_40 and volume_price_divergence_10 <= train_q75_80 and close_over_max_high_20 <= train_q95_100,2,3,2,3,True,True,True,True,6,True,manual_review_seed_only_not_trade_rule,True
E10C_SEED_b855173eca24ce65,prelaunch_drawdown_120d >= train_q00_05 and atr_like_10 >= train_q15_20 and atr20_pct_market_rank <= train_q50_55,2,3,3,3,True,True,True,True,6,True,manual_review_seed_only_not_trade_rule,True
E10C_SEED_87f9f10b66423590,volatility_return_std_10 >= train_q10_15 and industry_relative_strength_vs_market_20d <= train_q90_95 and industry_relative_strength_vs_market_60d <= train_q40_45,2,3,3,3,True,True,True,True,6,True,manual_review_seed_only_not_trade_rule,True
E10C_SEED_e675f1cdb32dae77,market_volatility_regime <= train_q35_40 and volume_price_divergence_10 <= train_q75_80 and close_over_max_high_20 <= train_q90_95,2,3,2,3,True,True,True,True,6,True,manual_review_seed_only_not_trade_rule,True
E10C_SEED_3fa6fe122169a98e,market_volatility_regime <= train_q40_45 and close_over_max_high_20 >= train_q05_10 and money_over_mean_5 >= train_q30_35,2,3,2,3,True,True,True,True,6,True,manual_review_seed_only_not_trade_rule,True
E10C_SEED_d849d52e0e224b2c,market_volatility_regime <= train_q30_35 and volume_price_divergence_10 <= train_q85_90 and close_over_ma_5 >= train_q10_15,2,3,2,3,True,True,True,True,6,True,manual_review_seed_only_not_trade_rule,True
E10C_SEED_cdb7ae6f239a051b,market_volatility_regime <= train_q40_45 and close_over_ma_20 >= train_q05_10 and volume_over_mean_10 <= train_q65_70,2,3,2,3,True,True,True,True,6,True,manual_review_seed_only_not_trade_rule,True
E10C_SEED_dde6386d2905c2d9,market_volatility_regime <= train_q30_35 and industry_breadth_20d >= train_q25_30 and atr20_pct <= train_q85_90,2,3,2,3,True,True,True,True,6,True,manual_review_seed_only_not_trade_rule,True
E10C_SEED_017f7cb1a7e24e72,volatility_return_std_10 >= train_q10_15 and atr20_pct_market_rank >= train_q50_55 and volume_price_divergence_10 <= train_q60_65,2,3,3,3,True,True,True,True,6,True,manual_review_seed_only_not_trade_rule,True
E10C_SEED_afa6064062db9989,market_volatility_regime >= train_q30_35 and money_over_mean_20 <= train_q45_50 and industry_relative_strength_vs_market_20d <= train_q75_80,2,3,2,3,True,True,True,True,6,True,manual_review_seed_only_not_trade_rule,True
E10C_SEED_5bf9ddca16aa73ab,volatility_return_std_5 >= train_q25_30 and volatility_return_std_10 <= train_q65_70 and turnover_proxy_ratio_5 >= train_q25_30,2,3,3,3,True,True,True,True,6,True,manual_review_seed_only_not_trade_rule,True
E10C_SEED_836344e9cb27c8a3,market_volatility_regime <= train_q30_35 and industry_breadth_20d >= train_q30_35 and amplitude_10 >= train_q00_05,2,3,2,3,True,True,True,True,6,True,manual_review_seed_only_not_trade_rule,True
E10C_SEED_d1c57434089518b5,market_volatility_regime <= train_q35_40 and industry_relative_strength_vs_market_60d >= train_q45_50 and close_over_max_high_20 <= train_q95_100,2,3,2,3,True,True,True,True,6,True,manual_review_seed_only_not_trade_rule,True
E10C_SEED_c8c2782abb5ff7f9,market_volatility_regime <= train_q30_35 and industry_breadth_20d >= train_q30_35 and close_over_max_high_20 <= train_q90_95,2,3,2,3,True,True,True,True,6,True,manual_review_seed_only_not_trade_rule,True
E10C_SEED_164207c99149ff11,volatility_return_std_10 >= train_q10_15 and atr20_pct_market_rank <= train_q50_55 and intraday_range_pct >= train_q15_20,2,3,2,3,True,True,True,True,6,True,manual_review_seed_only_not_trade_rule,True
E10C_SEED_9e9dc947952b273b,volatility_return_std_5 <= train_q25_30 and close_over_max_high_20 <= train_q90_95 and volatility_return_std_20 <= train_q75_80,2,3,3,3,True,True,True,True,6,True,manual_review_seed_only_not_trade_rule,True
E10C_SEED_e8bf0657752d2ce0,market_volatility_regime <= train_q35_40 and close_over_ma_20 >= train_q05_10 and industry_relative_strength_vs_market_60d >= train_q45_50,2,3,2,3,True,True,True,True,6,True,manual_review_seed_only_not_trade_rule,True
E10C_SEED_58ccc4b0e0af7e1c,market_volatility_regime >= train_q40_45 and volume_price_divergence_20 <= train_q80_85 and industry_relative_strength_vs_market_60d >= train_q20_25,2,3,2,3,True,True,True,True,6,True,manual_review_seed_only_not_trade_rule,True
E10C_SEED_013832c840939303,volatility_return_std_10 >= train_q05_10 and atr20_pct_market_rank <= train_q60_65 and atr20_pct >= train_q25_30,2,3,3,3,True,True,True,True,6,True,manual_review_seed_only_not_trade_rule,True
E10C_SEED_91ac1332a9cf5450,market_volatility_regime >= train_q30_35 and industry_relative_strength_vs_market_60d >= train_q20_25 and close_over_max_high_5 >= train_q35_40,2,3,2,3,True,True,True,True,6,True,manual_review_seed_only_not_trade_rule,True
E10C_SEED_1ee871e1efddbcbf,close_over_ma_5 <= train_q50_55 and close_over_min_low_10 >= train_q25_30 and body_pct <= train_q80_85,2,3,2,3,True,True,True,True,6,True,manual_review_seed_only_not_trade_rule,True
E10C_SEED_5dd6106d4b159e04,market_volatility_regime >= train_q40_45 and close_over_min_low_20 >= train_q40_45 and atr20_pct_industry_rank >= train_q00_05,2,3,2,3,True,True,True,True,6,True,manual_review_seed_only_not_trade_rule,True
E10C_SEED_b3b58abf04c2cc4c,market_volatility_regime <= train_q40_45 and close_over_max_high_20 >= train_q10_15 and money_20d_market_rank <= train_q50_55,2,3,2,3,True,True,True,True,6,True,manual_review_seed_only_not_trade_rule,True
E10C_SEED_53479d8c9f239136,atr_like_10 <= train_q85_90 and atr_like_10 <= train_q70_75 and atr_like_10 <= train_q55_60,2,1,3,3,True,True,True,True,6,True,manual_review_seed_only_not_trade_rule,True
E10C_SEED_7a0568ec505c8343,atr20_pct_market_rank <= train_q65_70 and ret_10d_industry_rank <= train_q75_80 and rank_evaporation_3d <= train_q90_95,2,3,3,3,True,True,True,True,6,True,manual_review_seed_only_not_trade_rule,True
E10C_SEED_4eec69c79d1540f7,atr_like_10 <= train_q90_95 and atr20_pct_market_rank <= train_q65_70 and market_breadth_20d >= train_q15_20,2,3,3,3,True,True,True,True,6,True,manual_review_seed_only_not_trade_rule,True
E10C_SEED_b2df3e41afe48cf0,market_volatility_regime >= train_q20_25 and industry_relative_strength_vs_market_60d >= train_q15_20 and amplitude_10 >= train_q00_05,2,3,2,3,True,True,True,True,6,True,manual_review_seed_only_not_trade_rule,True
E10C_SEED_ab9965482945174a,market_volatility_regime >= train_q20_25 and industry_relative_strength_vs_market_60d >= train_q15_20 and market_breadth_20d >= train_q00_05,2,3,2,3,True,True,True,True,6,True,manual_review_seed_only_not_trade_rule,True
E10C_SEED_744a8d21add80144,market_volatility_regime >= train_q25_30 and industry_relative_strength_vs_market_60d >= train_q20_25 and ret_10d_market_rank <= train_q95_100,2,3,2,3,True,True,True,True,6,True,manual_review_seed_only_not_trade_rule,True
E10C_SEED_348c5fecaad159cd,high_vol_constructive_ratio <= train_q40_45 and amplitude_20 >= train_q00_05 and atr20_pct >= train_q05_10,2,3,2,3,True,True,True,True,6,True,manual_review_seed_only_not_trade_rule,True
E10C_SEED_f91de5621023025e,market_volatility_regime >= train_q20_25 and industry_relative_strength_vs_market_60d >= train_q20_25 and amplitude_10 <= train_q90_95,2,3,2,3,True,True,True,True,6,True,manual_review_seed_only_not_trade_rule,True
E10C_SEED_80a32e304b42be51,market_volatility_regime >= train_q25_30 and industry_relative_strength_vs_market_60d >= train_q20_25 and ret_10d_market_rank <= train_q90_95,2,3,2,3,True,True,True,True,6,True,manual_review_seed_only_not_trade_rule,True
E10C_SEED_78d7e843114ce363,volatility_return_std_10 >= train_q10_15 and rank_evaporation_3d <= train_q90_95 and atr20_pct_market_rank <= train_q55_60,2,3,3,3,True,True,True,True,6,True,manual_review_seed_only_not_trade_rule,True
E10C_SEED_bc47b25b0ecb84be,market_volatility_regime >= train_q30_35 and industry_relative_strength_vs_market_60d >= train_q20_25 and amplitude_10 >= train_q00_05,2,3,2,3,True,True,True,True,6,True,manual_review_seed_only_not_trade_rule,True
E10C_SEED_515e68bec801336e,market_volatility_regime >= train_q30_35 and high_vol_destructive_ratio >= train_q00_05 and industry_breadth_20d <= train_q70_75,2,3,1,3,True,True,True,True,6,True,manual_review_seed_only_not_trade_rule,True
E10C_SEED_2a75345918963890,market_volatility_regime >= train_q30_35 and industry_relative_strength_vs_market_60d >= train_q20_25 and close_over_min_low_20 >= train_q00_05,2,3,2,3,True,True,True,True,6,True,manual_review_seed_only_not_trade_rule,True
E10C_SEED_671d9265724aba56,market_volatility_regime >= train_q30_35 and market_breadth_20d <= train_q60_65 and atr20_pct_market_rank >= train_q00_05,2,3,2,3,True,True,True,True,6,True,manual_review_seed_only_not_trade_rule,True
E10C_SEED_32825724c21a04df,market_volatility_regime >= train_q25_30 and high_vol_constructive_ratio <= train_q40_45 and rank_persistence_5d <= train_q85_90,2,3,1,3,True,True,True,True,6,True,manual_review_seed_only_not_trade_rule,True
E10C_SEED_ec3c4f86fb5f5a29,market_volatility_regime >= train_q30_35 and industry_relative_strength_vs_market_60d >= train_q35_40 and ret_10d_market_rank <= train_q95_100,2,3,2,3,True,True,True,True,6,True,manual_review_seed_only_not_trade_rule,True
E10C_SEED_d8235a33c477948a,market_volatility_regime >= train_q20_25 and high_vol_constructive_ratio <= train_q40_45 and volume_price_divergence_20 >= train_q20_25,2,3,1,3,True,True,True,True,6,True,manual_review_seed_only_not_trade_rule,True
E10C_SEED_5b66c878424cb989,market_volatility_regime >= train_q30_35 and high_vol_constructive_ratio <= train_q40_45 and market_volatility_regime >= train_q40_45,2,2,0,3,True,True,True,True,6,True,manual_review_seed_only_not_trade_rule,True
E10C_SEED_9c4c5481958d1e71,market_volatility_regime >= train_q20_25 and high_vol_constructive_ratio <= train_q40_45 and market_breadth_20d <= train_q60_65,2,3,1,3,True,True,True,True,6,True,manual_review_seed_only_not_trade_rule,True
E10C_SEED_e2a754ad20eeb80e,high_vol_constructive_ratio >= train_q40_45 and money_price_coherence_20 >= train_q00_05 and industry_relative_strength_vs_market_20d >= train_q05_10,2,3,2,3,True,True,True,True,6,True,manual_review_seed_only_not_trade_rule,True
E10C_SEED_33b0421f8e30afba,high_vol_constructive_ratio >= train_q40_45 and money_price_coherence_20 >= train_q00_05 and rank_evaporation_2d >= train_q00_05,2,3,2,3,True,True,True,True,6,True,manual_review_seed_only_not_trade_rule,True
E10C_SEED_991c66096282c8c9,atr20_pct_market_rank <= train_q65_70 and close_over_min_low_20 <= train_q45_50 and market_breadth_20d <= train_q65_70,2,3,3,3,True,True,True,True,6,True,manual_review_seed_only_not_trade_rule,True
E10C_SEED_b7a61cc352431def,market_volatility_regime >= train_q30_35 and high_vol_constructive_ratio <= train_q40_45 and market_volatility_regime >= train_q45_50,2,2,0,3,True,True,True,True,6,True,manual_review_seed_only_not_trade_rule,True
E10C_SEED_b7123360a18f30b1,atr20_pct_market_rank <= train_q65_70 and atr20_pct >= train_q20_25 and industry_relative_strength_vs_market_60d >= train_q20_25,2,3,3,3,True,True,True,True,6,True,manual_review_seed_only_not_trade_rule,True
E10C_SEED_259d617aaeba96cc,atr20_pct_market_rank <= train_q65_70 and atr20_pct >= train_q20_25 and market_breadth_20d >= train_q15_20,2,3,3,3,True,True,True,True,6,True,manual_review_seed_only_not_trade_rule,True
E10C_SEED_95d39de43160e66d,volatility_return_std_10 >= train_q10_15 and rank_evaporation_3d <= train_q90_95 and atr20_pct_market_rank >= train_q55_60,2,3,3,3,True,True,True,True,6,True,manual_review_seed_only_not_trade_rule,True
E10C_SEED_a43f33e564e8cb3e,market_volatility_regime >= train_q30_35 and industry_relative_strength_vs_market_60d >= train_q20_25 and high_vol_constructive_ratio <= train_q40_45,2,3,1,3,True,True,True,True,6,True,manual_review_seed_only_not_trade_rule,True
E10C_SEED_5b506d0e920aaff7,high_vol_constructive_ratio <= train_q40_45 and industry_relative_strength_vs_market_20d >= train_q35_40 and atr20_pct <= train_q85_90,2,3,2,3,True,True,True,True,6,True,manual_review_seed_only_not_trade_rule,True
E10C_SEED_84d9a33f9a71569b,market_volatility_regime <= train_q30_35 and close_over_median_20 >= train_q00_05 and volume_price_divergence_10 <= train_q80_85,2,3,2,3,True,True,True,True,6,True,manual_review_seed_only_not_trade_rule,True
E10C_SEED_0aa91051d4f40a3c,market_volatility_regime <= train_q30_35 and close_over_max_high_20 >= train_q05_10 and volume_price_divergence_10 <= train_q80_85,2,3,2,3,True,True,True,True,6,True,manual_review_seed_only_not_trade_rule,True
E10C_SEED_e2f84d5832b9ab4c,market_volatility_regime <= train_q30_35 and close_over_ma_20 >= train_q05_10 and volume_price_divergence_10 <= train_q80_85,2,3,2,3,True,True,True,True,6,True,manual_review_seed_only_not_trade_rule,True
E10C_SEED_0913c4e34b75b43f,atr20_pct_market_rank <= train_q65_70 and volatility_return_std_5 >= train_q35_40 and volatility_return_std_10 >= train_q35_40,2,3,3,3,True,True,True,True,6,True,manual_review_seed_only_not_trade_rule,True
E10C_SEED_f35b3bdb2ecac294,market_volatility_regime <= train_q30_35 and prelaunch_drawdown_120d >= train_q05_10 and volume_price_divergence_10 <= train_q75_80,2,3,2,3,True,True,True,True,6,True,manual_review_seed_only_not_trade_rule,True
E10C_SEED_7fc1b86fe467688e,atr20_pct_market_rank <= train_q65_70 and atr20_pct <= train_q20_25 and close_over_median_20 >= train_q10_15,2,3,3,3,True,True,True,True,6,True,manual_review_seed_only_not_trade_rule,True
E10C_SEED_4d17ee67d25f2cb3,market_volatility_regime >= train_q25_30 and industry_relative_strength_vs_market_60d <= train_q35_40 and rank_persistence_3d <= train_q85_90,2,3,2,3,True,True,True,True,6,True,manual_review_seed_only_not_trade_rule,True
E10C_SEED_61561d70ceea78f9,market_volatility_regime >= train_q30_35 and atr20_pct_industry_rank <= train_q60_65 and close_over_min_low_20 <= train_q40_45,2,3,2,3,True,True,True,True,6,True,manual_review_seed_only_not_trade_rule,True
E10C_SEED_bd4ec1d65612f95f,market_volatility_regime <= train_q30_35 and prelaunch_drawdown_120d >= train_q05_10 and volatility_return_std_10 >= train_q10_15,2,3,2,3,True,True,True,True,6,True,manual_review_seed_only_not_trade_rule,True
E10C_SEED_d025fd759d60b535,high_vol_constructive_ratio <= train_q40_45 and industry_relative_strength_vs_market_20d <= train_q35_40 and industry_breadth_20d <= train_q40_45,2,3,2,3,True,True,True,True,6,True,manual_review_seed_only_not_trade_rule,True
E10C_SEED_40178f7159342c21,atr_like_10 <= train_q80_85 and money_20d_market_rank <= train_q75_80 and industry_relative_strength_vs_market_60d >= train_q00_05,2,3,3,3,True,True,True,True,6,True,manual_review_seed_only_not_trade_rule,True
E10C_SEED_c161b734a948d4e1,atr_like_10 <= train_q80_85 and gap_open_pct >= train_q25_30 and atr20_pct >= train_q00_05,2,3,2,3,True,True,True,True,6,True,manual_review_seed_only_not_trade_rule,True
E10C_SEED_bdada75fdd341add,atr_like_10 <= train_q80_85 and market_volatility_regime >= train_q15_20 and market_volatility_regime <= train_q80_85,2,2,1,3,True,True,True,True,6,True,manual_review_seed_only_not_trade_rule,True
E10C_SEED_a802bbc1ee927370,atr20_pct_market_rank <= train_q60_65 and atr_like_10 >= train_q00_05 and atr_like_10 <= train_q80_85,2,2,3,3,True,True,True,True,6,True,manual_review_seed_only_not_trade_rule,True
E10C_SEED_590e25e49151d6bc,atr20_pct <= train_q75_80 and volatility_return_std_20 >= train_q05_10 and volatility_return_std_20 >= train_q20_25,2,2,3,3,True,True,True,True,6,True,manual_review_seed_only_not_trade_rule,True
E10C_SEED_7a91a9802f40eb58,high_vol_destructive_ratio <= train_q80_85 and gap_open_pct >= train_q25_30 and ret_20d_market_rank <= train_q85_90,2,3,1,3,True,True,True,True,6,True,manual_review_seed_only_not_trade_rule,True
E10C_SEED_40eb71b01d3d40de,atr20_pct_market_rank <= train_q70_75 and volatility_return_std_5 >= train_q10_15 and volatility_return_std_5 <= train_q85_90,2,2,3,3,True,True,True,True,6,True,manual_review_seed_only_not_trade_rule,True
E10C_SEED_407e18d7d05fdc98,atr20_pct <= train_q70_75 and market_volatility_regime >= train_q15_20 and close_over_median_10 <= train_q85_90,2,3,2,3,True,True,True,True,6,True,manual_review_seed_only_not_trade_rule,True
E10C_SEED_f41f0c1cf62a7319,atr_like_10 <= train_q80_85 and atr_like_10 >= train_q05_10 and atr20_pct_industry_rank >= train_q30_35,2,2,3,3,True,True,True,True,6,True,manual_review_seed_only_not_trade_rule,True
E10C_SEED_fcda47e3c4b6e009,atr_like_10 <= train_q80_85 and market_volatility_regime >= train_q25_30 and industry_relative_strength_vs_market_60d >= train_q00_05,2,3,2,3,True,True,True,True,6,True,manual_review_seed_only_not_trade_rule,True
