datetime,instruments,ema_state,market_ok_entry,width_ok_entry,industry_ok_entry,trend_score_top20_entry,breakout_entry,pullback_entry,combined_entry,trend_score_median
2017-08-29,237,94,94,94,37,7,0,1,1,-0.05989611030298875
2017-08-30,237,107,107,107,46,9,0,1,1,-0.04619888387151978
2017-08-31,237,106,106,106,48,9,1,2,3,-0.047353139240411755
2017-09-01,237,99,99,99,57,11,0,1,1,-0.053423033767092884
2017-09-04,237,97,97,97,54,10,2,1,3,-0.04640793167346263
2017-09-05,237,101,101,101,53,10,0,3,3,-0.004761361677959854
2017-09-06,237,107,107,107,57,11,1,2,3,0.02392743657475177
2017-09-07,237,106,106,106,62,12,0,1,1,0.05991414678002725
2017-09-08,237,103,103,103,62,12,0,3,3,0.09686328254058607
2017-09-11,237,106,106,106,62,12,1,2,3,0.07258629266767752
2017-09-12,237,102,102,102,59,11,0,1,1,0.09285210861798468
2017-09-13,237,106,106,106,62,12,0,3,3,0.07431400565747247
2017-09-14,237,98,98,98,71,14,1,1,2,0.02932849360681669
2017-09-15,237,104,104,104,72,14,0,2,2,-0.007539054386482122
2017-09-18,237,95,95,95,66,13,0,3,3,-0.011169797872294432
2017-09-19,237,98,98,98,67,13,0,2,2,0.012961423980040025
2017-09-20,237,100,100,100,59,11,2,6,8,0.007769269272883769
2017-09-21,237,93,93,93,65,13,0,2,2,0.034289644499804664
2017-09-22,237,87,87,87,60,12,0,1,1,0.01107400972879298
2017-09-25,237,83,83,83,46,9,0,2,2,0.10941713468696111
2017-09-26,237,90,90,90,42,8,0,3,3,0.028734590095420273
2017-09-27,237,86,86,86,37,7,0,4,4,0.15237111816009097
2017-09-28,237,72,72,72,33,6,0,1,1,0.0801591203805826
2017-09-29,237,75,75,75,36,7,1,0,1,0.07074882828373802
2017-10-09,237,84,84,84,40,8,0,1,1,0.08293230300643309
2017-10-10,237,81,81,81,39,7,0,0,0,0.11648889418930758
2017-10-11,237,80,80,80,51,10,0,0,0,0.07814113390443836
2017-10-12,237,79,79,79,39,7,1,2,3,0.12865039852589252
2017-10-13,237,83,83,83,42,8,1,2,3,0.10403142695654292
2017-10-16,237,87,87,87,55,11,0,0,0,0.15495882405718853
2017-10-17,237,79,79,79,52,10,0,1,1,0.17625352979320055
2017-10-18,237,68,68,68,32,6,0,2,2,0.2588738769128419
2017-10-19,237,62,62,0,0,0,0,0,0,
2017-10-20,237,70,70,70,38,7,0,3,3,0.2817474371812485
2017-10-23,237,73,73,73,30,6,0,2,2,0.32651983572097665
2017-10-24,237,73,73,73,34,6,1,1,2,0.2844761375106527
2017-10-25,237,81,81,81,37,7,0,0,0,0.29204205803834676
2017-10-26,237,76,76,76,29,5,1,0,1,0.3556754387923697
2017-10-27,237,71,71,71,31,6,2,0,2,0.47140129811669085
2017-10-30,238,64,64,64,22,4,0,0,0,0.5616280533505051
2017-10-31,238,60,60,60,28,5,0,0,0,0.41314934493348754
2017-11-01,238,74,74,74,40,8,0,0,0,0.4471580911460821
2017-11-02,238,72,72,0,0,0,0,0,0,
2017-11-03,239,75,75,0,0,0,0,0,0,
2017-11-06,239,62,62,62,14,2,2,0,2,0.6684290557349313
2017-11-07,239,61,61,61,13,2,0,0,0,0.6231239690080217
2017-11-08,239,83,83,83,24,4,0,0,0,0.5867107606869018
2017-11-09,239,70,70,70,20,4,0,0,0,0.578249922906263
2017-11-10,239,58,58,58,15,3,2,0,2,0.7061123301165928
2017-11-13,239,55,55,55,17,3,0,0,0,0.49379626586303876
2017-11-14,239,67,67,67,23,4,0,0,0,0.44078913136752934
2017-11-15,239,71,71,0,0,0,0,0,0,
2017-11-16,239,60,60,0,0,0,0,0,0,
2017-11-17,239,67,67,0,0,0,0,0,0,
2017-11-20,239,67,67,0,0,0,0,0,0,
2017-11-21,239,59,59,59,20,4,0,0,0,0.3029602150243712
2017-11-22,239,68,68,68,24,4,0,0,0,0.33828230888700506
2017-11-23,239,75,75,0,0,0,0,0,0,
2017-11-24,239,77,77,0,0,0,0,0,0,
2017-11-27,240,69,69,0,0,0,0,0,0,
2017-11-28,240,71,71,0,0,0,0,0,0,
2017-11-29,240,61,61,0,0,0,0,0,0,
2017-11-30,240,56,56,0,0,0,0,0,0,
2017-12-01,240,60,60,0,0,0,0,0,0,
2017-12-04,240,66,66,0,0,0,0,0,0,
2017-12-05,240,68,68,0,0,0,0,0,0,
2017-12-06,240,65,65,0,0,0,0,0,0,
2017-12-07,240,60,0,0,0,0,0,0,0,
2017-12-08,240,61,61,0,0,0,0,0,0,
2017-12-11,240,65,65,0,0,0,0,0,0,
2017-12-12,240,59,59,0,0,0,0,0,0,
2017-12-13,241,62,62,0,0,0,0,0,0,
2017-12-14,241,56,56,0,0,0,0,0,0,
2017-12-15,242,59,0,0,0,0,0,0,0,
2017-12-18,242,56,56,0,0,0,0,0,0,
2017-12-19,242,64,64,0,0,0,0,0,0,
2017-12-20,242,58,58,0,0,0,0,0,0,
2017-12-21,242,61,61,0,0,0,0,0,0,
2017-12-22,242,63,63,0,0,0,0,0,0,
2017-12-25,243,62,62,0,0,0,0,0,0,
2017-12-26,244,63,63,0,0,0,0,0,0,
2017-12-27,244,64,0,0,0,0,0,0,0,
2017-12-28,244,60,60,0,0,0,0,0,0,
2017-12-29,244,62,62,0,0,0,0,0,0,
2018-01-02,244,59,59,59,11,2,0,1,1,0.5626486344644237
2018-01-03,244,66,66,66,12,2,0,0,0,0.47954456364138376
2018-01-04,244,66,66,66,11,2,0,0,0,0.5450747748364495
2018-01-05,244,68,68,68,9,1,0,0,0,0.41675305310316013
2018-01-08,244,56,56,56,8,1,0,0,0,0.34642298197988886
2018-01-09,244,65,65,65,6,1,1,0,1,0.37320735923605786
2018-01-10,244,64,64,64,5,1,0,0,0,0.389795659360023
2018-01-11,244,73,73,73,9,1,0,0,0,0.23330374394130435
2018-01-12,244,74,74,74,10,2,0,1,1,0.22781108628808955
2018-01-15,244,56,56,0,0,0,0,0,0,
2018-01-16,244,53,53,0,0,0,0,0,0,
2018-01-17,244,60,60,0,0,0,0,0,0,
2018-01-18,244,54,54,0,0,0,0,0,0,
2018-01-19,244,57,57,57,15,3,0,0,0,0.5737516937581943
2018-01-22,244,64,64,64,17,3,0,1,1,0.5003927170537901
2018-01-23,244,64,64,64,16,3,0,0,0,0.5002288712628913
2018-01-24,244,66,66,66,15,3,1,0,1,0.513918399070215
2018-01-25,244,73,73,73,22,4,0,0,0,0.608532274406678
2018-01-26,244,77,77,77,23,4,0,0,0,0.6222825916491634
2018-01-29,244,80,80,0,0,0,0,0,0,
2018-01-30,244,86,86,0,0,0,0,0,0,
2018-01-31,245,86,86,0,0,0,0,0,0,
2018-02-01,245,70,70,0,0,0,0,0,0,
2018-02-02,245,68,68,0,0,0,0,0,0,
2018-02-05,245,60,60,0,0,0,0,0,0,
2018-02-06,245,60,60,0,0,0,0,0,0,
2018-02-07,245,52,0,0,0,0,0,0,0,
2018-02-08,245,44,0,0,0,0,0,0,0,
2018-02-09,245,19,0,0,0,0,0,0,0,
2018-02-12,245,19,0,0,0,0,0,0,0,
2018-02-13,245,27,0,0,0,0,0,0,0,
2018-02-14,245,29,0,0,0,0,0,0,0,
2018-02-22,245,42,0,0,0,0,0,0,0,
2018-02-23,245,42,0,0,0,0,0,0,0,
2018-02-26,245,41,41,0,0,0,0,0,0,
2018-02-27,245,43,0,0,0,0,0,0,0,
2018-02-28,245,31,0,0,0,0,0,0,0,
2018-03-01,245,30,0,0,0,0,0,0,0,
2018-03-02,245,34,0,0,0,0,0,0,0,
2018-03-05,245,34,0,0,0,0,0,0,0,
2018-03-06,245,39,0,0,0,0,0,0,0,
2018-03-07,245,39,0,0,0,0,0,0,0,
2018-03-08,245,42,0,0,0,0,0,0,0,
2018-03-09,245,43,0,0,0,0,0,0,0,
2018-03-12,245,44,0,0,0,0,0,0,0,
2018-03-13,245,49,0,0,0,0,0,0,0,
2018-03-14,245,51,0,0,0,0,0,0,0,
2018-03-15,245,53,0,0,0,0,0,0,0,
2018-03-16,245,54,0,0,0,0,0,0,0,
2018-03-19,245,46,0,0,0,0,0,0,0,
2018-03-20,245,45,0,0,0,0,0,0,0,
2018-03-21,245,40,0,0,0,0,0,0,0,
2018-03-22,245,41,0,0,0,0,0,0,0,
2018-03-23,245,23,0,0,0,0,0,0,0,
2018-03-26,245,24,0,0,0,0,0,0,0,
2018-03-27,245,29,0,0,0,0,0,0,0,
2018-03-28,245,27,0,0,0,0,0,0,0,
2018-03-29,245,35,0,0,0,0,0,0,0,
2018-03-30,245,29,0,0,0,0,0,0,0,
2018-04-02,245,27,0,0,0,0,0,0,0,
2018-04-03,245,25,0,0,0,0,0,0,0,
2018-04-04,245,22,0,0,0,0,0,0,0,
2018-04-09,245,23,0,0,0,0,0,0,0,
2018-04-10,245,28,0,0,0,0,0,0,0,
2018-04-11,245,31,0,0,0,0,0,0,0,
2018-04-12,245,34,0,0,0,0,0,0,0,
2018-04-13,245,33,0,0,0,0,0,0,0,
2018-04-16,245,30,0,0,0,0,0,0,0,
2018-04-17,245,25,0,0,0,0,0,0,0,
2018-04-18,245,23,0,0,0,0,0,0,0,
2018-04-19,245,26,0,0,0,0,0,0,0,
2018-04-20,245,24,0,0,0,0,0,0,0,
2018-04-23,245,23,0,0,0,0,0,0,0,
2018-04-24,245,23,0,0,0,0,0,0,0,
2018-04-25,245,23,0,0,0,0,0,0,0,
2018-04-26,245,23,0,0,0,0,0,0,0,
2018-04-27,245,19,0,0,0,0,0,0,0,
2018-05-02,245,22,0,0,0,0,0,0,0,
2018-05-03,245,20,0,0,0,0,0,0,0,
2018-05-04,245,23,0,0,0,0,0,0,0,
2018-05-07,245,18,0,0,0,0,0,0,0,
2018-05-08,246,30,0,0,0,0,0,0,0,
2018-05-09,246,34,0,0,0,0,0,0,0,
2018-05-10,246,30,0,0,0,0,0,0,0,
2018-05-11,246,36,0,0,0,0,0,0,0,
2018-05-14,246,36,0,0,0,0,0,0,0,
2018-05-15,246,36,0,0,0,0,0,0,0,
2018-05-16,246,47,0,0,0,0,0,0,0,
2018-05-17,246,49,0,0,0,0,0,0,0,
2018-05-18,246,44,0,0,0,0,0,0,0,
2018-05-21,246,59,0,0,0,0,0,0,0,
2018-05-22,246,54,0,0,0,0,0,0,0,
2018-05-23,246,55,0,0,0,0,0,0,0,
2018-05-24,246,49,0,0,0,0,0,0,0,
2018-05-25,246,43,0,0,0,0,0,0,0,
2018-05-28,246,42,0,0,0,0,0,0,0,
2018-05-29,246,46,0,0,0,0,0,0,0,
2018-05-30,246,28,0,0,0,0,0,0,0,
2018-05-31,246,31,0,0,0,0,0,0,0,
2018-06-01,246,35,0,0,0,0,0,0,0,
2018-06-04,246,29,0,0,0,0,0,0,0,
2018-06-05,246,34,0,0,0,0,0,0,0,
2018-06-06,246,36,0,0,0,0,0,0,0,
2018-06-07,246,33,0,0,0,0,0,0,0,
2018-06-08,247,35,0,0,0,0,0,0,0,
2018-06-11,247,34,0,0,0,0,0,0,0,
2018-06-12,247,30,0,0,0,0,0,0,0,
2018-06-13,247,35,0,0,0,0,0,0,0,
2018-06-14,247,37,0,0,0,0,0,0,0,
2018-06-15,247,34,0,0,0,0,0,0,0,
2018-06-19,247,29,0,0,0,0,0,0,0,
2018-06-20,248,31,0,0,0,0,0,0,0,
2018-06-21,248,26,0,0,0,0,0,0,0,
2018-06-22,248,31,0,0,0,0,0,0,0,
2018-06-25,248,31,0,0,0,0,0,0,0,
2018-06-26,248,26,0,0,0,0,0,0,0,
2018-06-27,248,17,0,0,0,0,0,0,0,
2018-06-28,248,11,0,0,0,0,0,0,0,
2018-06-29,248,22,0,0,0,0,0,0,0,
2018-07-02,248,15,0,0,0,0,0,0,0,
2018-07-03,248,10,0,0,0,0,0,0,0,
2018-07-04,248,14,0,0,0,0,0,0,0,
2018-07-05,248,11,0,0,0,0,0,0,0,
2018-07-06,248,13,0,0,0,0,0,0,0,
2018-07-09,248,16,0,0,0,0,0,0,0,
2018-07-10,248,16,0,0,0,0,0,0,0,
2018-07-11,248,16,0,0,0,0,0,0,0,
2018-07-12,248,18,0,0,0,0,0,0,0,
2018-07-13,248,16,0,0,0,0,0,0,0,
2018-07-16,248,19,0,0,0,0,0,0,0,
2018-07-17,248,20,0,0,0,0,0,0,0,
2018-07-18,248,21,0,0,0,0,0,0,0,
2018-07-19,248,24,0,0,0,0,0,0,0,
2018-07-20,249,25,0,0,0,0,0,0,0,
2018-07-23,249,22,0,0,0,0,0,0,0,
2018-07-24,249,29,0,0,0,0,0,0,0,
2018-07-25,249,29,0,0,0,0,0,0,0,
2018-07-26,249,34,0,0,0,0,0,0,0,
2018-07-27,249,36,0,0,0,0,0,0,0,
2018-07-30,249,32,0,0,0,0,0,0,0,
2018-07-31,249,32,0,0,0,0,0,0,0,
2018-08-01,249,28,0,0,0,0,0,0,0,
2018-08-02,249,23,0,0,0,0,0,0,0,
2018-08-03,249,18,0,0,0,0,0,0,0,
2018-08-06,249,18,0,0,0,0,0,0,0,
2018-08-07,249,20,0,0,0,0,0,0,0,
2018-08-08,249,18,0,0,0,0,0,0,0,
2018-08-09,249,25,0,0,0,0,0,0,0,
2018-08-10,249,25,0,0,0,0,0,0,0,
2018-08-13,249,22,0,0,0,0,0,0,0,
2018-08-14,249,22,0,0,0,0,0,0,0,
2018-08-15,249,16,0,0,0,0,0,0,0,
2018-08-16,249,14,0,0,0,0,0,0,0,
2018-08-17,249,14,0,0,0,0,0,0,0,
2018-08-20,249,18,0,0,0,0,0,0,0,
2018-08-21,249,25,0,0,0,0,0,0,0,
2018-08-22,249,27,0,0,0,0,0,0,0,
2018-08-23,249,25,0,0,0,0,0,0,0,
2018-08-24,249,27,0,0,0,0,0,0,0,
2018-08-27,249,29,0,0,0,0,0,0,0,
2018-08-28,249,32,0,0,0,0,0,0,0,
2018-08-29,249,33,0,0,0,0,0,0,0,
2018-08-30,249,30,0,0,0,0,0,0,0,
2018-08-31,249,29,0,0,0,0,0,0,0,
2018-09-03,249,31,0,0,0,0,0,0,0,
2018-09-04,249,34,0,0,0,0,0,0,0,
2018-09-05,249,30,0,0,0,0,0,0,0,
2018-09-06,249,25,0,0,0,0,0,0,0,
2018-09-07,249,25,0,0,0,0,0,0,0,
2018-09-10,249,20,0,0,0,0,0,0,0,
2018-09-11,249,22,0,0,0,0,0,0,0,
2018-09-12,249,20,0,0,0,0,0,0,0,
2018-09-13,249,26,0,0,0,0,0,0,0,
2018-09-14,249,26,0,0,0,0,0,0,0,
2018-09-17,249,20,0,0,0,0,0,0,0,
2018-09-18,250,24,0,0,0,0,0,0,0,
2018-09-19,250,27,0,0,0,0,0,0,0,
2018-09-20,250,27,0,0,0,0,0,0,0,
2018-09-21,250,24,0,0,0,0,0,0,0,
2018-09-25,250,36,0,0,0,0,0,0,0,
2018-09-26,250,42,0,0,0,0,0,0,0,
2018-09-27,250,46,0,0,0,0,0,0,0,
2018-09-28,250,42,0,0,0,0,0,0,0,
2018-10-08,250,46,0,0,0,0,0,0,0,
2018-10-09,250,42,0,0,0,0,0,0,0,
2018-10-10,250,41,0,0,0,0,0,0,0,
2018-10-11,250,13,0,0,0,0,0,0,0,
2018-10-12,250,28,0,0,0,0,0,0,0,
2018-10-15,250,20,0,0,0,0,0,0,0,
2018-10-16,250,21,0,0,0,0,0,0,0,
2018-10-17,250,26,0,0,0,0,0,0,0,
2018-10-18,250,12,0,0,0,0,0,0,0,
2018-10-19,250,24,0,0,0,0,0,0,0,
2018-10-22,250,30,0,0,0,0,0,0,0,
2018-10-23,250,27,0,0,0,0,0,0,0,
2018-10-24,250,25,0,0,0,0,0,0,0,
2018-10-25,250,25,0,0,0,0,0,0,0,
2018-10-26,250,29,0,0,0,0,0,0,0,
2018-10-29,250,26,0,0,0,0,0,0,0,
2018-10-30,250,29,0,0,0,0,0,0,0,
2018-10-31,250,35,0,0,0,0,0,0,0,
2018-11-01,250,37,0,0,0,0,0,0,0,
2018-11-02,250,40,0,0,0,0,0,0,0,
2018-11-05,250,48,0,0,0,0,0,0,0,
2018-11-06,250,50,0,0,0,0,0,0,0,
2018-11-07,250,54,0,0,0,0,0,0,0,
2018-11-08,250,55,0,0,0,0,0,0,0,
2018-11-09,250,42,0,0,0,0,0,0,0,
2018-11-12,250,48,0,0,0,0,0,0,0,
2018-11-13,250,50,0,0,0,0,0,0,0,
2018-11-14,250,47,0,0,0,0,0,0,0,
2018-11-15,250,51,0,0,0,0,0,0,0,
2018-11-16,251,51,0,0,0,0,0,0,0,
2018-11-19,251,51,0,0,0,0,0,0,0,
2018-11-20,251,55,0,0,0,0,0,0,0,
2018-11-21,251,55,0,0,0,0,0,0,0,
2018-11-22,251,53,0,0,0,0,0,0,0,
2018-11-23,251,37,0,0,0,0,0,0,0,
2018-11-26,251,36,0,0,0,0,0,0,0,
2018-11-27,251,35,0,0,0,0,0,0,0,
2018-11-28,251,41,0,0,0,0,0,0,0,
2018-11-29,251,33,0,0,0,0,0,0,0,
2018-11-30,251,38,0,0,0,0,0,0,0,
2018-12-03,251,42,0,0,0,0,0,0,0,
2018-12-04,251,42,0,0,0,0,0,0,0,
2018-12-05,251,42,0,0,0,0,0,0,0,
2018-12-06,251,38,0,0,0,0,0,0,0,
2018-12-07,251,38,0,0,0,0,0,0,0,
2018-12-10,251,28,0,0,0,0,0,0,0,
2018-12-11,251,33,0,0,0,0,0,0,0,
2018-12-12,251,38,0,0,0,0,0,0,0,
2018-12-13,251,43,0,0,0,0,0,0,0,
2018-12-14,251,35,0,0,0,0,0,0,0,
2018-12-17,251,38,0,0,0,0,0,0,0,
2018-12-18,251,29,0,0,0,0,0,0,0,
2018-12-19,251,29,0,0,0,0,0,0,0,
2018-12-20,251,29,0,0,0,0,0,0,0,
2018-12-21,251,25,0,0,0,0,0,0,0,
2018-12-24,251,29,0,0,0,0,0,0,0,
2018-12-25,251,24,0,0,0,0,0,0,0,
2018-12-26,251,20,0,0,0,0,0,0,0,
2018-12-27,251,23,0,0,0,0,0,0,0,
2018-12-28,251,23,0,0,0,0,0,0,0,
2019-01-02,251,24,0,0,0,0,0,0,0,
2019-01-03,251,16,0,0,0,0,0,0,0,
2019-01-04,251,22,0,0,0,0,0,0,0,
2019-01-07,251,25,0,0,0,0,0,0,0,
2019-01-08,251,27,0,0,0,0,0,0,0,
2019-01-09,251,32,0,0,0,0,0,0,0,
2019-01-10,251,31,0,0,0,0,0,0,0,
2019-01-11,251,35,0,0,0,0,0,0,0,
2019-01-14,251,37,0,0,0,0,0,0,0,
