split,seed_episode_id,instrument,exit_trigger_type,exit_signal_date,exit_execution_date,holding_days,return_r,loss_r,audit_only_status
train,ep4_wide_seed_v0_SH600009_20171030_47b8cf63e8,SH600009,natural_exit_h20,2017-11-28,2017-11-29,22,-0.11884839721017192,0.11884839721017192,report_only
train,ep4_wide_seed_v0_SH600009_20180502_0cc09fbf30,SH600009,natural_exit_h20,2018-05-31,2018-06-01,22,0.697558535734255,0.0,report_only
train,ep4_wide_seed_v0_SH600009_20190213_98ef4e6849,SH600009,natural_exit_h20,2019-03-14,2019-03-15,22,0.31773519094568936,0.0,report_only
train,ep4_wide_seed_v0_SH600009_20190329_20aa141807,SH600009,natural_exit_h20,2019-04-30,2019-05-06,22,0.7419221799461222,0.0,report_only
train,ep4_wide_seed_v0_SH600009_20201116_25c84887b5,SH600009,natural_exit_h20,2020-12-15,2020-12-16,22,-0.5739536367963001,0.5739536367963001,report_only
validation,ep4_wide_seed_v0_SH600009_20220120_62fd0dda17,SH600009,close_below_breakout_reference,2022-01-26,2022-01-27,5,-0.5738640760767975,0.5738640760767975,report_only
validation,ep4_wide_seed_v0_SH600009_20220804_cf813c22b2,SH600009,close_below_breakout_reference,2022-08-10,2022-08-11,5,-0.34622621969963174,0.34622621969963174,report_only
validation,ep4_wide_seed_v0_SH600009_20230116_7c394c853e,SH600009,close_below_seed_day_low,2023-01-31,2023-02-01,7,-0.33139016331485394,0.33139016331485394,report_only
robustness,ep4_wide_seed_v0_SH600009_20240927_b7bafa83e4,SH600009,close_below_breakout_reference,2024-10-15,2024-10-16,8,-0.3630378764197504,0.3630378764197504,report_only
train,ep4_wide_seed_v0_SH600010_20200618_5781d1ed4d,SH600010,close_below_breakout_reference,2020-06-19,2020-06-22,2,-0.2671985028392392,0.2671985028392392,report_only
train,ep4_wide_seed_v0_SH600010_20200909_5015d683c0,SH600010,close_below_breakout_reference,2020-09-10,2020-09-11,2,-0.914871046137955,0.914871046137955,report_only
train,ep4_wide_seed_v0_SH600010_20201116_22cc567754,SH600010,close_below_breakout_reference,2020-11-17,2020-11-18,2,-0.19117680238443993,0.19117680238443993,report_only
train,ep4_wide_seed_v0_SH600010_20210222_2f9eff2855,SH600010,natural_exit_h20,2021-03-23,2021-03-24,22,0.4920942909666001,0.0,report_only
train,ep4_wide_seed_v0_SH600010_20210709_600e0aedfb,SH600010,natural_exit_h20,2021-08-09,2021-08-10,22,1.8177842429553301,0.0,report_only
validation,ep4_wide_seed_v0_SH600010_20220621_da98beaad1,SH600010,natural_exit_h20,2022-07-20,2022-07-21,22,-0.4737039863885909,0.4737039863885909,report_only
