fold_order,fold,arm_order,arm_id,score_variant,model_seed,is_ensemble,decision_date,row_n,RankIC,score_std,label_std,metric_day_status,checkpoint_semantic_sha256,predictor_semantic_sha256
1,validation_early,0,P0_CURRENT_SCORE_MEAN8,point,20260713.0,False,2023-01-04,481,0.023618658393063204,0.00019448951471349868,0.018959632143378258,pass,cd82c881c535500e1c6f4b93184605f0a8a5fa24f3de15ed0df698a832ce31cd,3391662af5e3437dbccc2fa6cf8bdca04e9fe2cfa796f73f6d60d03d72d83b40
1,validation_early,0,P0_CURRENT_SCORE_MEAN8,point,20260713.0,False,2023-01-06,482,-0.0026786496886092187,0.00021050952238374517,0.021723780781030655,pass,cd82c881c535500e1c6f4b93184605f0a8a5fa24f3de15ed0df698a832ce31cd,3391662af5e3437dbccc2fa6cf8bdca04e9fe2cfa796f73f6d60d03d72d83b40
1,validation_early,0,P0_CURRENT_SCORE_MEAN8,point,20260713.0,False,2023-01-10,482,-0.08345424503196813,0.00020341062196051334,0.018755627796053886,pass,cd82c881c535500e1c6f4b93184605f0a8a5fa24f3de15ed0df698a832ce31cd,3391662af5e3437dbccc2fa6cf8bdca04e9fe2cfa796f73f6d60d03d72d83b40
1,validation_early,0,P0_CURRENT_SCORE_MEAN8,point,20260713.0,False,2023-01-11,482,-0.07102419548881038,0.0002119828706820425,0.015539595857262611,pass,cd82c881c535500e1c6f4b93184605f0a8a5fa24f3de15ed0df698a832ce31cd,3391662af5e3437dbccc2fa6cf8bdca04e9fe2cfa796f73f6d60d03d72d83b40
1,validation_early,0,P0_CURRENT_SCORE_MEAN8,point,20260713.0,False,2023-01-12,482,-0.0024531114954327534,0.00019951339508025487,0.018487725406885147,pass,cd82c881c535500e1c6f4b93184605f0a8a5fa24f3de15ed0df698a832ce31cd,3391662af5e3437dbccc2fa6cf8bdca04e9fe2cfa796f73f6d60d03d72d83b40
1,validation_early,0,P0_CURRENT_SCORE_MEAN8,point,20260713.0,False,2023-01-13,482,0.0023839310482697386,0.00019619080421299354,0.022614672780036926,pass,cd82c881c535500e1c6f4b93184605f0a8a5fa24f3de15ed0df698a832ce31cd,3391662af5e3437dbccc2fa6cf8bdca04e9fe2cfa796f73f6d60d03d72d83b40
1,validation_early,0,P0_CURRENT_SCORE_MEAN8,point,20260713.0,False,2023-01-16,482,-0.06170003841559488,0.00020157946501100685,0.015722228214144707,pass,cd82c881c535500e1c6f4b93184605f0a8a5fa24f3de15ed0df698a832ce31cd,3391662af5e3437dbccc2fa6cf8bdca04e9fe2cfa796f73f6d60d03d72d83b40
1,validation_early,0,P0_CURRENT_SCORE_MEAN8,point,20260713.0,False,2023-01-17,482,0.08200747060732579,0.00020672272648033604,0.015594465658068657,pass,cd82c881c535500e1c6f4b93184605f0a8a5fa24f3de15ed0df698a832ce31cd,3391662af5e3437dbccc2fa6cf8bdca04e9fe2cfa796f73f6d60d03d72d83b40
1,validation_early,0,P0_CURRENT_SCORE_MEAN8,point,20260713.0,False,2023-01-18,482,0.040641304597685834,0.0002026079792349108,0.01885935477912426,pass,cd82c881c535500e1c6f4b93184605f0a8a5fa24f3de15ed0df698a832ce31cd,3391662af5e3437dbccc2fa6cf8bdca04e9fe2cfa796f73f6d60d03d72d83b40
1,validation_early,0,P0_CURRENT_SCORE_MEAN8,point,20260713.0,False,2023-01-19,482,0.030436908275912024,0.00020499213774379869,0.01895746961236,pass,cd82c881c535500e1c6f4b93184605f0a8a5fa24f3de15ed0df698a832ce31cd,3391662af5e3437dbccc2fa6cf8bdca04e9fe2cfa796f73f6d60d03d72d83b40
1,validation_early,0,P0_CURRENT_SCORE_MEAN8,point,20260713.0,False,2023-01-20,483,-0.051228536512269954,0.0002060459390688354,0.024083172902464867,pass,cd82c881c535500e1c6f4b93184605f0a8a5fa24f3de15ed0df698a832ce31cd,3391662af5e3437dbccc2fa6cf8bdca04e9fe2cfa796f73f6d60d03d72d83b40
1,validation_early,0,P0_CURRENT_SCORE_MEAN8,point,20260713.0,False,2023-02-01,483,-0.05313077019681946,0.0001863056465462796,0.01901932992041111,pass,cd82c881c535500e1c6f4b93184605f0a8a5fa24f3de15ed0df698a832ce31cd,3391662af5e3437dbccc2fa6cf8bdca04e9fe2cfa796f73f6d60d03d72d83b40
1,validation_early,0,P0_CURRENT_SCORE_MEAN8,point,20260713.0,False,2023-02-02,483,-0.05353009625222181,0.00020036504695265426,0.014339011162519455,pass,cd82c881c535500e1c6f4b93184605f0a8a5fa24f3de15ed0df698a832ce31cd,3391662af5e3437dbccc2fa6cf8bdca04e9fe2cfa796f73f6d60d03d72d83b40
1,validation_early,0,P0_CURRENT_SCORE_MEAN8,point,20260713.0,False,2023-02-03,483,0.06398209375295873,0.00020904080378515862,0.018017465248703957,pass,cd82c881c535500e1c6f4b93184605f0a8a5fa24f3de15ed0df698a832ce31cd,3391662af5e3437dbccc2fa6cf8bdca04e9fe2cfa796f73f6d60d03d72d83b40
1,validation_early,0,P0_CURRENT_SCORE_MEAN8,point,20260713.0,False,2023-02-06,483,0.042215397599906765,0.0002049534116441175,0.017286688089370728,pass,cd82c881c535500e1c6f4b93184605f0a8a5fa24f3de15ed0df698a832ce31cd,3391662af5e3437dbccc2fa6cf8bdca04e9fe2cfa796f73f6d60d03d72d83b40
1,validation_early,0,P0_CURRENT_SCORE_MEAN8,point,20260713.0,False,2023-02-08,482,0.0377061586739926,0.00019707808181505815,0.01876978948712349,pass,cd82c881c535500e1c6f4b93184605f0a8a5fa24f3de15ed0df698a832ce31cd,3391662af5e3437dbccc2fa6cf8bdca04e9fe2cfa796f73f6d60d03d72d83b40
1,validation_early,0,P0_CURRENT_SCORE_MEAN8,point,20260713.0,False,2023-02-09,481,0.028637805662197438,0.00019427314931227637,0.016191938892006874,pass,cd82c881c535500e1c6f4b93184605f0a8a5fa24f3de15ed0df698a832ce31cd,3391662af5e3437dbccc2fa6cf8bdca04e9fe2cfa796f73f6d60d03d72d83b40
1,validation_early,0,P0_CURRENT_SCORE_MEAN8,point,20260713.0,False,2023-02-10,482,0.06755793362683875,0.00019842707992439137,0.021176638081669807,pass,cd82c881c535500e1c6f4b93184605f0a8a5fa24f3de15ed0df698a832ce31cd,3391662af5e3437dbccc2fa6cf8bdca04e9fe2cfa796f73f6d60d03d72d83b40
1,validation_early,0,P0_CURRENT_SCORE_MEAN8,point,20260713.0,False,2023-02-13,482,0.011761185068966796,0.00020650611902553378,0.016164343804121017,pass,cd82c881c535500e1c6f4b93184605f0a8a5fa24f3de15ed0df698a832ce31cd,3391662af5e3437dbccc2fa6cf8bdca04e9fe2cfa796f73f6d60d03d72d83b40
1,validation_early,0,P0_CURRENT_SCORE_MEAN8,point,20260713.0,False,2023-02-14,483,0.033517468598305386,0.00019582383120710689,0.019365616142749786,pass,cd82c881c535500e1c6f4b93184605f0a8a5fa24f3de15ed0df698a832ce31cd,3391662af5e3437dbccc2fa6cf8bdca04e9fe2cfa796f73f6d60d03d72d83b40
1,validation_early,0,P0_CURRENT_SCORE_MEAN8,point,20260713.0,False,2023-02-15,482,0.0642182437400076,0.0001994380244664749,0.01819966360926628,pass,cd82c881c535500e1c6f4b93184605f0a8a5fa24f3de15ed0df698a832ce31cd,3391662af5e3437dbccc2fa6cf8bdca04e9fe2cfa796f73f6d60d03d72d83b40
1,validation_early,0,P0_CURRENT_SCORE_MEAN8,point,20260713.0,False,2023-02-16,482,0.006401842460256343,0.00020508334427078248,0.020617196336388588,pass,cd82c881c535500e1c6f4b93184605f0a8a5fa24f3de15ed0df698a832ce31cd,3391662af5e3437dbccc2fa6cf8bdca04e9fe2cfa796f73f6d60d03d72d83b40
1,validation_early,0,P0_CURRENT_SCORE_MEAN8,point,20260713.0,False,2023-02-17,480,0.022344229178971088,0.0002091106395724523,0.02226453460752964,pass,cd82c881c535500e1c6f4b93184605f0a8a5fa24f3de15ed0df698a832ce31cd,3391662af5e3437dbccc2fa6cf8bdca04e9fe2cfa796f73f6d60d03d72d83b40
1,validation_early,0,P0_CURRENT_SCORE_MEAN8,point,20260713.0,False,2023-02-20,480,0.06569045360659458,0.00020577410724783319,0.017250653356313705,pass,cd82c881c535500e1c6f4b93184605f0a8a5fa24f3de15ed0df698a832ce31cd,3391662af5e3437dbccc2fa6cf8bdca04e9fe2cfa796f73f6d60d03d72d83b40
1,validation_early,0,P0_CURRENT_SCORE_MEAN8,point,20260713.0,False,2023-02-21,480,0.007407914989650371,0.00021051696873713335,0.015653498470783234,pass,cd82c881c535500e1c6f4b93184605f0a8a5fa24f3de15ed0df698a832ce31cd,3391662af5e3437dbccc2fa6cf8bdca04e9fe2cfa796f73f6d60d03d72d83b40
1,validation_early,0,P0_CURRENT_SCORE_MEAN8,point,20260713.0,False,2023-02-22,482,-0.018276031619998218,0.00021152474180450445,0.017520947381854057,pass,cd82c881c535500e1c6f4b93184605f0a8a5fa24f3de15ed0df698a832ce31cd,3391662af5e3437dbccc2fa6cf8bdca04e9fe2cfa796f73f6d60d03d72d83b40
1,validation_early,0,P0_CURRENT_SCORE_MEAN8,point,20260713.0,False,2023-02-23,481,-0.024070798685590006,0.0002065160891269285,0.015333716757595539,pass,cd82c881c535500e1c6f4b93184605f0a8a5fa24f3de15ed0df698a832ce31cd,3391662af5e3437dbccc2fa6cf8bdca04e9fe2cfa796f73f6d60d03d72d83b40
1,validation_early,0,P0_CURRENT_SCORE_MEAN8,point,20260713.0,False,2023-02-24,482,-0.12178793243006443,0.000207165313335677,0.015730194747447968,pass,cd82c881c535500e1c6f4b93184605f0a8a5fa24f3de15ed0df698a832ce31cd,3391662af5e3437dbccc2fa6cf8bdca04e9fe2cfa796f73f6d60d03d72d83b40
1,validation_early,0,P0_CURRENT_SCORE_MEAN8,point,20260713.0,False,2023-02-27,481,0.03665105729346593,0.0002112707595054983,0.013285603374242783,pass,cd82c881c535500e1c6f4b93184605f0a8a5fa24f3de15ed0df698a832ce31cd,3391662af5e3437dbccc2fa6cf8bdca04e9fe2cfa796f73f6d60d03d72d83b40
1,validation_early,0,P0_CURRENT_SCORE_MEAN8,point,20260713.0,False,2023-03-01,484,0.030940527310635697,0.00019896127674873306,0.01994050294160843,pass,cd82c881c535500e1c6f4b93184605f0a8a5fa24f3de15ed0df698a832ce31cd,3391662af5e3437dbccc2fa6cf8bdca04e9fe2cfa796f73f6d60d03d72d83b40
1,validation_early,0,P0_CURRENT_SCORE_MEAN8,point,20260713.0,False,2023-03-03,485,-0.024053373566370006,0.0002016871060974609,0.02113197185099125,pass,cd82c881c535500e1c6f4b93184605f0a8a5fa24f3de15ed0df698a832ce31cd,3391662af5e3437dbccc2fa6cf8bdca04e9fe2cfa796f73f6d60d03d72d83b40
1,validation_early,0,P0_CURRENT_SCORE_MEAN8,point,20260713.0,False,2023-03-06,486,-0.007292431973838696,0.00021214992128203028,0.015728412196040154,pass,cd82c881c535500e1c6f4b93184605f0a8a5fa24f3de15ed0df698a832ce31cd,3391662af5e3437dbccc2fa6cf8bdca04e9fe2cfa796f73f6d60d03d72d83b40
1,validation_early,0,P0_CURRENT_SCORE_MEAN8,point,20260713.0,False,2023-03-07,486,0.02485665806854319,0.0001999626316424951,0.01436291541904211,pass,cd82c881c535500e1c6f4b93184605f0a8a5fa24f3de15ed0df698a832ce31cd,3391662af5e3437dbccc2fa6cf8bdca04e9fe2cfa796f73f6d60d03d72d83b40
1,validation_early,0,P0_CURRENT_SCORE_MEAN8,point,20260713.0,False,2023-03-08,486,0.032636334015887024,0.00021370206320242454,0.015649322420358658,pass,cd82c881c535500e1c6f4b93184605f0a8a5fa24f3de15ed0df698a832ce31cd,3391662af5e3437dbccc2fa6cf8bdca04e9fe2cfa796f73f6d60d03d72d83b40
1,validation_early,0,P0_CURRENT_SCORE_MEAN8,point,20260713.0,False,2023-03-09,487,-0.08416978944051975,0.0002048378943777096,0.017838960513472557,pass,cd82c881c535500e1c6f4b93184605f0a8a5fa24f3de15ed0df698a832ce31cd,3391662af5e3437dbccc2fa6cf8bdca04e9fe2cfa796f73f6d60d03d72d83b40
1,validation_early,0,P0_CURRENT_SCORE_MEAN8,point,20260713.0,False,2023-03-10,487,-0.04903019633864853,0.00020613541341073032,0.022674016654491425,pass,cd82c881c535500e1c6f4b93184605f0a8a5fa24f3de15ed0df698a832ce31cd,3391662af5e3437dbccc2fa6cf8bdca04e9fe2cfa796f73f6d60d03d72d83b40
1,validation_early,0,P0_CURRENT_SCORE_MEAN8,point,20260713.0,False,2023-03-13,487,-0.05378571392049854,0.0002024751597748983,0.018155904486775398,pass,cd82c881c535500e1c6f4b93184605f0a8a5fa24f3de15ed0df698a832ce31cd,3391662af5e3437dbccc2fa6cf8bdca04e9fe2cfa796f73f6d60d03d72d83b40
1,validation_early,0,P0_CURRENT_SCORE_MEAN8,point,20260713.0,False,2023-03-14,487,-0.04239983241644034,0.0001880971293984545,0.018627852201461792,pass,cd82c881c535500e1c6f4b93184605f0a8a5fa24f3de15ed0df698a832ce31cd,3391662af5e3437dbccc2fa6cf8bdca04e9fe2cfa796f73f6d60d03d72d83b40
1,validation_early,0,P0_CURRENT_SCORE_MEAN8,point,20260713.0,False,2023-03-15,488,-0.03514550152916825,0.00020269674276033304,0.022389138117432594,pass,cd82c881c535500e1c6f4b93184605f0a8a5fa24f3de15ed0df698a832ce31cd,3391662af5e3437dbccc2fa6cf8bdca04e9fe2cfa796f73f6d60d03d72d83b40
