fold,arm_order,arm_id,score_variant,aggregation_role,seed_a,seed_b,decision_date,metric_id,metric_value,row_n,status
validation_early,0,P0_CURRENT_SCORE_MEAN8,point,pairwise_seed,20260713,20260714,2023-01-04,daily_score_spearman,0.0396148023222712,481,pass
validation_early,0,P0_CURRENT_SCORE_MEAN8,point,pairwise_seed,20260713,20260714,2023-01-04,top30_overlap,3.0,481,pass
validation_early,0,P0_CURRENT_SCORE_MEAN8,point,pairwise_seed,20260713,20260714,2023-01-06,daily_score_spearman,0.034352534262330404,482,pass
validation_early,0,P0_CURRENT_SCORE_MEAN8,point,pairwise_seed,20260713,20260714,2023-01-06,top30_overlap,1.0,482,pass
validation_early,0,P0_CURRENT_SCORE_MEAN8,point,pairwise_seed,20260713,20260714,2023-01-10,daily_score_spearman,-0.011035840911359587,482,pass
validation_early,0,P0_CURRENT_SCORE_MEAN8,point,pairwise_seed,20260713,20260714,2023-01-10,top30_overlap,2.0,482,pass
validation_early,0,P0_CURRENT_SCORE_MEAN8,point,pairwise_seed,20260713,20260714,2023-01-11,daily_score_spearman,-0.07026926482726338,482,pass
validation_early,0,P0_CURRENT_SCORE_MEAN8,point,pairwise_seed,20260713,20260714,2023-01-11,top30_overlap,1.0,482,pass
validation_early,0,P0_CURRENT_SCORE_MEAN8,point,pairwise_seed,20260713,20260714,2023-01-12,daily_score_spearman,0.04944237832565454,482,pass
validation_early,0,P0_CURRENT_SCORE_MEAN8,point,pairwise_seed,20260713,20260714,2023-01-12,top30_overlap,1.0,482,pass
validation_early,0,P0_CURRENT_SCORE_MEAN8,point,pairwise_seed,20260713,20260714,2023-01-13,daily_score_spearman,0.009512850393240076,482,pass
validation_early,0,P0_CURRENT_SCORE_MEAN8,point,pairwise_seed,20260713,20260714,2023-01-13,top30_overlap,1.0,482,pass
validation_early,0,P0_CURRENT_SCORE_MEAN8,point,pairwise_seed,20260713,20260714,2023-01-16,daily_score_spearman,0.008623832004672706,482,pass
validation_early,0,P0_CURRENT_SCORE_MEAN8,point,pairwise_seed,20260713,20260714,2023-01-16,top30_overlap,2.0,482,pass
validation_early,0,P0_CURRENT_SCORE_MEAN8,point,pairwise_seed,20260713,20260714,2023-01-17,daily_score_spearman,0.053439960529983996,482,pass
validation_early,0,P0_CURRENT_SCORE_MEAN8,point,pairwise_seed,20260713,20260714,2023-01-17,top30_overlap,1.0,482,pass
validation_early,0,P0_CURRENT_SCORE_MEAN8,point,pairwise_seed,20260713,20260714,2023-01-18,daily_score_spearman,-0.11086394723414389,482,pass
validation_early,0,P0_CURRENT_SCORE_MEAN8,point,pairwise_seed,20260713,20260714,2023-01-18,top30_overlap,1.0,482,pass
validation_early,0,P0_CURRENT_SCORE_MEAN8,point,pairwise_seed,20260713,20260714,2023-01-19,daily_score_spearman,-0.02089520058129115,482,pass
validation_early,0,P0_CURRENT_SCORE_MEAN8,point,pairwise_seed,20260713,20260714,2023-01-19,top30_overlap,0.0,482,pass
validation_early,0,P0_CURRENT_SCORE_MEAN8,point,pairwise_seed,20260713,20260714,2023-01-20,daily_score_spearman,-0.08427181202836,483,pass
validation_early,0,P0_CURRENT_SCORE_MEAN8,point,pairwise_seed,20260713,20260714,2023-01-20,top30_overlap,2.0,483,pass
validation_early,0,P0_CURRENT_SCORE_MEAN8,point,pairwise_seed,20260713,20260714,2023-02-01,daily_score_spearman,0.02569457505248757,483,pass
validation_early,0,P0_CURRENT_SCORE_MEAN8,point,pairwise_seed,20260713,20260714,2023-02-01,top30_overlap,2.0,483,pass
validation_early,0,P0_CURRENT_SCORE_MEAN8,point,pairwise_seed,20260713,20260714,2023-02-02,daily_score_spearman,0.04158877220724268,483,pass
validation_early,0,P0_CURRENT_SCORE_MEAN8,point,pairwise_seed,20260713,20260714,2023-02-02,top30_overlap,3.0,483,pass
validation_early,0,P0_CURRENT_SCORE_MEAN8,point,pairwise_seed,20260713,20260714,2023-02-03,daily_score_spearman,-0.03262909003154685,483,pass
validation_early,0,P0_CURRENT_SCORE_MEAN8,point,pairwise_seed,20260713,20260714,2023-02-03,top30_overlap,1.0,483,pass
validation_early,0,P0_CURRENT_SCORE_MEAN8,point,pairwise_seed,20260713,20260714,2023-02-06,daily_score_spearman,-0.03193866307867587,483,pass
validation_early,0,P0_CURRENT_SCORE_MEAN8,point,pairwise_seed,20260713,20260714,2023-02-06,top30_overlap,0.0,483,pass
validation_early,0,P0_CURRENT_SCORE_MEAN8,point,pairwise_seed,20260713,20260714,2023-02-08,daily_score_spearman,0.013981732365279186,482,pass
validation_early,0,P0_CURRENT_SCORE_MEAN8,point,pairwise_seed,20260713,20260714,2023-02-08,top30_overlap,2.0,482,pass
validation_early,0,P0_CURRENT_SCORE_MEAN8,point,pairwise_seed,20260713,20260714,2023-02-09,daily_score_spearman,0.04736803512737123,481,pass
validation_early,0,P0_CURRENT_SCORE_MEAN8,point,pairwise_seed,20260713,20260714,2023-02-09,top30_overlap,2.0,481,pass
validation_early,0,P0_CURRENT_SCORE_MEAN8,point,pairwise_seed,20260713,20260714,2023-02-10,daily_score_spearman,-0.046141458192693996,482,pass
validation_early,0,P0_CURRENT_SCORE_MEAN8,point,pairwise_seed,20260713,20260714,2023-02-10,top30_overlap,2.0,482,pass
validation_early,0,P0_CURRENT_SCORE_MEAN8,point,pairwise_seed,20260713,20260714,2023-02-13,daily_score_spearman,-0.027219597668812903,482,pass
validation_early,0,P0_CURRENT_SCORE_MEAN8,point,pairwise_seed,20260713,20260714,2023-02-13,top30_overlap,1.0,482,pass
validation_early,0,P0_CURRENT_SCORE_MEAN8,point,pairwise_seed,20260713,20260714,2023-02-14,daily_score_spearman,0.024497430308199005,483,pass
validation_early,0,P0_CURRENT_SCORE_MEAN8,point,pairwise_seed,20260713,20260714,2023-02-14,top30_overlap,1.0,483,pass
validation_early,0,P0_CURRENT_SCORE_MEAN8,point,pairwise_seed,20260713,20260714,2023-02-15,daily_score_spearman,0.015971307510185377,482,pass
validation_early,0,P0_CURRENT_SCORE_MEAN8,point,pairwise_seed,20260713,20260714,2023-02-15,top30_overlap,4.0,482,pass
validation_early,0,P0_CURRENT_SCORE_MEAN8,point,pairwise_seed,20260713,20260714,2023-02-16,daily_score_spearman,0.0976846997052662,482,pass
validation_early,0,P0_CURRENT_SCORE_MEAN8,point,pairwise_seed,20260713,20260714,2023-02-16,top30_overlap,2.0,482,pass
validation_early,0,P0_CURRENT_SCORE_MEAN8,point,pairwise_seed,20260713,20260714,2023-02-17,daily_score_spearman,0.01159510240929865,480,pass
validation_early,0,P0_CURRENT_SCORE_MEAN8,point,pairwise_seed,20260713,20260714,2023-02-17,top30_overlap,0.0,480,pass
validation_early,0,P0_CURRENT_SCORE_MEAN8,point,pairwise_seed,20260713,20260714,2023-02-20,daily_score_spearman,-0.006453695545553582,480,pass
validation_early,0,P0_CURRENT_SCORE_MEAN8,point,pairwise_seed,20260713,20260714,2023-02-20,top30_overlap,1.0,480,pass
validation_early,0,P0_CURRENT_SCORE_MEAN8,point,pairwise_seed,20260713,20260714,2023-02-21,daily_score_spearman,0.10142144714169765,480,pass
validation_early,0,P0_CURRENT_SCORE_MEAN8,point,pairwise_seed,20260713,20260714,2023-02-21,top30_overlap,2.0,480,pass
validation_early,0,P0_CURRENT_SCORE_MEAN8,point,pairwise_seed,20260713,20260714,2023-02-22,daily_score_spearman,-0.04473291700425022,482,pass
validation_early,0,P0_CURRENT_SCORE_MEAN8,point,pairwise_seed,20260713,20260714,2023-02-22,top30_overlap,0.0,482,pass
validation_early,0,P0_CURRENT_SCORE_MEAN8,point,pairwise_seed,20260713,20260714,2023-02-23,daily_score_spearman,0.009118817988112593,481,pass
validation_early,0,P0_CURRENT_SCORE_MEAN8,point,pairwise_seed,20260713,20260714,2023-02-23,top30_overlap,0.0,481,pass
validation_early,0,P0_CURRENT_SCORE_MEAN8,point,pairwise_seed,20260713,20260714,2023-02-24,daily_score_spearman,0.034408151492762724,482,pass
validation_early,0,P0_CURRENT_SCORE_MEAN8,point,pairwise_seed,20260713,20260714,2023-02-24,top30_overlap,3.0,482,pass
