split,seed_episode_id,instrument,exit_trigger_type,exit_signal_date,exit_execution_date,holding_days,return_r,loss_r,audit_only_status
train,ep4_money_ratio20_1_money_ratio5_2_rps5_50_seed_v0_SH600000_20180110_b758177307,SH600000,natural_exit_h20,2018-02-08,2018-02-09,22,-0.1799605712797319,0.1799605712797319,report_only
train,ep4_money_ratio20_1_money_ratio5_2_rps5_50_seed_v0_SH600000_20180720_424291c573,SH600000,natural_exit_h20,2018-08-20,2018-08-21,22,0.09147537568759948,0.0,report_only
train,ep4_money_ratio20_1_money_ratio5_2_rps5_50_seed_v0_SH600000_20180913_220f8fc893,SH600000,natural_exit_h20,2018-10-22,2018-10-23,22,0.16217179114819563,0.0,report_only
train,ep4_money_ratio20_1_money_ratio5_2_rps5_50_seed_v0_SH600000_20181022_6398f168bf,SH600000,natural_exit_h20,2018-11-20,2018-11-21,22,-0.12127144066691165,0.12127144066691165,report_only
train,ep4_money_ratio20_1_money_ratio5_2_rps5_50_seed_v0_SH600000_20190225_d0b66eb064,SH600000,natural_exit_h20,2019-03-26,2019-03-27,22,-0.26556859151482165,0.26556859151482165,report_only
train,ep4_money_ratio20_1_money_ratio5_2_rps5_50_seed_v0_SH600000_20190416_b1ae7ded8f,SH600000,close_below_seed_day_low,2019-04-26,2019-04-29,9,-0.34528243329929403,0.34528243329929403,report_only
train,ep4_money_ratio20_1_money_ratio5_2_rps5_50_seed_v0_SH600000_20190725_fb820bf9ab,SH600000,close_below_seed_day_low,2019-08-02,2019-08-05,7,-0.5074512308218289,0.5074512308218289,report_only
train,ep4_money_ratio20_1_money_ratio5_2_rps5_50_seed_v0_SH600000_20200427_4fa69f9e66,SH600000,natural_exit_h20,2020-05-29,2020-06-01,22,0.17301281950943034,0.0,report_only
train,ep4_money_ratio20_1_money_ratio5_2_rps5_50_seed_v0_SH600000_20200702_f1b37689b3,SH600000,natural_exit_h20,2020-07-31,2020-08-03,22,-0.1570032771325287,0.1570032771325287,report_only
train,ep4_money_ratio20_1_money_ratio5_2_rps5_50_seed_v0_SH600000_20200817_231ce7b8ba,SH600000,close_below_seed_day_low,2020-08-20,2020-08-21,4,-0.3676698320596959,0.3676698320596959,report_only
train,ep4_money_ratio20_1_money_ratio5_2_rps5_50_seed_v0_SH600000_20201118_6231a5403c,SH600000,natural_exit_h20,2020-12-17,2020-12-18,22,-0.08281074603160374,0.08281074603160374,report_only
train,ep4_money_ratio20_1_money_ratio5_2_rps5_50_seed_v0_SH600000_20210115_9189ae60db,SH600000,close_below_seed_day_low,2021-01-22,2021-01-25,6,-0.1518607919243985,0.1518607919243985,report_only
train,ep4_money_ratio20_1_money_ratio5_2_rps5_50_seed_v0_SH600000_20210330_bd61865c1e,SH600000,close_below_seed_day_low,2021-04-09,2021-04-12,8,-0.34981311407116483,0.34981311407116483,report_only
train,ep4_money_ratio20_1_money_ratio5_2_rps5_50_seed_v0_SH600000_20210525_70ddd1dd5f,SH600000,natural_exit_h20,2021-06-24,2021-06-25,22,-0.41090489350202586,0.41090489350202586,report_only
validation,ep4_money_ratio20_1_money_ratio5_2_rps5_50_seed_v0_SH600000_20221111_60268ebcc5,SH600000,natural_exit_h20,2022-12-12,2022-12-13,22,0.3627004764966386,0.0,report_only
validation,ep4_money_ratio20_1_money_ratio5_2_rps5_50_seed_v0_SH600000_20230307_a5045f03b2,SH600000,close_below_seed_day_low,2023-03-09,2023-03-10,3,-0.2163870971001888,0.2163870971001888,report_only
robustness,ep4_money_ratio20_1_money_ratio5_2_rps5_50_seed_v0_SH600000_20240430_3ab2919647,SH600000,natural_exit_h20,2024-06-03,2024-06-04,22,0.359379642649071,0.0,report_only
robustness,ep4_money_ratio20_1_money_ratio5_2_rps5_50_seed_v0_SH600000_20240717_8a3299efc3,SH600000,close_below_seed_day_low,2024-07-25,2024-07-26,7,-0.4378247252853161,0.4378247252853161,report_only
robustness,ep4_money_ratio20_1_money_ratio5_2_rps5_50_seed_v0_SH600000_20240924_ad84fac0bb,SH600000,natural_exit_h20,2024-10-30,2024-10-31,22,0.2599152144317064,0.0,report_only
robustness,ep4_money_ratio20_1_money_ratio5_2_rps5_50_seed_v0_SH600000_20241223_4715170dee,SH600000,natural_exit_h20,2025-01-22,2025-01-23,22,0.09143977152948105,0.0,report_only
robustness,ep4_money_ratio20_1_money_ratio5_2_rps5_50_seed_v0_SH600000_20250407_3962e7e0b2,SH600000,close_below_pivot_low_10d,2025-04-08,2025-04-09,2,0.2512807983232144,0.0,report_only
robustness,ep4_money_ratio20_1_money_ratio5_2_rps5_50_seed_v0_SH600000_20250627_1ac7da6bcd,SH600000,natural_exit_h20,2025-07-28,2025-07-29,22,-0.01796131933906523,0.01796131933906523,report_only
robustness,ep4_money_ratio20_1_money_ratio5_2_rps5_50_seed_v0_SH600000_20251013_e0b340b493,SH600000,natural_exit_h20,2025-11-11,2025-11-12,22,-0.3314199652936443,0.3314199652936443,report_only
robustness,ep4_money_ratio20_1_money_ratio5_2_rps5_50_seed_v0_SH600000_20251229_2a7e281266,SH600000,close_below_seed_day_low,2026-01-08,2026-01-09,7,-0.37590799308684586,0.37590799308684586,report_only
train,ep4_money_ratio20_1_money_ratio5_2_rps5_50_seed_v0_SH600009_20171030_0dc4d19231,SH600009,natural_exit_h20,2017-11-28,2017-11-29,22,-0.07267781565724193,0.07267781565724193,report_only
train,ep4_money_ratio20_1_money_ratio5_2_rps5_50_seed_v0_SH600009_20180226_da4e75dae4,SH600009,natural_exit_h20,2018-03-27,2018-03-28,22,-0.2261149702051085,0.2261149702051085,report_only
