industry,task,fold_id,contract_id,dropped_feature_family,ablation_model_role,allowed_to_replace_locked_t1,allowed_to_select_feature_family,allowed_to_select_model,allowed_to_select_primitive_by_metric_rank,metric_delta_after_dropout,prediction_correlation_after_dropout,primitive_signal_survives_dropout,family_is_essential,family_is_artifact_risk,feature_family_dropout_status
汽车,industry_launch_winner_score_lgbm,fold_2021,T1_fixed_rounds_no_inner_validation,industry_relative_strength,diagnostic_ablation_only,False,False,False,False,0.0,0.9999999999999998,True,False,True,pass
汽车,industry_launch_winner_score_lgbm,fold_2021,T1_fixed_rounds_no_inner_validation,industry_breadth,diagnostic_ablation_only,False,False,False,False,0.01571566731141194,0.8728234681157055,True,False,False,pass
汽车,industry_launch_winner_score_lgbm,fold_2021,T1_fixed_rounds_no_inner_validation,stock_within_industry_rank,diagnostic_ablation_only,False,False,False,False,-0.016803675048356004,0.9393419770418091,True,False,False,pass
汽车,industry_launch_winner_score_lgbm,fold_2021,T1_fixed_rounds_no_inner_validation,volatility_expansion,diagnostic_ablation_only,False,False,False,False,0.05041102514506768,0.8545378916455575,True,False,False,pass
汽车,industry_launch_winner_score_lgbm,fold_2021,T1_fixed_rounds_no_inner_validation,repair_quality,diagnostic_ablation_only,False,False,False,False,-0.1435565764023211,0.7979453606012796,False,True,False,expected_dependency
汽车,industry_launch_winner_score_lgbm,fold_2021,T1_fixed_rounds_no_inner_validation,turnover_liquidity_money,diagnostic_ablation_only,False,False,False,False,-0.03662959381044495,0.9476917939005843,False,True,False,expected_dependency
汽车,industry_launch_winner_score_lgbm,fold_2021,T1_fixed_rounds_no_inner_validation,market_regime,diagnostic_ablation_only,False,False,False,False,0.06842359767891681,0.8619898266363266,True,False,False,pass
汽车,industry_launch_winner_score_lgbm,fold_2021,T1_fixed_rounds_no_inner_validation,launch_family_lifecycle,diagnostic_ablation_only,False,False,False,False,-0.0003626692456479841,0.9605395288963204,True,False,True,pass
汽车,industry_launch_winner_score_lgbm,fold_2022,T1_fixed_rounds_no_inner_validation,industry_relative_strength,diagnostic_ablation_only,False,False,False,False,0.0,1.0,True,False,True,pass
汽车,industry_launch_winner_score_lgbm,fold_2022,T1_fixed_rounds_no_inner_validation,industry_breadth,diagnostic_ablation_only,False,False,False,False,0.1375722543352601,0.7582362212402205,True,False,False,pass
汽车,industry_launch_winner_score_lgbm,fold_2022,T1_fixed_rounds_no_inner_validation,stock_within_industry_rank,diagnostic_ablation_only,False,False,False,False,0.017485549132947975,0.9477279377592409,True,False,False,pass
汽车,industry_launch_winner_score_lgbm,fold_2022,T1_fixed_rounds_no_inner_validation,volatility_expansion,diagnostic_ablation_only,False,False,False,False,0.02485549132947973,0.8820862781701564,True,False,False,pass
汽车,industry_launch_winner_score_lgbm,fold_2022,T1_fixed_rounds_no_inner_validation,repair_quality,diagnostic_ablation_only,False,False,False,False,-0.01177745664739882,0.8223901630091468,True,False,False,pass
汽车,industry_launch_winner_score_lgbm,fold_2022,T1_fixed_rounds_no_inner_validation,turnover_liquidity_money,diagnostic_ablation_only,False,False,False,False,0.01820809248554911,0.9583311288967764,True,False,False,pass
