primitive_id,industry,task,null_family,primitive_type,real_metric_name,real_metric_formula_text,higher_is_better,denominator_scope,aggregation_policy,real_metric,null_mean,null_p95,empirical_p_value,null_adjusted_signal_status,null_repeats
auto_industry_relative_strength_repair,汽车,industry_launch_winner_score_lgbm,label_permutation_within_industry_fold,three_way_context_primitive,core_oof_weighted_positive_rate_lift_vs_industry_task_fold_baseline,selected_weighted_positive_rate / same_industry_task_fold_weighted_positive_rate,True,"trainable core folds only, same industry + task + fold",equal-weight average across trainable core folds,0.0,0.0,0.0,1.0,collapsed_under_null,300
auto_industry_relative_strength_repair,汽车,industry_launch_winner_score_lgbm,instrument_year_block_shuffle,three_way_context_primitive,core_oof_weighted_positive_rate_lift_vs_industry_task_fold_baseline,selected_weighted_positive_rate / same_industry_task_fold_weighted_positive_rate,True,"trainable core folds only, same industry + task + fold",equal-weight average across trainable core folds,0.0,0.0,0.0,1.0,collapsed_under_null,300
auto_industry_relative_strength_repair,汽车,industry_launch_winner_score_lgbm,year_shuffle_within_industry,three_way_context_primitive,core_oof_weighted_positive_rate_lift_vs_industry_task_fold_baseline,selected_weighted_positive_rate / same_industry_task_fold_weighted_positive_rate,True,"trainable core folds only, same industry + task + fold",equal-weight average across trainable core folds,0.0,0.0,0.0,1.0,collapsed_under_null,300
auto_industry_relative_strength_repair,汽车,industry_launch_winner_score_lgbm,feature_family_dropout_placebo,three_way_context_primitive,core_oof_weighted_positive_rate_lift_vs_industry_task_fold_baseline,selected_weighted_positive_rate / same_industry_task_fold_weighted_positive_rate,True,"trainable core folds only, same industry + task + fold",equal-weight average across trainable core folds,0.0,0.0,0.0,1.0,collapsed_under_null,300
auto_industry_relative_strength_repair,汽车,industry_launch_winner_score_lgbm,weak_signal_task_placebo,three_way_context_primitive,core_oof_weighted_positive_rate_lift_vs_industry_task_fold_baseline,selected_weighted_positive_rate / same_industry_task_fold_weighted_positive_rate,True,"trainable core folds only, same industry + task + fold",equal-weight average across trainable core folds,0.0,0.0,0.0,1.0,collapsed_under_null,300
auto_volatility_expansion_not_destructive,汽车,industry_launch_winner_score_lgbm,label_permutation_within_industry_fold,three_way_context_primitive,core_oof_weighted_positive_rate_lift_vs_industry_task_fold_baseline,selected_weighted_positive_rate / same_industry_task_fold_weighted_positive_rate,True,"trainable core folds only, same industry + task + fold",equal-weight average across trainable core folds,0.0,0.0,0.0,1.0,collapsed_under_null,300
auto_volatility_expansion_not_destructive,汽车,industry_launch_winner_score_lgbm,instrument_year_block_shuffle,three_way_context_primitive,core_oof_weighted_positive_rate_lift_vs_industry_task_fold_baseline,selected_weighted_positive_rate / same_industry_task_fold_weighted_positive_rate,True,"trainable core folds only, same industry + task + fold",equal-weight average across trainable core folds,0.0,0.0,0.0,1.0,collapsed_under_null,300
auto_volatility_expansion_not_destructive,汽车,industry_launch_winner_score_lgbm,year_shuffle_within_industry,three_way_context_primitive,core_oof_weighted_positive_rate_lift_vs_industry_task_fold_baseline,selected_weighted_positive_rate / same_industry_task_fold_weighted_positive_rate,True,"trainable core folds only, same industry + task + fold",equal-weight average across trainable core folds,0.0,0.0,0.0,1.0,collapsed_under_null,300
auto_volatility_expansion_not_destructive,汽车,industry_launch_winner_score_lgbm,feature_family_dropout_placebo,three_way_context_primitive,core_oof_weighted_positive_rate_lift_vs_industry_task_fold_baseline,selected_weighted_positive_rate / same_industry_task_fold_weighted_positive_rate,True,"trainable core folds only, same industry + task + fold",equal-weight average across trainable core folds,0.0,0.0,0.0,1.0,collapsed_under_null,300
auto_volatility_expansion_not_destructive,汽车,industry_launch_winner_score_lgbm,weak_signal_task_placebo,three_way_context_primitive,core_oof_weighted_positive_rate_lift_vs_industry_task_fold_baseline,selected_weighted_positive_rate / same_industry_task_fold_weighted_positive_rate,True,"trainable core folds only, same industry + task + fold",equal-weight average across trainable core folds,0.0,0.0,0.0,1.0,collapsed_under_null,300
